l1,l2,syntactic_dist,genetic_dist,has_missing_syntax
eus,arb,0.74,1.0,False
eus,swe,0.68,1.0,False
eus,tam,0.64,1.0,False
eus,ttc,0.91,1.0,True
eus,tpn,0.53,1.0,True
eus,tur,0.62,1.0,False
eus,uig,0.7,1.0,False
eus,ukr,0.65,1.0,False
eus,hsb,0.53,1.0,True
eus,urd,0.6,1.0,False
eus,urb,0.64,1.0,False
eus,uzb,0.53,1.0,False
eus,vep,0.53,1.0,True
eus,wbp,0.63,1.0,False
eus,cym,0.68,1.0,False
eus,hyw,,,
eus,wol,0.64,1.0,False
eus,sah,0.72,1.0,False
eus,nhi,0.53,1.0,True
bel,ben,0.76,0.875,False
bel,bho,0.63,0.8,False
bel,bor,0.74,1.0,False
bel,bre,0.68,0.875,False
bel,bul,0.67,0.5714,False
bel,bua,0.74,1.0,False
bel,cat,0.69,0.9091,False
bel,chu,0.74,0.4,True
bel,xcl,0.74,0.8,True
bel,ces,0.62,0.5714,False
bel,dan,0.65,0.8,False
bel,nld,0.68,0.9,False
bel,egy,0.74,1.0,True
bel,eng,0.76,0.9,False
bel,myv,0.67,1.0,False
bel,est,0.62,1.0,False
bel,fao,0.78,0.8,True
bel,fin,0.66,1.0,False
bel,fra,0.66,0.9375,False
bel,glg,0.72,0.9231,True
bel,kat,0.68,1.0,False
bel,deu,0.66,0.8571,False
bel,aln,0.74,0.8,True
bel,got,0.74,0.8,True
bel,guj,0.75,0.875,False
bel,heb,0.63,1.0,False
bel,azz,0.83,1.0,True
bel,hin,0.69,0.875,False
bel,hit,0.78,0.8,True
bel,hun,0.65,1.0,False
bel,isl,0.68,0.8571,False
bel,gle,0.65,0.875,False
bel,ita,0.64,0.9,False
bel,quc,0.7,1.0,False
bel,xnr,0.74,0.875,True
bel,krl,0.74,1.0,True
bel,kxh,0.83,1.0,True
bel,kaz,0.83,1.0,True
bel,kir,0.71,1.0,False
bel,koi,0.68,1.0,False
bel,kpv,0.72,1.0,False
bel,lat,0.73,0.8,True
bel,lav,0.65,0.6,False
bel,lij,0.74,0.8,True
bel,lit,0.6,0.5,False
bel,olo,0.74,1.0,True
bel,nds,0.74,0.8889,True
bel,mkd,0.67,0.5714,False
bel,mar,0.72,0.8571,False
bel,frm,0.74,0.8,True
bel,ell,0.63,0.8333,False
bel,mdf,0.74,1.0,True
bel,yrl,0.74,1.0,True
bel,pcm,0.74,0.9231,True
bel,kmr,0.81,0.8,False
bel,sme,0.61,1.0,False
bel,fro,0.7,0.8,True
bel,orv,0.74,0.2,True
bel,ota,0.74,1.0,True
bel,fas,0.74,1.0,False
bel,xpg,0.74,0.8,True
bel,pol,0.54,0.5,False
bel,por,0.63,0.9333,False
bel,ron,0.64,0.8889,False
bel,rus,0.61,0.2,False
bel,san,0.83,0.75,True
bel,gla,0.75,0.8,False
bel,hbs,0.74,1.0,False
bel,sms,0.74,1.0,True
bel,slk,0.74,0.4,True
bel,slv,0.6,0.5,False
bel,spa,0.73,0.9231,False
bel,arb,0.65,1.0,False
bel,swe,0.71,0.8571,False
bel,tam,0.77,1.0,False
bel,ttc,0.85,1.0,True
bel,tpn,0.74,1.0,True
bel,tur,0.74,1.0,False
bel,uig,0.78,1.0,False
bel,ukr,0.53,0.3333,False
bel,hsb,0.74,0.4,True
bel,urd,0.7,0.875,False
bel,urb,0.84,1.0,False
bel,uzb,0.74,1.0,False
bel,vep,0.74,1.0,True
bel,wbp,0.67,1.0,False
bel,cym,0.72,0.8,False
bel,hyw,,,
bel,wol,0.76,1.0,False
bel,sah,0.72,1.0,False
bel,nhi,0.74,1.0,True
ben,bho,0.55,0.625,False
ben,bor,0.8,1.0,False
ben,bre,0.8,0.875,False
ben,bul,0.69,0.875,False
ben,bua,0.67,1.0,False
ben,cat,0.7,0.875,False
ben,chu,0.67,0.875,True
ben,xcl,0.67,0.875,True
ben,ces,0.65,0.875,False
ben,dan,0.67,0.875,False
ben,nld,0.67,0.875,False
ben,egy,0.67,1.0,True
ben,eng,0.7,0.875,False
ben,myv,0.74,1.0,False
ben,est,0.65,1.0,False
ben,fao,0.69,0.875,True
ben,fin,0.67,1.0,False
ben,fra,0.67,0.875,False
ben,glg,0.78,0.875,True
ben,kat,0.59,1.0,False
ben,deu,0.61,0.875,False
ben,aln,0.67,0.875,True
ben,got,0.7,0.875,True
ben,guj,0.54,0.625,False
ben,heb,0.67,1.0,False
ben,azz,0.93,1.0,True
ben,hin,0.53,0.625,False
ben,hit,0.63,0.875,True
ben,hun,0.62,1.0,False
ben,isl,0.65,0.875,False
ben,gle,0.78,0.875,False
ben,ita,0.72,0.875,False
ben,quc,0.71,1.0,False
ben,xnr,0.67,0.625,True
ben,krl,0.67,1.0,True
ben,kxh,0.73,1.0,True
ben,kaz,0.73,1.0,True
ben,kir,0.71,1.0,False
ben,koi,0.71,1.0,False
ben,kpv,0.68,1.0,False
ben,lat,0.68,0.875,True
ben,lav,0.67,0.875,False
ben,lij,0.67,0.875,True
ben,lit,0.66,0.875,False
ben,olo,0.67,1.0,True
ben,nds,0.67,0.875,True
ben,mkd,0.77,0.875,False
ben,mar,0.5,0.625,False
ben,frm,0.67,0.875,True
ben,ell,0.73,0.875,False
ben,mdf,0.67,1.0,True
ben,yrl,0.67,1.0,True
ben,pcm,0.67,0.875,True
ben,kmr,0.79,0.75,False
ben,sme,0.73,1.0,False
ben,fro,0.71,0.875,True
ben,orv,0.67,0.875,True
ben,ota,0.67,1.0,True
ben,fas,0.67,1.0,False
ben,xpg,0.67,0.875,True
ben,pol,0.67,0.875,False
ben,por,0.74,0.875,False
ben,ron,0.69,0.875,False
ben,rus,0.65,0.875,False
ben,san,0.68,0.625,True
ben,gla,0.78,0.875,False
ben,hbs,0.67,1.0,False
ben,sms,0.67,1.0,True
ben,slk,0.67,0.875,True
ben,slv,0.64,0.875,False
ben,spa,0.72,0.875,False
ben,arb,0.84,1.0,False
ben,swe,0.69,0.875,False
ben,tam,0.59,1.0,False
ben,ttc,0.88,1.0,True
ben,tpn,0.67,1.0,True
ben,tur,0.68,1.0,False
ben,uig,0.67,1.0,False
ben,ukr,0.64,0.875,False
ben,hsb,0.67,0.875,True
ben,urd,0.61,0.625,False
ben,urb,0.65,1.0,False
ben,uzb,0.67,1.0,False
ben,vep,0.67,1.0,True
ben,wbp,0.74,1.0,False
ben,cym,0.85,0.875,False
ben,hyw,,,
ben,wol,0.79,1.0,False
ben,sah,0.68,1.0,False
ben,nhi,0.67,1.0,True
bho,bor,0.71,1.0,False
bho,bre,0.72,0.875,False
bho,bul,0.62,0.8571,False
bho,bua,0.69,1.0,False
bho,cat,0.75,0.9091,False
bho,chu,0.69,0.8571,True
bho,xcl,0.69,0.8571,True
bho,ces,0.63,0.8571,False
bho,dan,0.63,0.8571,False
bho,nld,0.66,0.9,False
bho,egy,0.69,1.0,True
bho,eng,0.68,0.9,False
bho,myv,0.65,1.0,False
bho,est,0.5,1.0,False
bho,fao,0.79,0.8571,True
bho,fin,0.6,1.0,False
bho,fra,0.68,0.9375,False
bho,glg,0.8,0.9231,True
bho,kat,0.56,1.0,False
bho,deu,0.62,0.8571,False
bho,aln,0.69,0.8571,True
bho,got,0.75,0.8571,True
bho,guj,0.46,0.625,False
bho,heb,0.65,1.0,False
bho,azz,0.93,1.0,True
bho,hin,0.44,0.625,False
bho,hit,0.61,0.8571,True
bho,hun,0.57,1.0,False
bho,isl,0.68,0.8571,False
bho,gle,0.74,0.875,False
bho,ita,0.62,0.9,False
bho,quc,0.73,1.0,False
bho,xnr,0.69,0.625,True
bho,krl,0.69,1.0,True
bho,kxh,0.72,1.0,True
bho,kaz,0.72,1.0,True
bho,kir,0.53,1.0,False
bho,koi,0.57,1.0,False
bho,kpv,0.63,1.0,False
bho,lat,0.73,0.8571,True
bho,lav,0.63,0.8571,False
bho,lij,0.69,0.8571,True
bho,lit,0.56,0.75,False
bho,olo,0.69,1.0,True
bho,nds,0.69,0.8889,True
bho,mkd,0.65,0.8571,False
bho,mar,0.47,0.5714,False
bho,frm,0.69,0.8571,True
bho,ell,0.65,0.8333,False
bho,mdf,0.69,1.0,True
bho,yrl,0.69,1.0,True
bho,pcm,0.69,0.9231,True
bho,kmr,0.74,0.7143,False
bho,sme,0.56,1.0,False
bho,fro,0.72,0.8571,True
bho,orv,0.69,0.8571,True
bho,ota,0.69,1.0,True
bho,fas,0.69,1.0,False
bho,xpg,0.69,0.8571,True
bho,pol,0.54,0.8333,False
bho,por,0.65,0.9333,False
bho,ron,0.65,0.8889,False
bho,rus,0.61,0.8,False
bho,san,0.67,0.25,True
bho,gla,0.77,0.8571,False
bho,hbs,0.69,1.0,False
bho,sms,0.69,1.0,True
bho,slk,0.69,0.8571,True
bho,slv,0.55,0.8333,False
bho,spa,0.71,0.9231,False
bho,arb,0.68,1.0,False
bho,swe,0.71,0.8571,False
bho,tam,0.57,1.0,False
bho,ttc,0.88,1.0,True
bho,tpn,0.69,1.0,True
bho,tur,0.67,1.0,False
bho,uig,0.59,1.0,False
bho,ukr,0.5,0.8333,False
bho,hsb,0.69,0.8571,True
bho,urd,0.31,0.625,False
bho,urb,0.67,1.0,False
bho,uzb,0.69,1.0,False
bho,vep,0.69,1.0,True
bho,wbp,0.65,1.0,False
bho,cym,0.74,0.8571,False
bho,hyw,,,
bho,wol,0.78,1.0,False
bho,sah,0.55,1.0,False
bho,nhi,0.69,1.0,True
bor,bre,0.77,1.0,False
bor,bul,0.8,1.0,False
bor,bua,0.74,1.0,False
bor,cat,0.87,1.0,False
bor,chu,0.74,1.0,True
bor,xcl,0.74,1.0,True
bor,ces,0.7,1.0,False
bor,dan,0.76,1.0,False
bor,nld,0.78,1.0,False
bor,egy,0.74,1.0,True
bor,eng,0.84,1.0,False
bor,myv,0.67,1.0,False
bor,est,0.73,1.0,False
bor,fao,0.91,1.0,True
bor,fin,0.78,1.0,False
bor,fra,0.84,1.0,False
bor,glg,0.92,1.0,True
bor,kat,0.74,1.0,False
bor,deu,0.75,1.0,False
bor,aln,0.74,1.0,True
bor,got,0.85,1.0,True
bor,guj,0.79,1.0,False
bor,heb,0.85,1.0,False
bor,azz,0.83,1.0,True
bor,hin,0.75,1.0,False
bor,hit,0.87,1.0,True
bor,hun,0.71,1.0,False
bor,isl,0.8,1.0,False
bor,gle,0.88,1.0,False
bor,ita,0.77,1.0,False
bor,quc,0.84,1.0,False
bor,xnr,0.74,1.0,True
bor,krl,0.74,1.0,True
bor,kxh,0.65,1.0,True
bor,kaz,0.65,1.0,True
bor,kir,0.62,1.0,False
bor,koi,0.78,1.0,False
bor,kpv,0.8,1.0,False
bor,lat,0.87,1.0,True
bor,lav,0.78,1.0,False
bor,lij,0.74,1.0,True
bor,lit,0.67,1.0,False
bor,olo,0.74,1.0,True
bor,nds,0.74,1.0,True
bor,mkd,0.84,1.0,False
bor,mar,0.72,1.0,False
bor,frm,0.74,1.0,True
bor,ell,0.74,1.0,False
bor,mdf,0.74,1.0,True
bor,yrl,0.74,1.0,True
bor,pcm,0.74,1.0,True
bor,kmr,0.73,1.0,False
bor,sme,0.7,1.0,False
bor,fro,0.86,1.0,True
bor,orv,0.74,1.0,True
bor,ota,0.74,1.0,True
bor,fas,0.74,1.0,False
bor,xpg,0.74,1.0,True
bor,pol,0.74,1.0,False
bor,por,0.82,1.0,False
bor,ron,0.8,1.0,False
bor,rus,0.81,1.0,False
bor,san,0.72,1.0,True
bor,gla,0.88,1.0,False
bor,hbs,0.74,1.0,False
bor,sms,0.74,1.0,True
bor,slk,0.74,1.0,True
bor,slv,0.74,1.0,False
bor,spa,0.82,1.0,False
bor,arb,0.83,1.0,False
bor,swe,0.84,1.0,False
bor,tam,0.66,1.0,False
bor,ttc,0.85,1.0,True
bor,tpn,0.74,1.0,True
bor,tur,0.65,1.0,False
bor,uig,0.62,1.0,False
bor,ukr,0.77,1.0,False
bor,hsb,0.74,1.0,True
bor,urd,0.78,1.0,False
bor,urb,0.8,1.0,False
bor,uzb,0.74,1.0,False
bor,vep,0.74,1.0,True
bor,wbp,0.7,1.0,False
bor,cym,0.88,1.0,False
bor,hyw,,,
bor,wol,0.88,1.0,False
bor,sah,0.58,1.0,False
bor,nhi,0.74,1.0,True
bre,bul,0.6,0.875,False
bre,bua,0.59,1.0,False
bre,cat,0.56,0.875,False
bre,chu,0.59,0.875,True
bre,xcl,0.59,0.875,True
bre,ces,0.57,0.875,False
bre,dan,0.64,0.875,False
bre,nld,0.54,0.875,False
bre,egy,0.59,1.0,True
bre,eng,0.62,0.875,False
bre,myv,0.67,1.0,False
bre,est,0.67,1.0,False
bre,fao,0.65,0.875,True
bre,fin,0.65,1.0,False
bre,fra,0.54,0.875,False
bre,glg,0.59,0.875,True
bre,kat,0.67,1.0,False
bre,deu,0.58,0.875,False
bre,aln,0.59,0.875,True
bre,got,0.59,0.875,True
bre,guj,0.78,0.875,False
bre,heb,0.53,1.0,False
bre,azz,0.78,1.0,True
bre,hin,0.71,0.875,False
bre,hit,0.73,0.875,True
bre,hun,0.61,1.0,False
bre,isl,0.61,0.875,False
bre,gle,0.57,0.375,False
bre,ita,0.5,0.875,False
bre,quc,0.54,1.0,False
bre,xnr,0.59,0.875,True
bre,krl,0.59,1.0,True
bre,kxh,0.84,1.0,True
bre,kaz,0.84,1.0,True
bre,kir,0.67,1.0,False
bre,koi,0.76,1.0,False
bre,kpv,0.82,1.0,False
bre,lat,0.59,0.875,True
bre,lav,0.64,0.875,False
bre,lij,0.59,0.875,True
bre,lit,0.52,0.875,False
bre,olo,0.59,1.0,True
bre,nds,0.59,0.875,True
bre,mkd,0.73,0.875,False
bre,mar,0.78,0.875,False
bre,frm,0.59,0.875,True
bre,ell,0.53,0.875,False
bre,mdf,0.59,1.0,True
bre,yrl,0.59,1.0,True
bre,pcm,0.59,0.875,True
bre,kmr,0.63,0.875,False
bre,sme,0.69,1.0,False
bre,fro,0.57,0.875,True
bre,orv,0.59,0.875,True
bre,ota,0.59,1.0,True
bre,fas,0.59,1.0,False
bre,xpg,0.59,0.875,True
bre,pol,0.51,0.875,False
bre,por,0.49,0.875,False
bre,ron,0.55,0.875,False
bre,rus,0.66,0.875,False
bre,san,0.82,0.875,True
bre,gla,0.62,0.375,False
bre,hbs,0.59,1.0,False
bre,sms,0.59,1.0,True
bre,slk,0.59,0.875,True
bre,slv,0.58,0.875,False
bre,spa,0.6,0.875,False
bre,arb,0.63,1.0,False
bre,swe,0.58,0.875,False
bre,tam,0.81,1.0,False
bre,ttc,0.8,1.0,True
bre,tpn,0.59,1.0,True
bre,tur,0.67,1.0,False
bre,uig,0.78,1.0,False
bre,ukr,0.58,0.875,False
bre,hsb,0.59,0.875,True
bre,urd,0.71,0.875,False
bre,urb,0.74,1.0,False
bre,uzb,0.59,1.0,False
bre,vep,0.59,1.0,True
bre,wbp,0.64,1.0,False
bre,cym,0.51,0.25,False
bre,hyw,,,
bre,wol,0.56,1.0,False
bre,sah,0.79,1.0,False
bre,nhi,0.59,1.0,True
bul,bua,0.61,1.0,False
bul,cat,0.51,0.8571,False
bul,chu,0.61,0.2857,True
bul,xcl,0.61,0.8571,True
bul,ces,0.55,0.5714,False
bul,dan,0.54,0.8571,False
bul,nld,0.5,0.8571,False
bul,egy,0.61,1.0,True
bul,eng,0.48,0.8571,False
bul,myv,0.66,1.0,False
bul,est,0.43,1.0,False
bul,fao,0.6,0.8571,True
bul,fin,0.42,1.0,False
bul,fra,0.5,0.8571,False
bul,glg,0.61,0.8571,True
bul,kat,0.55,1.0,False
bul,deu,0.54,0.8571,False
bul,aln,0.61,0.8571,True
bul,got,0.63,0.8571,True
bul,guj,0.62,0.8571,False
bul,heb,0.56,1.0,False
bul,azz,0.83,1.0,True
bul,hin,0.59,0.8571,False
bul,hit,0.66,0.8571,True
bul,hun,0.51,1.0,False
bul,isl,0.59,0.8571,False
bul,gle,0.52,0.8571,False
bul,ita,0.42,0.8571,False
bul,quc,0.63,1.0,False
bul,xnr,0.61,0.8571,True
bul,krl,0.61,1.0,True
bul,kxh,0.83,1.0,True
bul,kaz,0.83,1.0,True
bul,kir,0.72,1.0,False
bul,koi,0.76,1.0,False
bul,kpv,0.61,1.0,False
bul,lat,0.63,0.8571,True
bul,lav,0.6,0.7143,False
bul,lij,0.61,0.8571,True
bul,lit,0.53,0.7143,False
bul,olo,0.61,1.0,True
bul,nds,0.61,0.8571,True
bul,mkd,0.49,0.1429,False
bul,mar,0.72,0.8571,False
bul,frm,0.61,0.8571,True
bul,ell,0.52,0.8571,False
bul,mdf,0.61,1.0,True
bul,yrl,0.61,1.0,True
bul,pcm,0.61,0.8571,True
bul,kmr,0.68,0.8571,False
bul,sme,0.65,1.0,False
bul,fro,0.58,0.8571,True
bul,orv,0.61,0.5714,True
bul,ota,0.61,1.0,True
bul,fas,0.61,1.0,False
bul,xpg,0.61,0.8571,True
bul,pol,0.46,0.5714,False
bul,por,0.34,0.8571,False
bul,ron,0.45,0.8571,False
bul,rus,0.46,0.5714,False
bul,san,0.85,0.8571,True
bul,gla,0.55,0.8571,False
bul,hbs,0.61,1.0,False
bul,sms,0.61,1.0,True
bul,slk,0.61,0.5714,True
bul,slv,0.45,0.4286,False
bul,spa,0.41,0.8571,False
bul,arb,0.64,1.0,False
bul,swe,0.45,0.8571,False
bul,tam,0.73,1.0,False
bul,ttc,0.85,1.0,True
bul,tpn,0.61,1.0,True
bul,tur,0.67,1.0,False
bul,uig,0.73,1.0,False
bul,ukr,0.45,0.5714,False
bul,hsb,0.61,0.5714,True
bul,urd,0.58,0.8571,False
bul,urb,0.75,1.0,False
bul,uzb,0.61,1.0,False
bul,vep,0.61,1.0,True
bul,wbp,0.7,1.0,False
bul,cym,0.5,0.8571,False
bul,hyw,,,
bul,wol,0.54,1.0,False
bul,sah,0.76,1.0,False
bul,nhi,0.61,1.0,True
bua,cat,0.66,1.0,False
bua,chu,0.0,1.0,True
bua,xcl,0.0,1.0,True
bua,ces,0.66,1.0,False
bua,dan,0.66,1.0,False
bua,nld,0.63,1.0,False
bua,egy,0.0,1.0,True
bua,eng,0.57,1.0,False
bua,myv,0.73,1.0,False
bua,est,0.66,1.0,False
bua,fao,0.74,1.0,True
bua,fin,0.57,1.0,False
bua,fra,0.57,1.0,False
bua,glg,0.72,1.0,True
bua,kat,0.55,1.0,False
bua,deu,0.58,1.0,False
bua,aln,0.0,1.0,True
bua,got,0.7,1.0,True
bua,guj,0.74,1.0,False
bua,heb,0.54,1.0,False
bua,azz,0.87,1.0,True
bua,hin,0.58,1.0,False
bua,hit,0.75,1.0,True
bua,hun,0.55,1.0,False
bua,isl,0.6,1.0,False
bua,gle,0.63,1.0,False
bua,ita,0.61,1.0,False
bua,quc,0.66,1.0,False
bua,xnr,0.0,1.0,True
bua,krl,0.0,1.0,True
bua,kxh,0.87,1.0,True
bua,kaz,0.87,1.0,True
bua,kir,0.73,1.0,False
bua,koi,0.75,1.0,False
bua,kpv,0.72,1.0,False
bua,lat,0.66,1.0,True
bua,lav,0.63,1.0,False
bua,lij,0.0,1.0,True
bua,lit,0.61,1.0,False
bua,olo,0.0,1.0,True
bua,nds,0.0,1.0,True
bua,mkd,0.73,1.0,False
bua,mar,0.67,1.0,False
bua,frm,0.0,1.0,True
bua,ell,0.54,1.0,False
bua,mdf,0.0,1.0,True
bua,yrl,0.0,1.0,True
bua,pcm,0.0,1.0,True
bua,kmr,0.71,1.0,False
bua,sme,0.74,1.0,False
bua,fro,0.69,1.0,True
bua,orv,0.0,1.0,True
bua,ota,0.0,1.0,True
bua,fas,0.0,1.0,False
bua,xpg,0.0,1.0,True
bua,pol,0.6,1.0,False
bua,por,0.61,1.0,False
bua,ron,0.61,1.0,False
bua,rus,0.57,1.0,False
bua,san,0.8,1.0,True
bua,gla,0.63,1.0,False
bua,hbs,0.0,1.0,False
bua,sms,0.0,1.0,True
bua,slk,0.0,1.0,True
bua,slv,0.64,1.0,False
bua,spa,0.56,1.0,False
bua,arb,0.67,1.0,False
bua,swe,0.64,1.0,False
bua,tam,0.66,1.0,False
bua,ttc,0.86,1.0,True
bua,tpn,0.0,1.0,True
bua,tur,0.55,1.0,False
bua,uig,0.69,1.0,False
bua,ukr,0.61,1.0,False
bua,hsb,0.0,1.0,True
bua,urd,0.69,1.0,False
bua,urb,0.66,1.0,False
bua,uzb,0.0,1.0,False
bua,vep,0.0,1.0,True
bua,wbp,0.61,1.0,False
bua,cym,0.63,1.0,False
bua,hyw,,,
bua,wol,0.62,1.0,False
bua,sah,0.72,1.0,False
bua,nhi,0.0,1.0,True
cat,chu,0.66,0.9091,True
cat,xcl,0.66,0.9091,True
cat,ces,0.54,0.9091,False
cat,dan,0.56,0.9091,False
cat,nld,0.47,0.9091,False
cat,egy,0.66,1.0,True
cat,eng,0.53,0.9,False
cat,myv,0.71,1.0,False
cat,est,0.6,1.0,False
cat,fao,0.44,0.9091,True
cat,fin,0.6,1.0,False
cat,fra,0.58,0.4375,False
cat,glg,0.46,0.0909,True
cat,kat,0.62,1.0,False
cat,deu,0.54,0.8571,False
cat,aln,0.66,0.9091,True
cat,got,0.53,0.9091,True
cat,guj,0.67,0.9091,False
cat,heb,0.56,1.0,False
cat,azz,0.81,1.0,True
cat,hin,0.7,0.875,False
cat,hit,0.6,0.9091,True
cat,hun,0.63,1.0,False
cat,isl,0.58,0.8571,False
cat,gle,0.59,0.875,False
cat,ita,0.41,0.3636,False
cat,quc,0.46,1.0,False
cat,xnr,0.66,0.9091,True
cat,krl,0.66,1.0,True
cat,kxh,0.87,1.0,True
cat,kaz,0.87,1.0,True
cat,kir,0.81,1.0,False
cat,koi,0.83,1.0,False
cat,kpv,0.69,1.0,False
cat,lat,0.5,0.5455,True
cat,lav,0.65,0.9091,False
cat,lij,0.66,0.1818,True
cat,lit,0.59,0.75,False
cat,olo,0.66,1.0,True
cat,nds,0.66,0.9091,True
cat,mkd,0.6,0.9091,False
cat,mar,0.79,0.9091,False
cat,frm,0.66,0.1818,True
cat,ell,0.53,0.8333,False
cat,mdf,0.66,1.0,True
cat,yrl,0.66,1.0,True
cat,pcm,0.66,0.9091,True
cat,kmr,0.7,0.9091,False
cat,sme,0.74,1.0,False
cat,fro,0.51,0.1818,True
cat,orv,0.66,0.9091,True
cat,ota,0.66,1.0,True
cat,fas,0.66,1.0,False
cat,xpg,0.66,0.9091,True
cat,pol,0.55,0.9091,False
cat,por,0.43,0.3333,False
cat,ron,0.48,0.3333,False
cat,rus,0.58,0.8,False
cat,san,0.87,0.9091,True
cat,gla,0.59,0.9091,False
cat,hbs,0.66,1.0,False
cat,sms,0.66,1.0,True
cat,slk,0.66,0.9091,True
cat,slv,0.49,0.9091,False
cat,spa,0.54,0.2308,False
cat,arb,0.67,1.0,False
cat,swe,0.45,0.9091,False
cat,tam,0.82,1.0,False
cat,ttc,0.83,1.0,True
cat,tpn,0.66,1.0,True
cat,tur,0.73,1.0,False
cat,uig,0.86,1.0,False
cat,ukr,0.54,0.9091,False
cat,hsb,0.66,0.9091,True
cat,urd,0.71,0.9091,False
cat,urb,0.74,1.0,False
cat,uzb,0.66,1.0,False
cat,vep,0.66,1.0,True
cat,wbp,0.7,1.0,False
cat,cym,0.59,0.9091,False
cat,hyw,,,
cat,wol,0.52,1.0,False
cat,sah,0.85,1.0,False
cat,nhi,0.66,1.0,True
chu,xcl,0.0,0.8333,True
chu,ces,0.66,0.5714,True
chu,dan,0.66,0.8333,True
chu,nld,0.63,0.9,True
chu,egy,0.0,1.0,True
chu,eng,0.57,0.9,True
chu,myv,0.73,1.0,True
chu,est,0.66,1.0,True
chu,fao,0.74,0.8333,True
chu,fin,0.57,1.0,True
chu,fra,0.57,0.9375,True
chu,glg,0.72,0.9231,True
chu,kat,0.55,1.0,True
chu,deu,0.58,0.8571,True
chu,aln,0.0,0.8333,True
chu,got,0.7,0.8333,True
chu,guj,0.74,0.875,True
chu,heb,0.54,1.0,True
chu,azz,0.87,1.0,True
chu,hin,0.58,0.875,True
chu,hit,0.75,0.8333,True
chu,hun,0.55,1.0,True
chu,isl,0.6,0.8571,True
chu,gle,0.63,0.875,True
chu,ita,0.61,0.9,True
chu,quc,0.66,1.0,True
chu,xnr,0.0,0.875,True
chu,krl,0.0,1.0,True
chu,kxh,0.87,1.0,True
chu,kaz,0.87,1.0,True
chu,kir,0.73,1.0,True
chu,koi,0.75,1.0,True
chu,kpv,0.72,1.0,True
chu,lat,0.66,0.8333,True
chu,lav,0.63,0.6667,True
chu,lij,0.0,0.8333,True
chu,lit,0.61,0.5,True
chu,olo,0.0,1.0,True
chu,nds,0.0,0.8889,True
chu,mkd,0.73,0.2857,True
chu,mar,0.67,0.8571,True
chu,frm,0.0,0.8333,True
chu,ell,0.54,0.8333,True
chu,mdf,0.0,1.0,True
chu,yrl,0.0,1.0,True
chu,pcm,0.0,0.9231,True
chu,kmr,0.71,0.8333,True
chu,sme,0.74,1.0,True
chu,fro,0.69,0.8333,True
chu,orv,0.0,0.5,True
chu,ota,0.0,1.0,True
chu,fas,0.0,1.0,True
chu,xpg,0.0,0.8333,True
chu,pol,0.6,0.5,True
chu,por,0.61,0.9333,True
chu,ron,0.61,0.8889,True
chu,rus,0.57,0.4,True
chu,san,0.8,0.75,True
chu,gla,0.63,0.8333,True
chu,hbs,0.0,1.0,True
chu,sms,0.0,1.0,True
chu,slk,0.0,0.5,True
chu,slv,0.64,0.3333,True
chu,spa,0.56,0.9231,True
chu,arb,0.67,1.0,True
chu,swe,0.64,0.8571,True
chu,tam,0.66,1.0,True
chu,ttc,0.86,1.0,True
chu,tpn,0.0,1.0,True
chu,tur,0.55,1.0,True
chu,uig,0.69,1.0,True
chu,ukr,0.61,0.5,True
chu,hsb,0.0,0.5,True
chu,urd,0.69,0.875,True
chu,urb,0.66,1.0,True
chu,uzb,0.0,1.0,True
chu,vep,0.0,1.0,True
chu,wbp,0.61,1.0,True
chu,cym,0.63,0.8333,True
chu,hyw,,,True
chu,wol,0.62,1.0,True
chu,sah,0.72,1.0,True
chu,nhi,0.0,1.0,True
xcl,ces,0.66,0.8571,True
xcl,dan,0.66,0.6667,True
xcl,nld,0.63,0.9,True
xcl,egy,0.0,1.0,True
xcl,eng,0.57,0.9,True
xcl,myv,0.73,1.0,True
xcl,est,0.66,1.0,True
xcl,fao,0.74,0.6667,True
xcl,fin,0.57,1.0,True
xcl,fra,0.57,0.9375,True
xcl,glg,0.72,0.9231,True
xcl,kat,0.55,1.0,True
xcl,deu,0.58,0.8571,True
xcl,aln,0.0,0.6667,True
xcl,got,0.7,0.6667,True
xcl,guj,0.74,0.875,True
xcl,heb,0.54,1.0,True
xcl,azz,0.87,1.0,True
xcl,hin,0.58,0.875,True
xcl,hit,0.75,0.6667,True
xcl,hun,0.55,1.0,True
xcl,isl,0.6,0.8571,True
xcl,gle,0.63,0.875,True
xcl,ita,0.61,0.9,True
xcl,quc,0.66,1.0,True
xcl,xnr,0.0,0.875,True
xcl,krl,0.0,1.0,True
xcl,kxh,0.87,1.0,True
xcl,kaz,0.87,1.0,True
xcl,kir,0.73,1.0,True
xcl,koi,0.75,1.0,True
xcl,kpv,0.72,1.0,True
xcl,lat,0.66,0.6667,True
xcl,lav,0.63,0.6667,True
xcl,lij,0.0,0.6667,True
xcl,lit,0.61,0.75,True
xcl,olo,0.0,1.0,True
xcl,nds,0.0,0.8889,True
xcl,mkd,0.73,0.8571,True
xcl,mar,0.67,0.8571,True
xcl,frm,0.0,0.6667,True
xcl,ell,0.54,0.8333,True
xcl,mdf,0.0,1.0,True
xcl,yrl,0.0,1.0,True
xcl,pcm,0.0,0.9231,True
xcl,kmr,0.71,0.6667,True
xcl,sme,0.74,1.0,True
xcl,fro,0.69,0.6667,True
xcl,orv,0.0,0.6667,True
xcl,ota,0.0,1.0,True
