stim1,stim2,stim3
530,他们遇见了那个男警察成立了一个主体的男警察。,-
531,他们遇到了那个吃了个老鼠的男导购。,+
532,他们遇到了那个男导购吃了个老鼠的男导购。,-
533,她提到了那个肯定了自己的女导演。,+
534,她提到了那个女导演肯定了自己的女导演。,-
535,他们看见了那个发展了经济的男兽医。,+
536,他们看见了那个男兽医发展了经济的男兽医。,-
537,她见到了那个刺激了社会矛盾的男顾问。,+
538,她见到了那个男顾问刺激了社会矛盾的男顾问。,-
539,你们提到了那个面向了新世纪的男演员。,+
540,你们提到了那个男演员面向了新世纪的男演员。,-
541,她遇到了那个参观了零地带的女导游。,+
542,她遇到了那个女导游参观了零地带的女导游。,-
543,他遇到了那个安置了库区移民的男学者。,+
544,他遇到了那个男学者安置了库区移民的男学者。,-
545,他看见了那个找了上级政府的男制片人。,+
546,他看见了那个男制片人找了上级政府的男制片人。,-
547,你提到了那个进行了报道的男出纳员。,+
548,你提到了那个男出纳员进行了报道的男出纳员。,-
549,他遇见了那个捐赠了他们的女出纳员。,+
550,他遇见了那个女出纳员捐赠了他们的女出纳员。,-
551,他们遇到了那个留了个情面的男驾驶员。,+
552,他们遇到了那个男驾驶员留了个情面的男驾驶员。,-
553,她们遇见了那个驾驶了飞机的女护士。,+
554,她们遇见了那个女护士驾驶了飞机的女护士。,-
555,他遇到了那个埋葬了学生的女维修工。,+
556,他遇到了那个女维修工埋葬了学生的女维修工。,-
557,你见到了那个回归了祖国的男农民。,+
558,你见到了那个男农民回归了祖国的男农民。,-
559,你看见了那个浪费了精力的女木匠。,+
560,你看见了那个女木匠浪费了精力的女木匠。,-
561,她见到了那个申请了庇护的男店员。,+
562,她见到了那个男店员申请了庇护的男店员。,-
563,你提到了那个培肥了地力的女导购。,+
564,你提到了那个女导购培肥了地力的女导购。,-
565,她见到了那个塑造了敌人的女制片人。,+
566,她见到了那个女制片人塑造了敌人的女制片人。,-
567,他们看见了那个找找了感觉的男矿。,+
568,他们看见了那个男矿找找了感觉的男矿。,-
569,你看见了那个加强了军事装备的男服务员。,+
570,你看见了那个男服务员加强了军事装备的男服务员。,-
571,她们见到了那个相信了自己的男矿。,+
572,她们见到了那个男矿相信了自己的男矿。,-
573,他遇到了那个属了偷盗概念的女矿。,+
574,他遇到了那个女矿属了偷盗概念的女矿。,-
575,他遇见了那个打击了黑金的女职工。,+
576,他遇见了那个女职工打击了黑金的女职工。,-
577,他们见到了那个协调了企业纠纷的男经理。,+
578,他们见到了那个男经理协调了企业纠纷的男经理。,-
579,你遇见了那个打伤了眼睛的男服务员。,+
580,你遇见了那个男服务员打伤了眼睛的男服务员。,-
581,你们见到了那个包括了塞族人的男地勤。,+
582,你们见到了那个男地勤包括了塞族人的男地勤。,-
583,你们看见了那个利用了早自习时间的男售货员。,+
584,你们看见了那个男售货员利用了早自习时间的男售货员。,-
585,她见到了那个喘了一口气的男队员。,+
586,她见到了那个男队员喘了一口气的男队员。,-
587,她见到了那个利用了职务的女服务员。,+
588,她见到了那个女服务员利用了职务的女服务员。,-
589,你遇见了那个问了工商局的男校长。,+
590,你遇见了那个男校长问了工商局的男校长。,-
591,她见到了那个做了一个广告的女护士。,+
592,她见到了那个女护士做了一个广告的女护士。,-
593,你们看见了那个呼吁了公开投票的女工程师。,+
594,你们看见了那个女工程师呼吁了公开投票的女工程师。,-
595,她提到了那个谋了点福利的男助理。,+
596,她提到了那个男助理谋了点福利的男助理。,-
597,她们遇见了那个照顾了女儿的女护士。,+
598,她们遇见了那个女护士照顾了女儿的女护士。,-
599,她见到了那个抢劫了金融机构的女驾驶员。,+
600,她见到了那个女驾驶员抢劫了金融机构的女驾驶员。,-
601,她提到了那个宣示了主权的男演员。,+
602,她提到了那个男演员宣示了主权的男演员。,-
603,他们看见了那个跟踪了每辆车移动的女学生。,+
604,他们看见了那个女学生跟踪了每辆车移动的女学生。,-
605,你看见了那个供应了香港鲜活商品的女主持人。,+
606,你看见了那个女主持人供应了香港鲜活商品的女主持人。,-
607,他见到了那个增施了氮肥和磷肥的男队员。,+
608,他见到了那个男队员增施了氮肥和磷肥的男队员。,-
609,她看见了那个参加了此次巴黎研讨会的女学生。,+
610,她看见了那个女学生参加了此次巴黎研讨会的女学生。,-
611,他们见到了那个开展了生产经营活动的女出纳员。,+
612,他们见到了那个女出纳员开展了生产经营活动的女出纳员。,-
613,她遇到了那个提供了便利条件的女顾问。,+
614,她遇到了那个女顾问提供了便利条件的女顾问。,-
615,他们见到了那个发了短信表状的男导演。,+
616,他们见到了那个男导演发了短信表状的男导演。,-
617,你们遇到了那个失去了承诺的男学者。,+
618,你们遇到了那个男学者失去了承诺的男学者。,-
619,她见到了那个吃了人的女顾问。,+
620,她见到了那个女顾问吃了人的女顾问。,-
621,他提到了那个搁置了争议的女地勤。,+
622,他提到了那个女地勤搁置了争议的女地勤。,-
623,你遇到了那个抢救了幸存者的男地勤。,+
624,你遇到了那个男地勤抢救了幸存者的男地勤。,-
625,他提到了那个确定了地质年代的男厨师。,+
626,他提到了那个男厨师确定了地质年代的男厨师。,-
627,你遇见了那个投入了使用的女售票员。,+
628,你遇见了那个女售票员投入了使用的女售票员。,-
629,他见到了那个扩大了经贸关系的女农民。,+
630,他见到了那个女农民扩大了经贸关系的女农民。,-
631,她见到了那个宣布了破产的男医生。,+
632,她见到了那个男医生宣布了破产的男医生。,-
633,你们见到了那个打翻了对手的男地勤。,+
634,你们见到了那个男地勤打翻了对手的男地勤。,-
635,她遇到了那个处理了文化认同的女学者。,+
636,她遇到了那个女学者处理了文化认同的女学者。,-
637,你看见了那个强奸了法律的女学者。,+
638,你看见了那个女学者强奸了法律的女学者。,-
639,他们见到了那个遏制了炒房族的男售票员。,+
640,他们见到了那个男售票员遏制了炒房族的男售票员。,-
641,你们遇到了那个前往了灾区的女学者。,+
642,你们遇到了那个女学者前往了灾区的女学者。,-
643,你遇到了那个打开了对讲联络系统的男农民。,+
644,你遇到了那个男农民打开了对讲联络系统的男农民。,-
645,你见到了那个离开了京城的女助理。,+
646,你见到了那个女助理离开了京城的女助理。,-
647,她们提到了那个从事了社会活动的女会计。,+
648,她们提到了那个女会计从事了社会活动的女会计。,-
649,她们看见了那个解决了能源运输安全的男店员。,+
650,她们看见了那个男店员解决了能源运输安全的男店员。,-
651,你遇见了那个提高了质量的男售票员。,+
652,你遇见了那个男售票员提高了质量的男售票员。,-
653,你见到了那个采集了标本的男导演。,+
654,你见到了那个男导演采集了标本的男导演。,-
655,她看见了那个管理了国家事务的女兽医。,+
656,她看见了那个女兽医管理了国家事务的女兽医。,-
657,她看见了那个享负了国际盛名的男会计。,+
658,她看见了那个男会计享负了国际盛名的男会计。,-
659,他们看见了那个促进了贸易和发展方面的女导游。,+
660,他们看见了那个女导游促进了贸易和发展方面的女导游。,-
661,他们看见了那个违犯了宪法的女售票员。,+
662,他们看见了那个女售票员违犯了宪法的女售票员。,-
663,他们见到了那个罚了酒三杯的男助理。,+
664,他们见到了那个男助理罚了酒三杯的男助理。,-
665,她们遇到了那个抑制了假恶丑的男木匠。,+
666,她们遇到了那个男木匠抑制了假恶丑的男木匠。,-
667,他们看见了那个交了州内学费的男矿。,+
668,他们看见了那个男矿交了州内学费的男矿。,-
669,你提到了那个引起了震动的女护士。,+
670,你提到了那个女护士引起了震动的女护士。,-
671,你遇到了那个身中了４刀的男制片人。,+
672,你遇到了那个男制片人身中了４刀的男制片人。,-
673,他们遇见了那个收看了今日关注的男木匠。,+
674,他们遇见了那个男木匠收看了今日关注的男木匠。,-
675,他们提到了那个上达了天听的女演员。,+
676,他们提到了那个女演员上达了天听的女演员。,-
677,你遇见了那个纪念了512的女店员。,+
678,你遇见了那个女店员纪念了512的女店员。,-
679,他见到了那个进行了分析的男主持人。,+
680,他见到了那个男主持人进行了分析的男主持人。,-
681,她们看见了那个采取了扫荡行动的男店员。,+
682,她们看见了那个男店员采取了扫荡行动的男店员。,-
683,你看见了那个会见了新闻界的男农民。,+
684,你看见了那个男农民会见了新闻界的男农民。,-
685,她们见到了那个听候了公开审议和判决的男学者。,+
686,她们见到了那个男学者听候了公开审议和判决的男学者。,-
687,你们遇见了那个躲开了防空火力的女导演。,+
688,你们遇见了那个女导演躲开了防空火力的女导演。,-
689,她遇见了那个刊载了人口生命表的男主持人。,+
690,她遇见了那个男主持人刊载了人口生命表的男主持人。,-
691,他们遇见了那个绘制了新地图的女地勤。,+
692,他们遇见了那个女地勤绘制了新地图的女地勤。,-
693,他们遇见了那个影响了施行细则的男科学家。,+
694,他们遇见了那个男科学家影响了施行细则的男科学家。,-
695,他遇到了那个达了二亿五千万人的男售货员。,+
696,他遇到了那个男售货员达了二亿五千万人的男售货员。,-
697,他提到了那个引导了百姓的男农民。,+
698,他提到了那个男农民引导了百姓的男农民。,-
699,她们见到了那个制造了皇姑屯事件的男会计。,+
700,她们见到了那个男会计制造了皇姑屯事件的男会计。,-
701,你见到了那个引入了武装部队的男出纳员。,+
702,你见到了那个男出纳员引入了武装部队的男出纳员。,-
703,他提到了那个经受了严峻考验的女助理。,+
704,他提到了那个女助理经受了严峻考验的女助理。,-
705,她看见了那个举行了年会的男顾问。,+
706,她看见了那个男顾问举行了年会的男顾问。,-
707,她提到了那个唱了对台戏的女学者。,+
708,她提到了那个女学者唱了对台戏的女学者。,-
709,她见到了那个谋取了最大福祉的男矿。,+
710,她见到了那个男矿谋取了最大福祉的男矿。,-
711,你遇到了那个检控了雇员的女医生。,+
712,你遇到了那个女医生检控了雇员的女医生。,-
713,你们见到了那个开了核潜艇的男出纳员。,+
714,你们见到了那个男出纳员开了核潜艇的男出纳员。,-
715,你遇见了那个产生了一种警惕的女医生。,+
716,你遇见了那个女医生产生了一种警惕的女医生。,-
717,她看见了那个面向了２１世纪的男演员。,+
718,她看见了那个男演员面向了２１世纪的男演员。,-
719,你看见了那个依靠了大陆的男厨师。,+
720,你看见了那个男厨师依靠了大陆的男厨师。,-
721,你遇见了那个考了电影学院的男学者。,+
722,你遇见了那个男学者考了电影学院的男学者。,-
723,你见到了那个争取了认同的男负责人。,+
724,你见到了那个男负责人争取了认同的男负责人。,-
725,他见到了那个填上了歌词的男演员。,+
726,他见到了那个男演员填上了歌词的男演员。,-
727,她遇到了那个保护了他们的女前台。,+
728,她遇到了那个女前台保护了他们的女前台。,-
729,他提到了那个扭转了股市正常机能的男会计。,+
730,他提到了那个男会计扭转了股市正常机能的男会计。,-
731,他们见到了那个预装了任天堂游戏商店的女顾问。,+
732,他们见到了那个女顾问预装了任天堂游戏商店的女顾问。,-
733,她们提到了那个买了个外套的男演员。,+
734,她们提到了那个男演员买了个外套的男演员。,-
735,你们见到了那个进驻了团购的男职工。,+
736,你们见到了那个男职工进驻了团购的男职工。,-
737,他们见到了那个长大成了猪的女矿。,+
738,他们见到了那个女矿长大成了猪的女矿。,-
739,她见到了那个签订了集体建房合同的男兽医。,+
740,她见到了那个男兽医签订了集体建房合同的男兽医。,-
741,他们看见了那个具了无厘头的女顾问。,+
742,他们看见了那个女顾问具了无厘头的女顾问。,-
743,他看见了那个申请了这些项目的女经理。,+
744,他看见了那个女经理申请了这些项目的女经理。,-
745,她见到了那个扩大了生产规模的女学生。,+
746,她见到了那个女学生扩大了生产规模的女学生。,-
747,你们见到了那个搭乘了联合国直升机的女公务员。,+
748,你们见到了那个女公务员搭乘了联合国直升机的女公务员。,-
749,她们见到了那个心存了观望的男科学家。,+
750,她们见到了那个男科学家心存了观望的男科学家。,-
751,他们见到了那个给了我地址的男校长。,+
752,他们见到了那个男校长给了我地址的男校长。,-
753,你见到了那个搞好了婆媳关系的男职工。,+
754,你见到了那个男职工搞好了婆媳关系的男职工。,-
755,你看见了那个陈兵了边境的男领班。,+
756,你看见了那个男领班陈兵了边境的男领班。,-
757,她遇见了那个推向了舞台中心的女学者。,+
758,她遇见了那个女学者推向了舞台中心的女学者。,-
759,你们遇到了那个打了那个sauce的女助理。,+
760,你们遇到了那个女助理打了那个sauce的女助理。,-
761,她见到了那个返回了家园的女校长。,+
762,她见到了那个女校长返回了家园的女校长。,-
763,他们遇见了那个紧缩了货币的男服务员。,+
764,他们遇见了那个男服务员紧缩了货币的男服务员。,-
765,他看见了那个创造了财富的男厨师。,+
766,他看见了那个男厨师创造了财富的男厨师。,-
767,你们遇到了那个参与了农民的女主持人。,+
768,你们遇到了那个女主持人参与了农民的女主持人。,-
769,她们提到了那个保住了赛季的男工程师。,+
770,她们提到了那个男工程师保住了赛季的男工程师。,-
771,他提到了那个进入了淘汰赛的男公务员。,+
772,他提到了那个男公务员进入了淘汰赛的男公务员。,-
773,她遇见了那个增强了军力的女维修工。,+
774,她遇见了那个女维修工增强了军力的女维修工。,-
775,你遇见了那个脱离了文化殖民的男导购。,+
776,你遇见了那个男导购脱离了文化殖民的男导购。,-
777,他见到了那个禁止了酷刑的女老师。,+
778,他见到了那个女老师禁止了酷刑的女老师。,-
779,你见到了那个表达了自己立场期待的女歌手。,+
780,你见到了那个女歌手表达了自己立场期待的女歌手。,-
781,她见到了那个纾解了压力的男老师。,+
782,她见到了那个男老师纾解了压力的男老师。,-
783,她们遇见了那个混上了六四绿卡的男地勤。,+
784,她们遇见了那个男地勤混上了六四绿卡的男地勤。,-
785,你们遇到了那个保护了财产权的女地勤。,+
786,你们遇到了那个女地勤保护了财产权的女地勤。,-
787,他们见到了那个教导了我们的男木匠。,+
788,他们见到了那个男木匠教导了我们的男木匠。,-
789,她们提到了那个做了电池阳极效果的男服务员。,+
790,她们提到了那个男服务员做了电池阳极效果的男服务员。,-
791,你们见到了那个动用了否决权的男导游。,+
792,你们见到了那个男导游动用了否决权的男导游。,-
793,他遇到了那个解决了问题的女工程师。,+
794,他遇到了那个女工程师解决了问题的女工程师。,-
795,他见到了那个兴建了西线高速公路的男科学家。,+
796,他见到了那个男科学家兴建了西线高速公路的男科学家。,-
797,她们遇到了那个应付了各种突发状况的女矿。,+
798,她们遇到了那个女矿应付了各种突发状况的女矿。,-
799,你看见了那个换回了美元的男导演。,+
800,你看见了那个男导演换回了美元的男导演。,-
801,她们看见了那个构成了直接危胁的女地勤。,+
802,她们看见了那个女地勤构成了直接危胁的女地勤。,-
803,你们见到了那个搬运了一块大石头的男保安。,+
804,你们见到了那个男保安搬运了一块大石头的男保安。,-
805,他们看见了那个办理了海关手续的女会计。,+
806,他们看见了那个女会计办理了海关手续的女会计。,-
807,她们遇到了那个推翻了卡扎菲政权的女学者。,+
808,她们遇到了那个女学者推翻了卡扎菲政权的女学者。,-
809,他见到了那个谋求了待遇的女地勤。,+
810,他见到了那个女地勤谋求了待遇的女地勤。,-
811,他遇见了那个讨好了百姓的女警察。,+
812,他遇见了那个女警察讨好了百姓的女警察。,-
813,他见到了那个申请了辅导金的女护士。,+
814,他见到了那个女护士申请了辅导金的女护士。,-
815,她们提到了那个封锁了现场的男职工。,+
816,她们提到了那个男职工封锁了现场的男职工。,-
817,你看见了那个加印了邮票的女队员。,+
818,你看见了那个女队员加印了邮票的女队员。,-
819,他见到了那个维护了国内经济安全的女公务员。,+
820,他见到了那个女公务员维护了国内经济安全的女公务员。,-
821,她们提到了那个评估了房产的男驾驶员。,+
822,她们提到了那个男驾驶员评估了房产的男驾驶员。,-
823,他见到了那个征收了高额关税的女保安。,+
824,他见到了那个女保安征收了高额关税的女保安。,-
825,她遇见了那个跨入了世界先进行列的女售货员。,+
826,她遇见了那个女售货员跨入了世界先进行列的女售货员。,-
827,你遇到了那个点起了蜡烛的男科学家。,+
828,你遇到了那个男科学家点起了蜡烛的男科学家。,-
829,你们提到了那个花了很多心思的女学者。,+
830,你们提到了那个女学者花了很多心思的女学者。,-
831,他们看见了那个取消了强硬立场的女工程师。,+
832,他们看见了那个女工程师取消了强硬立场的女工程师。,-
833,他们遇见了那个恢复了元气的女学生。,+
834,他们遇见了那个女学生恢复了元气的女学生。,-
835,他们遇到了那个招收了学生的男地勤。,+
836,他们遇到了那个男地勤招收了学生的男地勤。,-
837,他们遇到了那个迎来了两件喜事的女地勤。,+
838,他们遇到了那个女地勤迎来了两件喜事的女地勤。,-
839,他提到了那个发来了报道的男学者。,+
840,他提到了那个男学者发来了报道的男学者。,-
841,你们遇到了那个当成了取款机的男负责人。,+
842,你们遇到了那个男负责人当成了取款机的男负责人。,-
843,她遇见了那个开发了长江经济带的女顾问。,+
844,她遇见了那个女顾问开发了长江经济带的女顾问。,-
845,她遇见了那个使用了数字签名的男驾驶员。,+
846,她遇见了那个男驾驶员使用了数字签名的男驾驶员。,-
847,你遇到了那个发动了群众运动的女飞行员。,+
848,你遇到了那个女飞行员发动了群众运动的女飞行员。,-
849,她们遇到了那个喝了一杯红酒的男助理。,+
850,她们遇到了那个男助理喝了一杯红酒的男助理。,-
851,她看见了那个涉及了贪赎案的女学者。,+
852,她看见了那个女学者涉及了贪赎案的女学者。,-
853,他们看见了那个讨回了万亿借债的女维修工。,+
854,他们看见了那个女维修工讨回了万亿借债的女维修工。,-
855,你们提到了那个凝聚了记忆的女科学家。,+
856,你们提到了那个女科学家凝聚了记忆的女科学家。,-
857,他遇见了那个买卖了外汇的女售票员。,+
858,他遇见了那个女售票员买卖了外汇的女售票员。,-
859,她们遇见了那个相信了票贩子的男售票员。,+
860,她们遇见了那个男售票员相信了票贩子的男售票员。,-
861,她看见了那个走了社会主义道路的男领班。,+
862,她看见了那个男领班走了社会主义道路的男领班。,-
863,他见到了那个倾向了倒戈的男工程师。,+
864,他见到了那个男工程师倾向了倒戈的男工程师。,-
865,她们见到了那个放纵了人性的男会计。,+
866,她们见到了那个男会计放纵了人性的男会计。,-
867,他们遇见了那个接收了基金的女前台。,+
868,他们遇见了那个女前台接收了基金的女前台。,-
869,他遇见了那个寻找了投资机会的女服务员。,+
870,他遇见了那个女服务员寻找了投资机会的女服务员。,-
871,他们见到了那个造成了严重后果的男售货员。,+
872,他们见到了那个男售货员造成了严重后果的男售货员。,-
873,他遇见了那个告上了法庭的女医生。,+
874,他遇见了那个女医生告上了法庭的女医生。,-
875,他们遇见了那个使用了航空煤油的女学生。,+
876,他们遇见了那个女学生使用了航空煤油的女学生。,-
877,你提到了那个穿了黑白两色衣服的男维修工。,+
878,你提到了那个男维修工穿了黑白两色衣服的男维修工。,-
879,你见到了那个借助了英语语言环境的男老师。,+
880,你见到了那个男老师借助了英语语言环境的男老师。,-
881,她见到了那个畅销了全国的女医生。,+
882,她见到了那个女医生畅销了全国的女医生。,-
883,你遇到了那个蔓延了全国的男歌手。,+
884,你遇到了那个男歌手蔓延了全国的男歌手。,-
885,你们遇到了那个招募了队员的男出纳员。,+
886,你们遇到了那个男出纳员招募了队员的男出纳员。,-
887,你们遇见了那个引用了先例的男学生。,+
888,你们遇见了那个男学生引用了先例的男学生。,-
889,她们见到了那个举行了飞行表演的女职工。,+
890,她们见到了那个女职工举行了飞行表演的女职工。,-
891,你看见了那个换取了商品的男公务员。,+
892,你看见了那个男公务员换取了商品的男公务员。,-
893,她们看见了那个发了email的男木匠。,+
894,她们看见了那个男木匠发了email的男木匠。,-
895,你们遇见了那个依赖了老百姓的女工程师。,+
896,你们遇见了那个女工程师依赖了老百姓的女工程师。,-
897,她们见到了那个办了二十件实事的女校长。,+
898,她们见到了那个女校长办了二十件实事的女校长。,-
899,你们提到了那个感染了病毒的男服务员。,+
900,你们提到了那个男服务员感染了病毒的男服务员。,-
901,他们遇见了那个逛了大卖场的女驾驶员。,+
902,他们遇见了那个女驾驶员逛了大卖场的女驾驶员。,-
903,你们见到了那个屈了人之兵的男公务员。,+
904,你们见到了那个男公务员屈了人之兵的男公务员。,-
905,他们遇到了那个想想了那些穷光管的女助理。,+
906,他们遇到了那个女助理想想了那些穷光管的女助理。,-
907,他看见了那个取缔了法轮功邪教组织的女会计。,+
908,他看见了那个女会计取缔了法轮功邪教组织的女会计。,-
909,你看见了那个计算了人均GDP的男领班。,+
910,你看见了那个男领班计算了人均GDP的男领班。,-
911,你们看见了那个掌握了财政大权的女厨师。,+
912,你们看见了那个女厨师掌握了财政大权的女厨师。,-
913,她们提到了那个呈了良好状况的男驾驶员。,+
914,她们提到了那个男驾驶员呈了良好状况的男驾驶员。,-
915,她们见到了那个探讨了这些想法的男农民。,+
916,她们见到了那个男农民探讨了这些想法的男农民。,-
917,你们见到了那个领取了这个和平奖的女导演。,+
918,你们见到了那个女导演领取了这个和平奖的女导演。,-
919,他见到了那个搞了点廉价房的女厨师。,+
920,他见到了那个女厨师搞了点廉价房的女厨师。,-
921,她们看见了那个炸伤了两个人的女学者。,+
922,她们看见了那个女学者炸伤了两个人的女学者。,-
923,她们见到了那个进行了卫生消毒的女店员。,+
924,她们见到了那个女店员进行了卫生消毒的女店员。,-
925,你见到了那个控制了石油的男队员。,+
926,你见到了那个男队员控制了石油的男队员。,-
927,她遇见了那个设立了滑鼠生产线的女导游。,+
928,她遇见了那个女导游设立了滑鼠生产线的女导游。,-
929,你们看见了那个欺负了小国的男队员。,+
930,你们看见了那个男队员欺负了小国的男队员。,-
931,你们遇见了那个承认了南联盟政府的男演员。,+
932,你们遇见了那个男演员承认了南联盟政府的男演员。,-
933,她们遇见了那个放弃了自身研发的女服务员。,+
934,她们遇见了那个女服务员放弃了自身研发的女服务员。,-
935,他们见到了那个发展了经济的男主持人。,+
936,他们见到了那个男主持人发展了经济的男主持人。,-
937,你遇见了那个预示了他们意图的男维修工。,+
938,你遇见了那个男维修工预示了他们意图的男维修工。,-
939,你遇见了那个开展了反酗酒斗争的女队员。,+
940,你遇见了那个女队员开展了反酗酒斗争的女队员。,-
941,她见到了那个发表了领袖宣言的女导演。,+
942,她见到了那个女导演发表了领袖宣言的女导演。,-
943,他遇见了那个信赖了政府的女助理。,+
944,他遇见了那个女助理信赖了政府的女助理。,-
945,他们遇见了那个产生了负面影响的女会计。,+
946,他们遇见了那个女会计产生了负面影响的女会计。,-
947,你们见到了那个实现了经济与货币联盟的女学者。,+
948,你们见到了那个女学者实现了经济与货币联盟的女学者。,-
949,他们遇见了那个创造了财富的女工程师。,+
950,他们遇见了那个女工程师创造了财富的女工程师。,-
951,他们遇到了那个学习了证券法的男会计。,+
952,他们遇到了那个男会计学习了证券法的男会计。,-
953,他们见到了那个进行了会晤的男领班。,+
954,他们见到了那个男领班进行了会晤的男领班。,-
955,你们遇到了那个站上了跑步机的女老师。,+
956,你们遇到了那个女老师站上了跑步机的女老师。,-
957,你们遇到了那个喜欢了市场书的女学生。,+
958,你们遇到了那个女学生喜欢了市场书的女学生。,-
959,她遇见了那个造成了直接威胁的男兽医。,+
960,她遇见了那个男兽医造成了直接威胁的男兽医。,-
961,他遇见了那个研发了新产品的女农民。,+
962,他遇见了那个女农民研发了新产品的女农民。,-
963,他们见到了那个涉及了寮屋的男学生。,+
964,他们见到了那个男学生涉及了寮屋的男学生。,-
965,他们遇见了那个教训了我爸爸的女会计。,+
966,他们遇见了那个女会计教训了我爸爸的女会计。,-
967,他们遇见了那个逾了二千亿元人民币的女保安。,+
968,他们遇见了那个女保安逾了二千亿元人民币的女保安。,-
969,他们见到了那个提高了劳动生产率的男工程师。,+
970,他们见到了那个男工程师提高了劳动生产率的男工程师。,-
971,他们提到了那个应付了开支的男学者。,+
972,他们提到了那个男学者应付了开支的男学者。,-
973,你遇见了那个接受了记者采访的女出纳员。,+
974,你遇见了那个女出纳员接受了记者采访的女出纳员。,-
975,他们见到了那个参加了比赛的女会计。,+
976,他们见到了那个女会计参加了比赛的女会计。,-
977,她们见到了那个虚度了年华的男老师。,+
978,她们见到了那个男老师虚度了年华的男老师。,-
979,他遇到了那个调控了民众情绪的女队员。,+
980,他遇到了那个女队员调控了民众情绪的女队员。,-
981,你们看见了那个建构了反飞弹系统能力的女领班。,+
982,你们看见了那个女领班建构了反飞弹系统能力的女领班。,-
983,你遇到了那个主导了产业结构的男兽医。,+
984,你遇到了那个男兽医主导了产业结构的男兽医。,-
985,你们见到了那个分析了这股消费热潮的女售货员。,+
986,你们见到了那个女售货员分析了这股消费热潮的女售货员。,-
987,他提到了那个玩了这个命的男厨师。,+
988,他提到了那个男厨师玩了这个命的男厨师。,-
989,他遇见了那个满怀了翻身喜悦的男学生。,+
990,他遇见了那个男学生满怀了翻身喜悦的男学生。,-
991,她见到了那个谈论了法国电影的男老师。,+
992,她见到了那个男老师谈论了法国电影的男老师。,-
993,他提到了那个愚弄了老百姓的女兽医。,+
994,他提到了那个女兽医愚弄了老百姓的女兽医。,-
995,他见到了那个利用了外资的男店员。,+
996,他见到了那个男店员利用了外资的男店员。,-
997,她见到了那个使用了葡文的女售票员。,+
998,她见到了那个女售票员使用了葡文的女售票员。,-
999,她们见到了那个适合了香港实际情况的男店员。,+
1000,她们见到了那个男店员适合了香港实际情况的男店员。,-
1001,他遇见了那个喜欢了红色裤子的女维修工。,+
1002,他遇见了那个女维修工喜欢了红色裤子的女维修工。,-
1003,他们遇到了那个接受了监督的女飞行员。,+
1004,他们遇到了那个女飞行员接受了监督的女飞行员。,-
1005,他们提到了那个前来了祖国大陆的男保安。,+
1006,他们提到了那个男保安前来了祖国大陆的男保安。,-
1007,你看见了那个代替了员警官的男队员。,+
1008,你看见了那个男队员代替了员警官的男队员。,-
1009,你见到了那个吃了白加黑的男工程师。,+
1010,你见到了那个男工程师吃了白加黑的男工程师。,-
1011,她见到了那个评估了局势的男导购。,+
1012,她见到了那个男导购评估了局势的男导购。,-
1013,你们看见了那个产生了纠纷的女制片人。,+
1014,你们看见了那个女制片人产生了纠纷的女制片人。,-
1015,你们见到了那个虐待了你孩子的男售票员。,+
1016,你们见到了那个男售票员虐待了你孩子的男售票员。,-
1017,他看见了那个设计了一个路线的男经理。,+
1018,他看见了那个男经理设计了一个路线的男经理。,-
1019,他提到了那个时隔了半个月的男导游。,+
1020,他提到了那个男导游时隔了半个月的男导游。,-
1021,她们见到了那个花了很多心思的男前台。,+
1022,她们见到了那个男前台花了很多心思的男前台。,-
1023,她们提到了那个做好了罐形的女会计。,+
1024,她们提到了那个女会计做好了罐形的女会计。,-
1025,你们提到了那个发表了宣言的女校长。,+
1026,你们提到了那个女校长发表了宣言的女校长。,-
1027,她们看见了那个参加了比赛的女保安。,+
1028,她们看见了那个女保安参加了比赛的女保安。,-
1029,你见到了那个驱逐了阴影的男前台。,+
1030,你见到了那个男前台驱逐了阴影的男前台。,-
1031,你们遇到了那个具了普遍性的女驾驶员。,+
1032,你们遇到了那个女驾驶员具了普遍性的女驾驶员。,-
1033,她们遇见了那个尊重了个人诉求的女制片人。,+
1034,她们遇见了那个女制片人尊重了个人诉求的女制片人。,-
1035,她看见了那个发放了调查问卷的男负责人。,+
1036,她看见了那个男负责人发放了调查问卷的男负责人。,-
1037,她们遇到了那个解决了纷争的女前台。,+
1038,她们遇到了那个女前台解决了纷争的女前台。,-
1039,他们遇到了那个触及了红线的男学生。,+
1040,他们遇到了那个男学生触及了红线的男学生。,-
1041,他提到了那个参与了决策的女医生。,+
1042,他提到了那个女医生参与了决策的女医生。,-
1043,他看见了那个创造了美好未来的男队员。,+
1044,他看见了那个男队员创造了美好未来的男队员。,-
1045,你遇到了那个进入了国际市场的女矿。,+
1046,你遇到了那个女矿进入了国际市场的女矿。,-
1047,你看见了那个合乎了逻辑的男驾驶员。,+
1048,你看见了那个男驾驶员合乎了逻辑的男驾驶员。,-
1049,她见到了那个考虑了穷人的女会计。,+
1050,她见到了那个女会计考虑了穷人的女会计。,-
1051,他们提到了那个伤了近百人的女服务员。,+
1052,他们提到了那个女服务员伤了近百人的女服务员。,-
1053,她们看见了那个挤破了银行的男演员。,+
1054,她们看见了那个男演员挤破了银行的男演员。,-
1055,他们看见了那个走进了办公室的女学生。,+
1056,他们看见了那个女学生走进了办公室的女学生。,-
1057,他见到了那个祈求了和平的男职工。,+
