stim1,stim2,stim3
824,他们在研究了这个悬案。,-
825,他们在谈论的事情了。,+
826,他们在谈论了的事情。,-
827,他们在伤害我们的社区了。,+
828,他们在伤害了我们的社区。,-
829,她们在做一件对我们社区不公正的事情了。,+
830,她们在做了一件对我们社区不公正的事情。,-
831,她们在寻找学徒了。,+
832,她们在寻找了学徒。,-
833,她们在等医生了。,+
834,她们在等了医生。,-
835,他们在造几艘航母了。,+
836,他们在造了几艘航母。,-
837,她们在举行选举了。,+
838,她们在举行了选举。,-
839,他们在说下性格问题了。,+
840,他们在说了下性格问题。,-
841,他们在寻求独立了。,+
842,他们在寻求了独立。,-
843,她们在辅导小孩了。,+
844,她们在辅导了小孩。,-
845,他们在劝慰我这个时常心情不好的家伙了。,+
846,他们在劝慰了我这个时常心情不好的家伙。,-
847,他们在拍摄电视剧了。,+
848,他们在拍摄了电视剧。,-
849,她们在承建百色市烟草公司工程了。,+
850,她们在承建了百色市烟草公司工程。,-
851,她们在随着社会的发展而变更相应的条款了。,+
852,她们在随着了社会的发展而变更相应的条款。,-
853,他们在掩饰什么了。,+
854,他们在掩饰了什么。,-
855,他们在自己坑自己家人了。,+
856,他们在自己坑了自己家人。,-
857,他们在对付一种行为模式和一种情绪疾病与精神疾病了。,+
858,他们在对付了一种行为模式和一种情绪疾病与精神疾病。,-
859,她们在掌控着我的精神疾病了。,+
860,她们在掌控了着我的精神疾病。,-
861,她们在与你一起分担你的负累了。,+
862,她们在与了你一起分担你的负累。,-
863,她们在隐瞒什么事情了。,+
864,她们在隐瞒了什么事情。,-
865,她们在做什么工作了。,+
866,她们在做了什么工作。,-
867,她们在看顾我了。,+
868,她们在看顾了我。,-
869,他们在做各种动作了。,+
870,他们在做了各种动作。,-
871,她们在下大棋了。,+
872,她们在下了大棋。,-
873,她们在安慰我了。,+
874,她们在安慰了我。,-
875,他们在卖东西了。,+
876,他们在卖了东西。,-
877,他们在对付一个懦夫了。,+
878,他们在对付了一个懦夫。,-
879,她们在使用秘术了。,+
880,她们在使用了秘术。,-
881,他们在做什么鬼事了。,+
882,他们在做了什么鬼事。,-
883,她们在讨论的是哪些版本了。,+
884,她们在讨论了的是哪些版本。,-
885,她们在扮演什么角色了。,+
886,她们在扮演了什么角色。,-
887,她们在听它了。,+
888,她们在听了它。,-
889,她们在吃中药了。,+
890,她们在吃了中药。,-
891,她们在隐射自己了。,+
892,她们在隐射了自己。,-
893,他们在为谁培养人才了。,+
894,他们在为谁培养了人才。,-
895,他们在为美国培养人才了。,+
896,他们在为美国培养了人才。,-
897,她们在全力捉拿爆炸嫌疑犯了。,+
898,她们在全力捉拿爆炸了嫌疑犯。,-
899,他们在动摇整个社会的根基了。,+
900,他们在动摇了整个社会的根基。,-
901,她们在作贡献了。,+
902,她们在作了贡献。,-
903,她们在干神码坏事儿了。,+
904,她们在干了神码坏事儿。,-
905,她们在支持巴拉克了。,+
906,她们在支持了巴拉克。,-
907,她们在爆发新的冲突了。,+
908,她们在爆发了新的冲突。,-
909,他们在算计中国了。,+
910,他们在算计了中国。,-
911,她们在伤害自己了。,+
912,她们在伤害了自己。,-
913,他们在思索理财的意义了。,+
914,他们在思索了理财的意义。,-
915,她们在说啥了。,+
916,她们在说了啥。,-
917,他们在领药了。,+
918,他们在领了药。,-
919,他们在反水库了。,+
920,他们在反了水库。,-
921,他们在从事生物晶片应用及技术开发研究了。,+
922,他们在从事了生物晶片应用及技术开发研究。,-
923,他们在开拓海外市场了。,+
924,他们在开拓了海外市场。,-
925,她们在做最后的数据和图片处理工作了。,+
926,她们在做了最后的数据和图片处理工作。,-
927,他们在准备考试了。,+
928,他们在准备了考试。,-
929,她们在做细胞试验了。,+
930,她们在做了细胞试验。,-
931,他们在举行婚礼了。,+
932,他们在举行了婚礼。,-
933,他们在接待省里领导了。,+
934,他们在接待了省里领导。,-
935,他们在对我进行励志教育了。,+
936,他们在对我进行了励志教育。,-
937,他们在给下级上政治课了。,+
938,他们在给下级上了政治课。,-
939,他们在建议这个了。,+
940,他们在建议了这个。,-
941,他们在考虑单条道路了。,+
942,他们在考虑了单条道路。,-
943,他们在担忧什么了。,+
944,他们在担忧了什么。,-
945,他们在弄个公务员财产保护法了。,+
946,他们在弄了个公务员财产保护法。,-
947,他们在改PS了。,+
948,他们在改了PS。,-
949,她们在习惯性的追老爸老妈浪漫史和生活大爆炸了。,+
950,她们在习惯性了的追老爸老妈浪漫史和生活大爆炸。,-
951,他们在追求完美了。,+
952,他们在追求了完美。,-
953,他们在等你了。,+
954,他们在等了你。,-
955,他们在看王小波的黑铁时代了。,+
956,他们在看了王小波的黑铁时代。,-
957,他们在吐槽你了。,+
958,他们在吐槽了你。,-
959,他们在做什么事情了。,+
960,他们在做了什么事情。,-
961,她们在高兴什么了。,+
962,她们在高兴了什么。,-
963,他们在发表演讲了。,+
964,他们在发表了演讲。,-
965,她们在吓我了。,+
966,她们在吓了我。,-
967,她们在问你这个问题了。,+
968,她们在问了你这个问题。,-
969,他们在照顾你自己了。,+
970,他们在照顾了你自己。,-
971,她们在读麦克尤恩的atonement了。,+
972,她们在读了麦克尤恩的atonement。,-
973,她们在给南斯拉夫带来麻烦了。,+
974,她们在给了南斯拉夫带来麻烦。,-
975,她们在投简历了。,+
976,她们在投了简历。,-
977,他们在等消息了。,+
978,他们在等了消息。,-
979,他们在进行这类住房分配制度改革试点工作了。,+
980,他们在进行了这类住房分配制度改革试点工作。,-
981,她们在另外包这个意外的红包了。,+
982,她们在另外了包这个意外的红包。,-
983,她们在观察选举了。,+
984,她们在观察了选举。,-
985,他们在打「恐惧牌」了。,+
986,他们在打了「恐惧牌」。,-
987,她们在起用各方面人才了。,+
988,她们在起用了各方面人才。,-
989,他们在领导全民政府了。,+
990,他们在领导了全民政府。,-
991,他们在担任访问研究员了。,+
992,他们在担任了访问研究员。,-
993,他们在影响选情了。,+
994,他们在影响了选情。,-
995,她们在改善两岸关系了。,+
996,她们在改善了两岸关系。,-
997,他们在建立功名了。,+
998,他们在建立了功名。,-
999,她们在利用民族主义了。,+
1000,她们在利用了民族主义。,-
1001,她们在给中共可乘之机了。,+
1002,她们在给了中共可乘之机。,-
1003,他们在错估情势了。,+
1004,他们在错估了情势。,-
1005,他们在任海基会副秘书长了。,+
1006,他们在任了海基会副秘书长。,-
1007,他们在进行台独了。,+
1008,他们在进行了台独。,-
1009,他们在误判形势了。,+
1010,他们在误判了形势。,-
1011,她们在做深层分析了。,+
1012,她们在做了深层分析。,-
1013,她们在实现新跨跃了。,+
1014,她们在实现了新跨跃。,-
1015,她们在传播细菌了。,+
1016,她们在传播了细菌。,-
1017,她们在使用中文了。,+
1018,她们在使用了中文。,-
1019,他们在注册国际域名了。,+
1020,他们在注册了国际域名。,-
1021,他们在推崇所谓欧陆风格了。,+
1022,他们在推崇了所谓欧陆风格。,-
1023,她们在刮欧式风了。,+
1024,她们在刮了欧式风。,-
1025,她们在欠缴罚款了。,+
1026,她们在欠缴了罚款。,-
1027,她们在撤查违规原因了。,+
1028,她们在撤查了违规原因。,-
1029,她们在修老火车了。,+
1030,她们在修了老火车。,-
1031,他们在谈起前尘往事了。,+
1032,他们在谈起了前尘往事。,-
1033,她们在相当三年制工业学校了。,+
1034,她们在相当了三年制工业学校。,-
1035,他们在仰赖进口了。,+
1036,他们在仰赖了进口。,-
1037,她们在维修蒸气机车了。,+
1038,她们在维修了蒸气机车。,-
1039,他们在靠我们这些老头子了。,+
1040,他们在靠了我们这些老头子。,-
1041,她们在接待访客了。,+
1042,她们在接待了访客。,-
1043,他们在生产零件了。,+
1044,他们在生产了零件。,-
1045,他们在担任省主席了。,+
1046,他们在担任了省主席。,-
1047,他们在改善农村经济了。,+
1048,他们在改善了农村经济。,-
1049,她们在变成工厂了。,+
1050,她们在变成了工厂。,-
1051,他们在修复阿里山蒸汽火车了。,+
1052,他们在修复了阿里山蒸汽火车。,-
1053,她们在增添多少欢乐了。,+
1054,她们在增添了多少欢乐。,-
1055,他们在亲她一口了。,+
1056,他们在亲了她一口。,-
1057,他们在抱抱小丫头了。,+
1058,他们在抱抱了小丫头。,-
1059,她们在发个名单汇总了。,+
1060,她们在发了个名单汇总。,-
1061,她们在经营人民币业务了。,+
1062,她们在经营了人民币业务。,-
1063,他们在设立分行了。,+
1064,他们在设立了分行。,-
1065,她们在启用欧元了。,+
1066,她们在启用了欧元。,-
1067,她们在举行特别会议了。,+
1068,她们在举行了特别会议。,-
1069,他们在启用欧元了。,+
1070,他们在启用了欧元。,-
1071,她们在保留原货币了。,+
1072,她们在保留了原货币。,-
1073,他们在兑换成欧元了。,+
1074,他们在兑换了成欧元。,-
1075,他们在适应欧元了。,+
1076,他们在适应了欧元。,-
1077,她们在进行兑换了。,+
1078,她们在进行了兑换。,-
1079,她们在印制欧元纸币和硬币了。,+
1080,她们在印制了欧元纸币和硬币。,-
1081,他们在投放市场了。,+
1082,他们在投放了市场。,-
1083,她们在找你男人了。,+
1084,她们在找了你男人。,-
1085,他们在地处山东省沿海了。,+
1086,他们在地处了山东省沿海。,-
1087,他们在找个时间了。,+
1088,他们在找了个时间。,-
1089,他们在泪洒会场了。,+
1090,他们在泪洒了会场。,-
1091,他们在做一个平民了。,+
1092,他们在做了一个平民。,-
1093,他们在替代对抗了。,+
1094,他们在替代了对抗。,-
1095,他们在展大胸心了。,+
1096,他们在展大了胸心。,-
1097,他们在燃起希望跟信心了。,+
1098,他们在燃起了希望跟信心。,-
1099,他们在走入历史了。,+
1100,他们在走入了历史。,-
1101,他们在损失一艘驱逐舰了。,+
1102,他们在损失了一艘驱逐舰。,-
1103,她们在架起大炮导弹了。,+
1104,她们在架起了大炮导弹。,-
1105,他们在抢占我国海岛了。,+
1106,他们在抢占了我国海岛。,-
1107,他们在否定我国三条理由了。,+
1108,他们在否定了我国三条理由。,-
1109,他们在绘制新地图了。,+
1110,他们在绘制了新地图。,-
1111,他们在否定大陆架原则了。,+
1112,他们在否定了大陆架原则。,-
1113,她们在抓住大陆架了。,+
1114,她们在抓住了大陆架。,-
1115,她们在攥起拳头了。,+
1116,她们在攥起了拳头。,-
1117,他们在部署航母了。,+
1118,他们在部署了航母。,-
1119,她们在架起导弹了。,+
1120,她们在架起了导弹。,-
1121,他们在告诫总统了。,+
1122,他们在告诫了总统。,-
1123,他们在担任护航了。,+
1124,他们在担任了护航。,-
1125,她们在搁置争议了。,+
1126,她们在搁置了争议。,-
1127,她们在做政治筹码了。,+
1128,她们在做了政治筹码。,-
1129,他们在想念圣祖毛爷爷了。,+
1130,他们在想念了圣祖毛爷爷。,-
1131,他们在进入金妈地区了。,+
1132,他们在进入了金妈地区。,-
1133,他们在设立服务站了。,+
1134,他们在设立了服务站。,-
1135,她们在分隔给大陆研究室了。,+
1136,她们在分隔了给大陆研究室。,-
1137,他们在进行整合了。,+
1138,他们在进行了整合。,-
1139,他们在分发新产品了。,+
1140,他们在分发了新产品。,-
1141,他们在分重点地区了。,+
1142,他们在分了重点地区。,-
1143,她们在兴办实业了。,+
1144,她们在兴办了实业。,-
1145,他们在进行农业综合开发了。,+
1146,他们在进行了农业综合开发。,-
1147,他们在发展农产品深加工业了。,+
1148,他们在发展了农产品深加工业。,-
1149,她们在占领国际国内市场了。,+
1150,她们在占领了国际国内市场。,-
1151,她们在参与建设了。,+
1152,她们在参与了建设。,-
1153,他们在购买股票了。,+
1154,他们在购买了股票。,-
1155,他们在进行投资了。,+
1156,他们在进行了投资。,-
1157,他们在吸引台资了。,+
1158,他们在吸引了台资。,-
1159,他们在设立联合开发中心了。,+
1160,他们在设立了联合开发中心。,-
1161,她们在进行研究了。,+
1162,她们在进行了研究。,-
1163,她们在降低科研费用了。,+
1164,她们在降低了科研费用。,-
1165,他们在缩短研制周期了。,+
1166,他们在缩短了研制周期。,-
1167,她们在骑自行车了。,+
1168,她们在骑了自行车。,-
1169,她们在加强管理了。,+
1170,她们在加强了管理。,-
1171,她们在支付全部购买金了。,+
1172,她们在支付了全部购买金。,-
1173,他们在延长支付了。,+
1174,他们在延长了支付。,-
1175,她们在付清全部购买金了。,+
1176,她们在付清了全部购买金。,-
1177,她们在分配收益了。,+
1178,她们在分配了收益。,-
1179,她们在付清全部购买金额了。,+
1180,她们在付清了全部购买金额。,-
1181,他们在经由第三地了。,+
1182,他们在经由了第三地。,-
1183,他们在开放直航了。,+
1184,他们在开放了直航。,-
1185,她们在经由第三地了。,+
1186,她们在经由了第三地。,-
1187,她们在维护国家与社会安全了。,+
1188,她们在维护了国家与社会安全。,-
1189,她们在刺激经济发展了。,+
1190,她们在刺激了经济发展。,-
1191,他们在繁荣里岛建设了。,+
1192,他们在繁荣了里岛建设。,-
1193,他们在中转金、妈里岛地区了。,+
1194,他们在中转了金、妈里岛地区。,-
1195,他们在率同业者了。,+
1196,他们在率了同业者。,-
1197,他们在从事娱乐、购物了。,+
1198,他们在从事了娱乐、购物。,-
1199,他们在开放１００万人了。,+
1200,他们在开放了１００万人。,-
1201,她们在举办国际电脑资讯展了。,+
1202,她们在举办了国际电脑资讯展。,-
1203,她们在放眼未来了。,+
1204,她们在放眼了未来。,-
1205,他们在筹足美金了。,+
1206,他们在筹足了美金。,-
1207,她们在拨拨算盘了。,+
1208,她们在拨拨了算盘。,-
1209,他们在包括加工丝了。,+
1210,他们在包括了加工丝。,-
1211,她们在举行年会了。,+
1212,她们在举行了年会。,-
1213,她们在仰赖进口了。,+
1214,她们在仰赖了进口。,-
1215,她们在靠国内市场了。,+
1216,她们在靠了国内市场。,-
1217,她们在遭受重击了。,+
1218,她们在遭受了重击。,-
1219,他们在发表乐观看法了。,+
1220,他们在发表了乐观看法。,-
1221,她们在遭受波及了。,+
1222,她们在遭受了波及。,-
1223,她们在振兴经济了。,+
1224,她们在振兴了经济。,-
1225,他们在亏损五十亿元台币了。,+
1226,他们在亏损了五十亿元台币。,-
1227,他们在停掉一座六寸晶圆厂了。,+
1228,他们在停掉了一座六寸晶圆厂。,-
1229,他们在生产半导体了。,+
1230,他们在生产了半导体。,-
1231,她们在发展半导体产业了。,+
1232,她们在发展了半导体产业。,-
1233,她们在避免正面冲突了。,+
1234,她们在避免了正面冲突。,-
1235,她们在坐megabus了。,+
1236,她们在坐了megabus。,-
1237,她们在熟悉megabus了。,+
1238,她们在熟悉了megabus。,-
1239,她们在加上你我了。,+
1240,她们在加上了你我。,-
1241,她们在告知我一声了。,+
1242,她们在告知了我一声。,-
1243,他们在找roommate了。,+
1244,他们在找了roommate。,-
1245,他们在看具体情况了。,+
1246,他们在看了具体情况。,-
1247,他们在找一个室友了。,+
1248,他们在找了一个室友。,-
1249,她们在来campus了。,+
1250,她们在来了campus。,-
1251,她们在买来回机票了。,+
1252,她们在买了来回机票。,-
1253,他们在请教你意见了。,+
1254,他们在请教了你意见。,-
1255,她们在google这个了。,+
1256,她们在google了这个。,-
1257,她们在租李婧那个了。,+
1258,她们在租了李婧那个。,-
1259,他们在教刑事司法系统了。,+
1260,他们在教了刑事司法系统。,-
1261,他们在开理论犯罪学了。,+
1262,他们在开了理论犯罪学。,-
1263,她们在直入Ph.D项目了。,+
1264,她们在直入了Ph.D项目。,-
1265,他们在坐Amtrak了。,+
1266,他们在坐了Amtrak。,-
1267,她们在坐amtrak了。,+
1268,她们在坐了amtrak。,-
1269,他们在融入大家了。,+
1270,他们在融入了大家。,-
1271,她们在搀和这事了。,+
1272,她们在搀和了这事。,-
1273,她们在卷走近1亿元人民币了。,+
1274,她们在卷走了近1亿元人民币。,-
1275,她们在多此一问了。,+
1276,她们在多了此一问。,-
1277,她们在实现全民免费医疗了。,+
1278,她们在实现了全民免费医疗。,-
1279,她们在具备这个经济实力了。,+
1280,她们在具备了这个经济实力。,-
1281,他们在吃喝公款上万亿了。,+
1282,他们在吃喝了公款上万亿。,-
1283,她们在搞个全民免费医疗了。,+
1284,她们在搞了个全民免费医疗。,-
1285,他们在造成致命打击了。,+
1286,他们在造成了致命打击。,-
1287,他们在担任总统了。,+
1288,他们在担任了总统。,-
1289,她们在前往当地了。,+
1290,她们在前往了当地。,-
1291,他们在进行会晤了。,+
1292,他们在进行了会晤。,-
1293,他们在改变投票人选了。,+
1294,他们在改变了投票人选。,-
1295,她们在投票给他们了。,+
1296,她们在投票了给他们。,-
1297,他们在负起责任了。,+
1298,他们在负起了责任。,-
1299,她们在改投其他候选人了。,+
1300,她们在改了投其他候选人。,-
1301,她们在左右股市表现了。,+
1302,她们在左右了股市表现。,-
1303,他们在扫除黑金了。,+
1304,他们在扫除了黑金。,-
1305,他们在参与股份制改革了。,+
1306,他们在参与了股份制改革。,-
1307,她们在进行并购和重组了。,+
1308,她们在进行了并购和重组。,-
1309,她们在随上份子了。,+
1310,她们在随上了份子。,-
1311,她们在开个小口了。,+
1312,她们在开了个小口。,-
1313,他们在点击迪斯尼一站了。,+
1314,他们在点击了迪斯尼一站。,-
1315,他们在通往迪斯尼方向了。,+
1316,他们在通往了迪斯尼方向。,-
1317,她们在开通自由行了。,+
1318,她们在开通了自由行。,-
1319,她们在坐上摩天巨轮了。,+
1320,她们在坐上了摩天巨轮。,-
1321,她们在同处一城了。,+
1322,她们在同处了一城。,-
1323,他们在分呃七个区域了。,+
1324,他们在分了呃七个区域。,-
1325,他们在收看旅游新天地了。,+
1326,他们在收看了旅游新天地。,-
1327,她们在幻化成一个舞台了。,+
1328,她们在幻化了成一个舞台。,-
1329,他们在提升香港旅游了。,+
1330,他们在提升了香港旅游。,-
1331,她们在感受湿地生态了。,+
1332,她们在感受了湿地生态。,-
1333,他们在观察雀鸟了。,+
1334,他们在观察了雀鸟。,-
1335,她们在用这个黑脸琵鹭了。,+
1336,她们在用了这个黑脸琵鹭。,-
1337,他们在去那个大佛了。,+
1338,他们在去了那个大佛。,-
1339,她们在信仰佛教了。,+
1340,她们在信仰了佛教。,-
1341,她们在变成现实了。,+
1342,她们在变成了现实。,-
1343,他们在建这条新了。,+
1344,他们在建了这条新。,-
1345,他们在品尝美食了。,+
1346,他们在品尝了美食。,-
1347,他们在进入最后读秒了。,+
1348,他们在进入了最后读秒。,-
1349,他们在试那个服务了。,+
1350,他们在试了那个服务。,-
1351,他们在开辟新天地了。,+
1352,他们在开辟了新天地。,-
1353,她们在爱上这座城市了。,+
1354,她们在爱上了这座城市。,-
1355,他们在享誉世界了。,+
1356,他们在享誉了世界。,-
1357,他们在续任国民党副主席了。,+
1358,他们在续任了国民党副主席。,-
1359,他们在推销军购案了。,+
1360,他们在推销了军购案。,-
1361,她们在抵达党部了。,+
1362,她们在抵达了党部。,-
1363,她们在续任国民党副主席了。,+
1364,她们在续任了国民党副主席。,-
1365,他们在稳定房地产市场价格了。,+
1366,他们在稳定了房地产市场价格。,-
1367,她们在丧尽天良了。,+
1368,她们在丧尽了天良。,-
1369,她们在推进社会公平正义了。,+
1370,她们在推进了社会公平正义。,-
1371,她们在促进社会稳定了。,+
1372,她们在促进了社会稳定。,-
1373,她们在进行分配了。,+
1374,她们在进行了分配。,-
1375,他们在设立“食品警察”了。,+
1376,他们在设立了“食品警察”。,-
1377,他们在惧食品药品监督局了。,+
1378,他们在惧了食品药品监督局。,-
1379,他们在解决一些问题了。,+
1380,他们在解决了一些问题。,-
1381,他们在形成鲜明反差了。,+
1382,他们在形成了鲜明反差。,-
1383,她们在配合食品监督了。,+
1384,她们在配合了食品监督。,-
1385,他们在借个投影仪了。,+
1386,他们在借了个投影仪。,-
1387,他们在生个小妹妹了。,+
1388,他们在生了个小妹妹。,-
1389,他们在抱小小宝宝了。,+
1390,他们在抱了小小宝宝。,-
1391,他们在换个心情了。,+
1392,他们在换了个心情。,-
1393,他们在吃肉皮冻了。,+
1394,他们在吃了肉皮冻。,-
1395,她们在当会事儿了。,+
1396,她们在当了会事儿。,-
1397,她们在搜罗小衣服了。,+
1398,她们在搜罗了小衣服。,-
1399,他们在听大好消息了。,+
1400,他们在听了大好消息。,-
1401,她们在给我多些理解了。,+
1402,她们在给了我多些理解。,-
1403,她们在适合每个人了。,+
1404,她们在适合了每个人。,-
1405,她们在阻碍我滴健康成长了。,+
1406,她们在阻碍了我滴健康成长。,-
1407,他们在偏离正常轨道了。,+
1408,他们在偏离了正常轨道。,-
1409,她们在塑造孩子了。,+
1410,她们在塑造了孩子。,-
1411,他们在做个女工了。,+
1412,他们在做了个女工。,-
1413,他们在学个一技之长了。,+
1414,他们在学了个一技之长。,-
1415,他们在分散精力了。,+
1416,他们在分散了精力。,-
1417,他们在报各种特长班了。,+
1418,他们在报了各种特长班。,-
1419,她们在用苹果手机了。,+
1420,她们在用了苹果手机。,-
1421,他们在叫爸爸妈妈了。,+
1422,他们在叫了爸爸妈妈。,-
1423,他们在教育孩子了。,+
1424,他们在教育了孩子。,-
1425,他们在报特长班了。,+
1426,他们在报了特长班。,-
1427,她们在认识一个朋友了。,+
1428,她们在认识了一个朋友。,-
1429,她们在娇惯孩子了。,+
1430,她们在娇惯了孩子。,-
1431,她们在报��特长班了。,+
1432,她们在报了��特长班。,-
1433,她们在培养兴趣及爱好了。,+
1434,她们在培养了兴趣及爱好。,-
1435,他们在学1、2种特长了。,+
1436,他们在学了1、2种特长。,-
1437,他们在收回最初投资了。,+
1438,他们在收回了最初投资。,-
1439,他们在追加八千万美元投资了。,+
1440,他们在追加了八千万美元投资。,-
1441,她们在追加投资了。,+
1442,她们在追加了投资。,-
1443,她们在试射远程导弹了。,+
1444,她们在试射了远程导弹。,-
1445,她们在发射卫星了。,+
1446,她们在发射了卫星。,-
1447,她们在限制其导弹发展了。,+
1448,她们在限制了其导弹发展。,-
1449,他们在部署导弹防御系统了。,+
1450,他们在部署了导弹防御系统。,-
1451,她们在旅居美国“硅谷”了。,+
1452,她们在旅居了美国“硅谷”。,-
1453,他们在前来开发区了。,+
1454,他们在前来了开发区。,-
1455,她们在洽谈投资项目了。,+
1456,她们在洽谈了投资项目。,-
1457,她们在投入使用了。,+
1458,她们在投入了使用。,-
1459,她们在实现税利三点六亿元了。,+
1460,她们在实现了税利三点六亿元。,-
1461,她们在进行审理了。,+
1462,她们在进行了审理。,-
1463,他们在背叛公众信任了。,+
1464,他们在背叛了公众信任。,-
1465,他们在违反宪法了。,+
1466,他们在违反了宪法。,-
1467,他们在换个电脑了。,+
1468,他们在换了个电脑。,-
1469,他们在试试skype了。,+
1470,他们在试试了skype。,-
1471,她们在改善居住环境了。,+
1472,她们在改善了居住环境。,-
1473,她们在鼓动是非了。,+
1474,她们在鼓动了是非。,-
1475,他们在显示个性了。,+
1476,他们在显示了个性。,-
1477,她们在冒充“醒目仔”了。,+
1478,她们在冒充了“醒目仔”。,-
1479,她们在形成影响了。,+
1480,她们在形成了影响。,-
1481,他们在反感投机者了。,+
1482,他们在反感了投机者。,-
1483,他们在明白真相了。,+
1484,他们在明白了真相。,-
1485,她们在掏棺材底了。,+
1486,她们在掏了棺材底。,-
1487,她们在影响社会了。,+
1488,她们在影响了社会。,-
1489,她们在破坏社会了。,+
1490,她们在破坏了社会。,-
1491,她们在破坏这个了。,+
1492,她们在破坏了这个。,-
1493,他们在危害青年了。,+
1494,他们在危害了青年。,-
1495,他们在危害社会了。,+
1496,他们在危害了社会。,-
1497,他们在危害人民了。,+
1498,他们在危害了人民。,-
1499,她们在排队六个通宵了。,+
1500,她们在排队了六个通宵。,-
1501,她们在上演这些辛酸场景了。,+
1502,她们在上演了这些辛酸场景。,-
1503,他们在去大都市了。,+
1504,他们在去了大都市。,-
1505,他们在发展本地经济了。,+
1506,他们在发展了本地经济。,-
1507,他们在增加岗位需求了。,+
1508,他们在增加了岗位需求。,-
1509,他们在去大城市了。,+
1510,他们在去了大城市。,-
1511,她们在开两列绿皮火车了。,+
1512,她们在开了两列绿皮火车。,-
1513,他们在照顾两个包包了。,+
1514,他们在照顾了两个包包。,-
1515,他们在去办公室了。,+
1516,他们在去了办公室。,-
1517,他们在看小帅哥了。,+
1518,他们在看了小帅哥。,-
1519,他们在想想办法了。,+
1520,他们在想想了办法。,-
1521,她们在包你晚饭了。,+
1522,她们在包了你晚饭。,-
1523,他们在起鸡皮疙瘩了。,+
1524,他们在起了鸡皮疙瘩。,-
1525,他们在注册官网了。,+
1526,他们在注册了官网。,-
1527,他们在兼并企业了。,+
1528,他们在兼并了企业。,-
1529,她们在陷入僵局了。,+
1530,她们在陷入了僵局。,-
1531,她们在打破僵局了。,+
1532,她们在打破了僵局。,-
1533,他们在进入ｗｔｏ了。,+
1534,他们在进入了ｗｔｏ。,-
1535,他们在加入ｗｔｏ了。,+
1536,他们在加入了ｗｔｏ。,-
1537,她们在降低关税了。,+
1538,她们在降低了关税。,-
1539,他们在取代制造业了。,+
1540,他们在取代了制造业。,-
1541,他们在吸引外国直接投资了。,+
1542,他们在吸引了外国直接投资。,-
1543,他们在参加毕业典礼了。,+
1544,他们在参加了毕业典礼。,-
1545,他们在办毕业典礼了。,+
1546,他们在办了毕业典礼。,-
1547,她们在就读餐饮系一年级了。,+
1548,她们在就读了餐饮系一年级。,-
1549,他们在等待消息了。,+
1550,他们在等待了消息。,-
1551,她们在参加毕业典礼了。,+
1552,她们在参加了毕业典礼。,-
1553,她们在进行心理辅导了。,+
1554,她们在进行了心理辅导。,-
1555,他们在铺排好框架了。,+
1556,他们在铺排了好框架。,-
1557,她们在加手续费了。,+
1558,她们在加了手续费。,-
1559,她们在换成老G了。,+
1560,她们在换成了老G。,-
1561,她们在找找聊天记录了。,+
1562,她们在找找了聊天记录。,-
1563,他们在填网申资料了。,+
1564,他们在填了网申资料。,-
1565,她们在煮成熟饭了。,+
1566,她们在煮成了熟饭。,-
1567,他们在煮成熟饭了。,+
1568,他们在煮成了熟饭。,-
1569,她们在联系他们了。,+
1570,她们在联系了他们。,-
1571,他们在补充小故事了。,+
1572,他们在补充了小故事。,-
1573,他们在写SOP了。,+
1574,他们在写了SOP。,-
1575,他们在填写信息了。,+
1576,他们在填写了信息。,-
1577,她们在打印推荐信了。,+
1578,她们在打印了推荐信。,-
1579,她们在PK她们了。,+
1580,她们在PK了她们。,-
1581,她们在搞成绩单认证了。,+
1582,她们在搞了成绩单认证。,-
1583,他们在权衡国家利益了。,+
1584,他们在权衡了国家利益。,-
1585,他们在进行评估了。,+
1586,他们在进行了评估。,-
1587,她们在进行评估了。,+
1588,她们在进行了评估。,-
1589,他们在举行总统选举了。,+
1590,他们在举行了总统选举。,-
1591,他们在造成严重影响了。,+
1592,他们在造成了严重影响。,-
1593,他们在就任总统了。,+
1594,他们在就任了总统。,-
1595,她们在进行谈判了。,+
1596,她们在进行了谈判。,-
1597,她们在派遣一个先遣组了。,+
1598,她们在派遣了一个先遣组。,-
1599,他们在倾泻打折票张了。,+
1600,他们在倾泻了打折票张。,-
1601,他们在收藏邮票了。,+
1602,他们在收藏了邮票。,-
1603,她们在看似一对矛盾了。,+
1604,她们在看似了一对矛盾。,-
1605,他们在利用各种阵地了。,+
1606,他们在利用了各种阵地。,-
1607,他们在宣传集邮文化了。,+
1608,他们在宣传了集邮文化。,-
1609,他们在走进学校了。,+
1610,他们在走进了学校。,-
1611,她们在走进农村了。,+
1612,她们在走进了农村。,-
1613,他们在走进工厂了。,+
1614,他们在走进了工厂。,-
1615,他们在走进军营了。,+
1616,他们在走进了军营。,-
1617,他们在走进社区了。,+
1618,他们在走进了社区。,-
1619,他们在走进千家万户了。,+
1620,他们在走进了千家万户。,-
1621,他们在加印邮票了。,+
1622,他们在加印了邮票。,-
1623,他们在合乎实际情况了。,+
1624,他们在合乎了实际情况。,-
1625,他们在争办公室了。,+
1626,他们在争了办公室。,-
1627,她们在导致中风了。,+
1628,她们在导致了中风。,-
1629,她们在暂停使用了。,+
1630,她们在暂停了使用。,-
1631,他们在把握这个机会了。,+
1632,他们在把握了这个机会。,-
1633,他们在冲进药局了。,+
