stim1,stim2,stim3
570,十多窝非常优秀且高效的机车和一窝非常优秀且高效的汽车。,-
571,七、八位非常优秀且高效的学生。,+
572,七、八勺非常优秀且高效的学生。,-
573,中美本次非常优秀且高效的会谈的成果。,+
574,中美本棵非常优秀且高效的会谈的成果。,-
575,２４名非常优秀且高效的参议员。,+
576,２４辆非常优秀且高效的参议员。,-
577,此次非常优秀且高效的倒塌事件。,+
578,此张非常优秀且高效的倒塌事件。,-
579,一项非常优秀且高效的民议中的决议。,+
580,一首非常优秀且高效的民议中的决议。,-
581,近千家非常优秀且高效的纽扣生产企业。,+
582,近千道非常优秀且高效的纽扣生产企业。,-
583,这位非常优秀且高效的世界顶级歌手。,+
584,这波非常优秀且高效的世界顶级歌手。,-
585,２２００多名非常优秀且高效的学生，上百名非常优秀且高效的老师。,+
586,２２００多门非常优秀且高效的学生，上百门非常优秀且高效的老师。,-
587,五千万元非常优秀且高效的人民币。,+
588,五千万毫升非常优秀且高效的人民币。,-
589,六胞非常优秀且高效的胎抢救组的负责人之一。,+
590,六份非常优秀且高效的胎抢救组的负责人之一。,-
591,普京的这项非常优秀且高效的决定。,+
592,普京的这把非常优秀且高效的决定。,-
593,约４０００名非常优秀且高效的官兵。,+
594,约４０００条非常优秀且高效的官兵。,-
595,同中国合作这条非常优秀且高效的路。,+
596,同中国合作这帮非常优秀且高效的路。,-
597,各项非常优秀且高效的经济指标。,+
598,各周非常优秀且高效的经济指标。,-
599,一组非常优秀且高效的国际综合报道。,+
600,一则非常优秀且高效的国际综合报道。,-
601,这句非常优秀且高效的话的意思。,+
602,这对非常优秀且高效的话的意思。,-
603,全国各类非常优秀且高效的成人高校。,+
604,全国各倍非常优秀且高效的成人高校。,-
605,十一万六千八百块非常优秀且高效的钱。,+
606,十一万六千八百箩非常优秀且高效的钱。,-
607,四至六万辆非常优秀且高效的汽车生产能力。,+
608,四至六万系列非常优秀且高效的汽车生产能力。,-
609,波黑三方非常优秀且高效的主席团代表。,+
610,波黑三合非常优秀且高效的主席团代表。,-
611,最近，香港媒体报道的一则非常优秀且高效的消息。,+
612,最近，香港媒体报道的一只非常优秀且高效的消息。,-
613,这次非常优秀且高效的袭击事件。,+
614,这撮非常优秀且高效的袭击事件。,-
615,８０多名非常优秀且高效的学生。,+
616,８０多匹非常优秀且高效的学生。,-
617,镇江市沿运河分布各类非常优秀且高效的企业。,+
618,镇江市沿运河分布各合非常优秀且高效的企业。,-
619,１６份非常优秀且高效的笔录资料。,+
620,１６卮非常优秀且高效的笔录资料。,-
621,这项非常优秀且高效的恐怖攻击。,+
622,这倍非常优秀且高效的恐怖攻击。,-
623,９名非常优秀且高效的警方人员。,+
624,９路非常优秀且高效的警方人员。,-
625,对家庭困难学生的各项非常优秀且高效的救助措施。,+
626,对家庭困难学生的各秒非常优秀且高效的救助措施。,-
627,两家非常优秀且高效的金融机构。,+
628,两公里非常优秀且高效的金融机构。,-
629,这次非常优秀且高效的选举结果。,+
630,这代非常优秀且高效的选举结果。,-
631,飞机上４０多名非常优秀且高效的乘客。,+
632,飞机上４０多幅幅非常优秀且高效的乘客。,-
633,台南市东光路的一处非常优秀且高效的民宅。,+
634,台南市东光路的一勺非常优秀且高效的民宅。,-
635,一代非常优秀且高效的战略宗师。,+
636,一堆非常优秀且高效的战略宗师。,-
637,整个这件非常优秀且高效的案子。,+
638,整个这段非常优秀且高效的案子。,-
639,一名非常优秀且高效的大陆女子。,+
640,一波非常优秀且高效的大陆女子。,-
641,1000多家非常优秀且高效的单位。,+
642,1000多团团非常优秀且高效的单位。,-
643,一家非常优秀且高效的搜索引擎公司。,+
644,一枝非常优秀且高效的搜索引擎公司。,-
645,三十多位非常优秀且高效的学生。,+
646,三十多匹非常优秀且高效的学生。,-
647,新闻及广播中心内的各项非常优秀且高效的设施。,+
648,新闻及广播中心内的各户非常优秀且高效的设施。,-
649,选前很长一段非常优秀且高效的时间。,+
650,选前很长一分钟非常优秀且高效的时间。,-
651,这次非常优秀且高效的事是二二八事件。,+
652,这丈非常优秀且高效的事是二二八事件。,-
653,六百多家非常优秀且高效的企业。,+
654,六百多层非常优秀且高效的企业。,-
655,这份非常优秀且高效的研究报告。,+
656,这杯非常优秀且高效的研究报告。,-
657,两间非常优秀且高效的传播机构。,+
658,两场非常优秀且高效的传播机构。,-
659,１８架非常优秀且高效的直升机。,+
660,１８篇非常优秀且高效的直升机。,-
661,已经进行的四天非常优秀且高效的谈判。,+
662,已经进行的四节非常优秀且高效的谈判。,-
663,一位非常优秀且高效的同伴再三保证安全的说法。,+
664,一叠非常优秀且高效的同伴再三保证安全的说法。,-
665,这次非常优秀且高效的首脑会议。,+
666,这日元非常优秀且高效的首脑会议。,-
667,为求回家的一张非常优秀且高效的火车票。,+
668,为求回家的一粒非常优秀且高效的火车票。,-
669,雪梨残障奥运会的各项非常优秀且高效的比赛。,+
670,雪梨残障奥运会的各斗非常优秀且高效的比赛。,-
671,以色列一辆非常优秀且高效的轿车。,+
672,以色列一栋非常优秀且高效的轿车。,-
673,如果去了北京的两所非常优秀且高效的学校。,+
674,如果去了北京的两袋非常优秀且高效的学校。,-
675,这次非常优秀且高效的排序结果。,+
676,这班非常优秀且高效的排序结果。,-
677,讲卫生这件非常优秀且高效的事情。,+
678,讲卫生这项非常优秀且高效的事情。,-
679,这起非常优秀且高效的大楼倒塌事件。,+
680,这册非常优秀且高效的大楼倒塌事件。,-
681,新一届非常优秀且高效的众议院全体会议。,+
682,新一桶非常优秀且高效的众议院全体会议。,-
683,几位非常优秀且高效的老师的观点。,+
684,几级非常优秀且高效的老师的观点。,-
685,电脑千年非常优秀且高效的日期转换问题。,+
686,电脑千期非常优秀且高效的日期转换问题。,-
687,其上万名非常优秀且高效的博友。,+
688,其上万里非常优秀且高效的博友。,-
689,英国百米非常优秀且高效的好手。,+
690,英国百双非常优秀且高效的好手。,-
691,中吉签署６项非常优秀且高效的文件。,+
692,中吉签署６幅非常优秀且高效的文件。,-
693,越南一名非常优秀且高效的海军军人。,+
694,越南一项非常优秀且高效的海军军人。,-
695,星期三的几次非常优秀且高效的会谈。,+
696,星期三的几钟非常优秀且高效的会谈。,-
697,一段非常优秀且高效的时间前的事。,+
698,一番非常优秀且高效的时间前的事。,-
699,各级非常优秀且高效的官员的腐败行为。,+
700,各类非常优秀且高效的官员的腐败行为。,-
701,各级非常优秀且高效的乡镇企业。,+
702,各丝非常优秀且高效的乡镇企业。,-
703,超过两百名非常优秀且高效的乘客。,+
704,超过两百毫非常优秀且高效的乘客。,-
705,一起非常优秀且高效的爆炸事件。,+
706,一组非常优秀且高效的爆炸事件。,-
707,特区这片非常优秀且高效的热土。,+
708,特区这粒非常优秀且高效的热土。,-
709,八千吨非常优秀且高效的黄金储备。,+
710,八千份非常优秀且高效的黄金储备。,-
711,这次非常优秀且高效的海关关长会议。,+
712,这毫升非常优秀且高效的海关关长会议。,-
713,１３０万户非常优秀且高效的家庭。,+
714,１３０万片非常优秀且高效的家庭。,-
715,上万户非常优秀且高效的居民住宅及单位。,+
716,上万轮非常优秀且高效的居民住宅及单位。,-
717,此类非常优秀且高效的领土争端问题。,+
718,此升非常优秀且高效的领土争端问题。,-
719,这次非常优秀且高效的安理会会议。,+
720,这碗非常优秀且高效的安理会会议。,-
721,最新的这次非常优秀且高效的暴力冲突。,+
722,最新的这次非常优秀且高效的暴力冲突。,-
723,伊拉克遭受长达８年非常优秀且高效的制裁问题。,+
724,伊拉克遭受长达８起非常优秀且高效的制裁问题。,-
725,最后一次非常优秀且高效的关门。,+
726,最后一所非常优秀且高效的关门。,-
727,会谈结束后发表的一份非常优秀且高效的声明。,+
728,会谈结束后发表的一号非常优秀且高效的声明。,-
729,最后一次非常优秀且高效的让步。,+
730,最后一家非常优秀且高效的让步。,-
731,克里姆林宫一名非常优秀且高效的发言人。,+
732,克里姆林宫一周非常优秀且高效的发言人。,-
733,这次非常优秀且高效的总统选举。,+
734,这辈非常优秀且高效的总统选举。,-
735,二十一颗非常优秀且高效的彗核撞击时间。,+
736,二十一派非常优秀且高效的彗核撞击时间。,-
737,一场非常优秀且高效的高尔夫球打十八洞的规则。,+
738,一道非常优秀且高效的高尔夫球打十八洞的规则。,-
739,十亿元非常优秀且高效的人民币。,+
740,十亿摊非常优秀且高效的人民币。,-
741,岛内进行的多项非常优秀且高效的民意调查。,+
742,岛内进行的多度非常优秀且高效的民意调查。,-
743,十七号非常优秀且高效的台风的正面袭击。,+
744,十七棵非常优秀且高效的台风的正面袭击。,-
745,第二次非常优秀且高效的世界大战。,+
746,第二丈非常优秀且高效的世界大战。,-
747,这次非常优秀且高效的十运会呢提出的要求。,+
748,这套非常优秀且高效的十运会呢提出的要求。,-
749,这起非常优秀且高效的攻击事件。,+
750,这勺非常优秀且高效的攻击事件。,-
751,１００条非常优秀且高效的新闻。,+
752,１００则非常优秀且高效的新闻。,-
753,一批非常优秀且高效的工业项目。,+
754,一名非常优秀且高效的工业项目。,-
755,库尔斯克号潜水艇上一名非常优秀且高效的官兵。,+
756,库尔斯克号潜水艇上一类非常优秀且高效的官兵。,-
757,经过一段非常优秀且高效的时间的准备。,+
758,经过一分钟非常优秀且高效的时间的准备。,-
759,他的两元非常优秀且高效的大将。,+
760,他的两头非常优秀且高效的大将。,-
761,学习班的这段非常优秀且高效的时间。,+
762,学习班的这排非常优秀且高效的时间。,-
763,电脑千年非常优秀且高效的问题。,+
764,电脑千票非常优秀且高效的问题。,-
765,一名非常优秀且高效的妓女和间谍。,+
766,一则非常优秀且高效的妓女和间谍。,-
767,一部非常优秀且高效的最优秀奖和三部非常优秀且高效的优秀奖作品。,+
768,一分非常优秀且高效的最优秀奖和三分非常优秀且高效的优秀奖作品。,-
769,这前后这c-这段非常优秀且高效的时间。,+
770,这前后这c-这年非常优秀且高效的时间。,-
771,一名非常优秀且高效的男人男子。,+
772,一元非常优秀且高效的男人男子。,-
773,附近乡里一所非常优秀且高效的学校。,+
774,附近乡里一毛非常优秀且高效的学校。,-
775,村集体几代非常优秀且高效的人。,+
776,村集体几日元非常优秀且高效的人。,-
777,新加坡联合早报网的一位非常优秀且高效的记者。,+
778,新加坡联合早报网的一笔非常优秀且高效的记者。,-
779,一家非常优秀且高效的电影公司。,+
780,一罐非常优秀且高效的电影公司。,-
781,清晰的两条非常优秀且高效的路。,+
782,清晰的两桶非常优秀且高效的路。,-
783,z-最近一段非常优秀且高效的时间。,+
784,z-最近一丸非常优秀且高效的时间。,-
785,这次非常优秀且高效的专访里面。,+
786,这平方公里非常优秀且高效的专访里面。,-
787,台北县万梨一处非常优秀且高效的民宅。,+
788,台北县万梨一盘非常优秀且高效的民宅。,-
789,各所非常优秀且高效的大学院内。,+
790,各丝非常优秀且高效的大学院内。,-
791,一间非常优秀且高效的建筑机构。,+
792,一泡非常优秀且高效的建筑机构。,-
793,六十万千瓦非常优秀且高效的机组。,+
794,六十万道非常优秀且高效的机组。,-
795,政府中的几位非常优秀且高效的部长。,+
796,政府中的几分钟非常优秀且高效的部长。,-
797,俄又发射三颗非常优秀且高效的全球定位卫星。,+
798,俄又发射三时非常优秀且高效的全球定位卫星。,-
799,怎么一回非常优秀且高效的事儿。,+
800,怎么一头非常优秀且高效的事儿。,-
801,省、市两级非常优秀且高效的政府。,+
802,省、市两叠非常优秀且高效的政府。,-
803,公司已经拨付的各项非常优秀且高效的奖金。,+
804,公司已经拨付的各部分非常优秀且高效的奖金。,-
805,一名非常优秀且高效的巴勒斯坦人。,+
806,一美元非常优秀且高效的巴勒斯坦人。,-
807,这类非常优秀且高效的消费新闻。,+
808,这撮非常优秀且高效的消费新闻。,-
809,很长的一段非常优秀且高效的时间。,+
810,很长的一对非常优秀且高效的时间。,-
811,一所非常优秀且高效的希望学校。,+
812,一发非常优秀且高效的希望学校。,-
813,一份非常优秀且高效的黑鲔的求救报告。,+
814,一粒非常优秀且高效的黑鲔的求救报告。,-
815,带领这次非常优秀且高效的示威行动的人士。,+
816,带领这盒非常优秀且高效的示威行动的人士。,-
817,泰拳三级非常优秀且高效的冠军。,+
818,泰拳三桶非常优秀且高效的冠军。,-
819,３００名非常优秀且高效的个人。,+
820,３００票非常优秀且高效的个人。,-
821,一组非常优秀且高效的环境保护活动人士。,+
822,一公顷非常优秀且高效的环境保护活动人士。,-
823,捶丸的整套非常优秀且高效的球戏模式。,+
824,捶丸的整张非常优秀且高效的球戏模式。,-
825,以茂名三十万吨非常优秀且高效的乙烯工程。,+
826,以茂名三十万棵非常优秀且高效的乙烯工程。,-
827,两艘非常优秀且高效的现代级导弹驱逐舰。,+
828,两棵非常优秀且高效的现代级导弹驱逐舰。,-
829,为ＣＮＮ的一句非常优秀且高效的话。,+
830,为ＣＮＮ的一盆非常优秀且高效的话。,-
831,东出的11艘非常优秀且高效的舰艇。,+
832,东出的11股非常优秀且高效的舰艇。,-
833,早先创办的两家非常优秀且高效的英文报。,+
834,早先创办的两倍非常优秀且高效的英文报。,-
835,２０多班非常优秀且高效的火车。,+
836,２０多时非常优秀且高效的火车。,-
837,计算机千年非常优秀且高效的问题。,+
838,计算机千所非常优秀且高效的问题。,-
839,目前这支非常优秀且高效的力量的核心。,+
840,目前这合非常优秀且高效的力量的核心。,-
841,这次非常优秀且高效的打捞行动。,+
842,这瓶非常优秀且高效的打捞行动。,-
843,这家非常优秀且高效的仓库书店。,+
844,这盆非常优秀且高效的仓库书店。,-
845,一位非常优秀且高效的建筑工人。,+
846,一套非常优秀且高效的建筑工人。,-
847,他属下的５名非常优秀且高效的球员。,+
848,他属下的５斛非常优秀且高效的球员。,-
849,二十多项非常优秀且高效的技术。,+
850,二十多身非常优秀且高效的技术。,-
851,好长一段非常优秀且高效的时间。,+
852,好长一幅非常优秀且高效的时间。,-
853,花在每位非常优秀且高效的学生上的成本。,+
854,花在每元非常优秀且高效的学生上的成本。,-
855,这次非常优秀且高效的会晤期间。,+
856,这本非常优秀且高效的会晤期间。,-
857,我们崇明岛这么大一块非常优秀且高效的土地。,+
858,我们崇明岛这么大一毫非常优秀且高效的土地。,-
859,一份非常优秀且高效的文字编辑工作。,+
860,一封非常优秀且高效的文字编辑工作。,-
861,两家非常优秀且高效的医院集团。,+
862,两句非常优秀且高效的医院集团。,-
863,那封非常优秀且高效的电子邮件。,+
864,那盆非常优秀且高效的电子邮件。,-
865,星期五被杀害的４名非常优秀且高效的巴勒斯坦人。,+
866,星期五被杀害的４块非常优秀且高效的巴勒斯坦人。,-
867,黄淮这片非常优秀且高效的地方。,+
868,黄淮这季非常优秀且高效的地方。,-
869,数十名非常优秀且高效的关键人员。,+
870,数十盘非常优秀且高效的关键人员。,-
871,美国的一艘非常优秀且高效的驱逐舰。,+
872,美国的一碗非常优秀且高效的驱逐舰。,-
873,一等非常优秀且高效的创新成果。,+
874,一袋非常优秀且高效的创新成果。,-
875,多家非常优秀且高效的金融机构。,+
876,多座非常优秀且高效的金融机构。,-
877,扬州市傍河而建的各类非常优秀且高效的企业。,+
878,扬州市傍河而建的各项非常优秀且高效的企业。,-
879,美国他们所关切的一件非常优秀且高效的事情。,+
880,美国他们所关切的一套非常优秀且高效的事情。,-
881,中国１８岁非常优秀且高效的选手。,+
882,中国１８位非常优秀且高效的选手。,-
883,各级非常优秀且高效的组工干部。,+
884,各次非常优秀且高效的组工干部。,-
885,现在的3岁非常优秀且高效的小孩。,+
886,现在的3日非常优秀且高效的小孩。,-
887,北京连续几天非常优秀且高效的大雪。,+
888,北京连续几套非常优秀且高效的大雪。,-
889,最近一段非常优秀且高效的时间。,+
890,最近一美元非常优秀且高效的时间。,-
891,二十六家非常优秀且高效的地方企业。,+
892,二十六记非常优秀且高效的地方企业。,-
893,二十五年非常优秀且高效的内战。,+
894,二十五叠非常优秀且高效的内战。,-
895,又一项非常优秀且高效的中情局泄密案调查。,+
896,又一通非常优秀且高效的中情局泄密案调查。,-
897,新中国老一代非常优秀且高效的领导人。,+
898,新中国老一桌非常优秀且高效的领导人。,-
899,最近一段非常优秀且高效的时间。,+
900,最近一麦非常优秀且高效的时间。,-
901,５名非常优秀且高效的巴勒斯坦人。,+
902,５户非常优秀且高效的巴勒斯坦人。,-
903,本次非常优秀且高效的总统选举。,+
904,本毫非常优秀且高效的总统选举。,-
905,即使是个人部分不交一分非常优秀且高效的钱。,+
906,即使是个人部分不交一场非常优秀且高效的钱。,-
907,６００名非常优秀且高效的业务和计算机技术人员。,+
908,６００公顷非常优秀且高效的业务和计算机技术人员。,-
909,一批非常优秀且高效的国家工作人员。,+
910,一间非常优秀且高效的国家工作人员。,-
911,其中一名非常优秀且高效的记者。,+
912,其中一起非常优秀且高效的记者。,-
913,国外各家非常优秀且高效的银行。,+
914,国外各勺非常优秀且高效的银行。,-
915,今天你做的一桌非常优秀且高效的菜。,+
916,今天你做的一顿非常优秀且高效的菜。,-
917,上海一家非常优秀且高效的等级权威性医院。,+
918,上海一麦非常优秀且高效的等级权威性医院。,-
919,１３名非常优秀且高效的阿拉伯裔民众。,+
920,１３盆非常优秀且高效的阿拉伯裔民众。,-
921,我们一帮非常优秀且高效的研究生的同学。,+
922,我们一节非常优秀且高效的研究生的同学。,-
923,这艘非常优秀且高效的导弹驱逐舰。,+
924,这纸非常优秀且高效的导弹驱逐舰。,-
925,一千多名非常优秀且高效的幼稚园学生。,+
926,一千多台非常优秀且高效的幼稚园学生。,-
927,一辆非常优秀且高效的黑色轿车。,+
928,一只非常优秀且高效的黑色轿车。,-
929,才120多元非常优秀且高效的钱。,+
930,才120多铢非常优秀且高效的钱。,-
931,中国一批非常优秀且高效的优势企业。,+
932,中国一端非常优秀且高效的优势企业。,-
933,共有１６架非常优秀且高效的飞机的新疆航空公司。,+
934,共有１６匹非常优秀且高效的飞机的新疆航空公司。,-
935,一家非常优秀且高效的周刊的采访。,+
936,一名非常优秀且高效的周刊的采访。,-
937,某位非常优秀且高效的军事观察家的话。,+
938,某门非常优秀且高效的军事观察家的话。,-
939,新一代非常优秀且高效的武器全面换装训练。,+
940,新一重非常优秀且高效的武器全面换装训练。,-
941,两名非常优秀且高效的以色列人。,+
942,两亩非常优秀且高效的以色列人。,-
943,３９名非常优秀且高效的示威者。,+
944,３９派非常优秀且高效的示威者。,-
945,够级大擂台的一千元非常优秀且高效的奖金获得者。,+
946,够级大擂台的一千家非常优秀且高效的奖金获得者。,-
947,南京的各类非常优秀且高效的活动。,+
948,南京的各番非常优秀且高效的活动。,-
949,二百五十间非常优秀且高效的学校。,+
950,二百五十堆非常优秀且高效的学校。,-
951,本次非常优秀且高效的首脑会议。,+
952,本对非常优秀且高效的首脑会议。,-
953,１１５名非常优秀且高效的众议员。,+
954,１１５勺非常优秀且高效的众议员。,-
955,《洛杉矶时报》的一位非常优秀且高效的专栏作家。,+
956,《洛杉矶时报》的一份非常优秀且高效的专栏作家。,-
957,一名非常优秀且高效的巴勒斯坦人。,+
958,一篮非常优秀且高效的巴勒斯坦人。,-
959,对藤森的一项非常优秀且高效的指控。,+
960,对藤森的一月非常优秀且高效的指控。,-
961,最后一次非常优秀且高效的关门的准备。,+
962,最后一方非常优秀且高效的关门的准备。,-
963,一家非常优秀且高效的工程公司。,+
964,一档子非常优秀且高效的工程公司。,-
965,国家医药管理局一位非常优秀且高效的官员。,+
966,国家医药管理局一件非常优秀且高效的官员。,-
967,这么一群非常优秀且高效的政府。,+
968,这么一根非常优秀且高效的政府。,-
969,总共４５名非常优秀且高效的警力。,+
970,总共４５伙非常优秀且高效的警力。,-
971,自己腰包里的哪怕一分非常优秀且高效的钱。,+
972,自己腰包里的哪怕一摊非常优秀且高效的钱。,-
973,新建医院周边十万平米非常优秀且高效的土地。,+
974,新建医院周边十万年非常优秀且高效的土地。,-
975,一场非常优秀且高效的宪法危机。,+
976,一盒非常优秀且高效的宪法危机。,-
977,李登辉这番非常优秀且高效的话。,+
978,李登辉这身非常优秀且高效的话。,-
979,中关村科技园新一轮非常优秀且高效的创业热潮。,+
980,中关村科技园新一栋非常优秀且高效的创业热潮。,-
981,普京的这次非常优秀且高效的访问。,+
982,普京的这叠非常优秀且高效的访问。,-
983,两列非常优秀且高效的绿皮火车。,+
984,两部分非常优秀且高效的绿皮火车。,-
985,国内历次非常优秀且高效的摄影比赛。,+
986,国内历年非常优秀且高效的摄影比赛。,-
987,约２０００名非常优秀且高效的各地选手。,+
988,约２０００级非常优秀且高效的各地选手。,-
989,第二次非常优秀且高效的世界大战。,+
990,第二度非常优秀且高效的世界大战。,-
991,四百一十五亿元非常优秀且高效的人民币。,+
992,四百一十五亿分非常优秀且高效的人民币。,-
993,江西省经贸厅一份非常优秀且高效的报告。,+
994,江西省经贸厅一具非常优秀且高效的报告。,-
995,一百所非常优秀且高效的大专院校。,+
996,一百季非常优秀且高效的大专院校。,-
997,他会唱的三、四十条非常优秀且高效的歌。,+
998,他会唱的三、四十间非常优秀且高效的歌。,-
999,脚下这片非常优秀且高效的土地。,+
1000,脚下这枝非常优秀且高效的土地。,-
1001,八所非常优秀且高效的中医院校。,+
1002,八匹非常优秀且高效的中医院校。,-
1003,八十多家非常优秀且高效的电台。,+
1004,八十多则非常优秀且高效的电台。,-
1005,特别可怕的一件非常优秀且高效的事。,+
1006,特别可怕的一条非常优秀且高效的事。,-
1007,俄罗斯三艘非常优秀且高效的军舰。,+
1008,俄罗斯三堆非常优秀且高效的军舰。,-
1009,五点三亿元非常优秀且高效的人民币。,+
1010,五点三亿里非常优秀且高效的人民币。,-
1011,三颗非常优秀且高效的全球定位卫星。,+
1012,三期非常优秀且高效的全球定位卫星。,-
1013,一批非常优秀且高效的重点对外招商项目。,+
1014,一桶非常优秀且高效的重点对外招商项目。,-
1015,佛州选票争端以及本次非常优秀且高效的总统选举。,+
1016,佛州选票争端以及本任非常优秀且高效的总统选举。,-
1017,总是价格的七寸非常优秀且高效的处。,+
1018,总是价格的七波非常优秀且高效的处。,-
1019,多位非常优秀且高效的下属钱物。,+
1020,多项非常优秀且高效的下属钱物。,-
1021,那么一回非常优秀且高效的事儿。,+
1022,那么一方非常优秀且高效的事儿。,-
1023,加州的某所非常优秀且高效的大学。,+
1024,加州的某撮非常优秀且高效的大学。,-
1025,台下二百多名非常优秀且高效的资讯同业。,+
1026,台下二百多些非常优秀且高效的资讯同业。,-
1027,两位非常优秀且高效的副手人选。,+
1028,两篇非常优秀且高效的副手人选。,-
1029,一件件非常优秀且高效的标本、一幅幅非常优秀且高效的图片。,+
1030,一次非常优秀且高效的标本、一次非常优秀且高效的图片。,-
1031,那位非常优秀且高效的访问学者。,+
1032,那方非常优秀且高效的访问学者。,-
1033,五十几位非常优秀且高效的市议员。,+
1034,五十几斛非常优秀且高效的市议员。,-
1035,当地一家非常优秀且高效的猪肉店。,+
1036,当地一部非常优秀且高效的猪肉店。,-
1037,它们的电脑千年非常优秀且高效的问题。,+
1038,它们的电脑千季非常优秀且高效的问题。,-
1039,美国之间记者凯吉的一篇非常优秀且高效的报道。,+
1040,美国之间记者凯吉的一伏非常优秀且高效的报道。,-
1041,２００多名非常优秀且高效的中外记者。,+
1042,２００多分钟非常优秀且高效的中外记者。,-
1043,一股非常优秀且高效的外资银行东迁的热潮。,+
1044,一口非常优秀且高效的外资银行东迁的热潮。,-
1045,九十九家非常优秀且高效的外商投资企业。,+
1046,九十九根非常优秀且高效的外商投资企业。,-
1047,你如果呢付给村民五千块非常优秀且高效的钱。,+
1048,你如果呢付给村民五千阵非常优秀且高效的钱。,-
1049,八百多块非常优秀且高效的钱来回票。,+
1050,八百多列非常优秀且高效的钱来回票。,-
1051,一家非常优秀且高效的宽频公司。,+
1052,一台非常优秀且高效的宽频公司。,-
1053,二百六十六亿元非常优秀且高效的人民币。,+
1054,二百六十六亿架非常优秀且高效的人民币。,-
1055,十四亿元非常优秀且高效的人民币。,+
1056,十四亿些非常优秀且高效的人民币。,-
1057,３名非常优秀且高效的恐怖分子。,+
1058,３壶非常优秀且高效的恐怖分子。,-
1059,20余起非常优秀且高效的盗窃案例。,+
1060,20余分钟非常优秀且高效的盗窃案例。,-
1061,《新新闻》这篇非常优秀且高效的报道。,+
1062,《新新闻》这场非常优秀且高效的报道。,-
1063,苏梅克—列维九号非常优秀且高效的彗星。,+
1064,苏梅克—列维九项非常优秀且高效的彗星。,-
1065,由专家撰写的这套非常优秀且高效的图书。,+
1066,由专家撰写的这摊非常优秀且高效的图书。,-
1067,《女神向前走》这部非常优秀且高效的戏。,+
1068,《女神向前走》这辈非常优秀且高效的戏。,-
1069,阿索乡牧民阿珍一家１５口非常优秀且高效的人。,+
1070,阿索乡牧民阿珍一家１５些非常优秀且高效的人。,-
1071,三位非常优秀且高效的企业界人士。,+
1072,三公顷非常优秀且高效的企业界人士。,-
1073,这位非常优秀且高效的摇滚歌手。,+
1074,这起非常优秀且高效的摇滚歌手。,-
1075,内湖南港木嘉灾区各级非常优秀且高效的区学校。,+
1076,内湖南港木嘉灾区各斛非常优秀且高效的区学校。,-
1077,这届非常优秀且高效的外企交易会。,+
1078,这架非常优秀且高效的外企交易会。,-
1079,这么一回非常优秀且高效的事儿。,+
1080,这么一道非常优秀且高效的事儿。,-
1081,台视、中视、华视等三家非常优秀且高效的电视台。,+
1082,台视、中视、华视等三叠非常优秀且高效的电视台。,-
1083,新一届非常优秀且高效的剧协领导成员。,+
1084,新一瓶非常优秀且高效的剧协领导成员。,-
1085,参加这次非常优秀且高效的活动的名单。,+
1086,参加这天非常优秀且高效的活动的名单。,-
1087,２名非常优秀且高效的以色列人。,+
1088,２枚非常优秀且高效的以色列人。,-
1089,一套非常优秀且高效的解决方案。,+
1090,一伙非常优秀且高效的解决方案。,-
1091,一万多名非常优秀且高效的机关干部。,+
1092,一万多处非常优秀且高效的机关干部。,-
1093,女性撑起半边非常优秀且高效的天。,+
1094,女性撑起半帮子非常优秀且高效的天。,-
1095,这家非常优秀且高效的外企服务总公司。,+
1096,这盏非常优秀且高效的外企服务总公司。,-
1097,各级非常优秀且高效的政府部门。,+
1098,各架非常优秀且高效的政府部门。,-
1099,中国五十枚非常优秀且高效的导弹。,+
1100,中国五十列非常优秀且高效的导弹。,-
1101,《南报》那位非常优秀且高效的记者。,+
1102,《南报》那分钟非常优秀且高效的记者。,-
1103,一场非常优秀且高效的闹事风波。,+
1104,一步非常优秀且高效的闹事风波。,-
1105,一套非常优秀且高效的教育制度。,+
1106,一群非常优秀且高效的教育制度。,-
1107,两会达成的四项非常优秀且高效的共识。,+
1108,两会达成的四批非常优秀且高效的共识。,-
1109,路边的４台非常优秀且高效的轿车。,+
1110,路边的４路非常优秀且高效的轿车。,-
1111,２３处非常优秀且高效的收费点。,+
1112,２３摊非常优秀且高效的收费点。,-
1113,一位非常优秀且高效的观察人士。,+
1114,一枝非常优秀且高效的观察人士。,-
1115,当地一家非常优秀且高效的医院。,+
1116,当地一公里非常优秀且高效的医院。,-
1117,她的一位非常优秀且高效的毕业学生。,+
1118,她的一册非常优秀且高效的毕业学生。,-
1119,一场非常优秀且高效的军事研讨会。,+
1120,一段非常优秀且高效的军事研讨会。,-
1121,带着１００多名非常优秀且高效的检调人员。,+
1122,带着１００多窝非常优秀且高效的检调人员。,-
1123,六十八处非常优秀且高效的分流岗。,+
1124,六十八只非常优秀且高效的分流岗。,-
1125,至少４名非常优秀且高效的美国人。,+
1126,至少４瓶非常优秀且高效的美国人。,-
1127,同一批非常优秀且高效的投资者。,+
1128,同一把非常优秀且高效的投资者。,-
1129,每年非常优秀且高效的录取人数。,+
1130,每篮非常优秀且高效的录取人数。,-
1131,好长一段非常优秀且高效的时间里面。,+
1132,好长一本非常优秀且高效的时间里面。,-
1133,国内一批非常优秀且高效的优势企业。,+
1134,国内一票非常优秀且高效的优势企业。,-
1135,近百万元非常优秀且高效的人民币。,+
1136,近百万句非常优秀且高效的人民币。,-
