,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_2,928.0,93.0,1009.0,597.0,1248.0,837.0,1136.0,924.0,1056.0,718.0,519.0,1388.0,653.0,1059.0,712.0,615.0,1028.0,735.0,232.0,1090.0,1254.0,1228.0,661.0,1118.0,105.0,533.0,736.0,772.0,929.0,1300.0,1046.0,264.0,1336.0,278.0,997.0,377.0,1098.0,1043.0,795.0,422.0,4300.0,252.0,1296.0,971.0,2020.0,455.0,345.0,151.0,1130.0,386.0,943.0,108.0,1108.0,1133.0,503.0,1157.0,703.0,1205.0,489.0,1232.0,794.0,833.0,842.0,350.0,318.0,568.0,1425.0
adjunct_island,292.0,456.0,283.0,529.0,454.0,305.0,308.0,432.0,379.0,636.0,391.0,415.0,641.0,417.0,319.0,428.0,444.0,585.0,591.0,448.0,288.0,424.0,277.0,302.0,365.0,609.0,467.0,396.0,454.0,471.0,329.0,450.0,425.0,173.0,317.0,306.0,444.0,463.0,330.0,691.0,252.0,4300.0,452.0,510.0,228.0,389.0,678.0,853.0,310.0,397.0,446.0,371.0,386.0,333.0,387.0,454.0,484.0,388.0,674.0,309.0,386.0,466.0,336.0,380.0,410.0,209.0,329.0
determiner_noun_agreement_with_adj_2,1566.0,105.0,1123.0,957.0,1926.0,1538.0,1725.0,1482.0,1593.0,1542.0,743.0,3335.0,827.0,1268.0,892.0,1096.0,1436.0,1291.0,405.0,2894.0,1859.0,1667.0,659.0,1628.0,112.0,1177.0,1193.0,1027.0,1649.0,3799.0,1470.0,452.0,3288.0,377.0,1245.0,332.0,3230.0,1799.0,790.0,740.0,1296.0,452.0,4300.0,1709.0,866.0,619.0,421.0,270.0,1402.0,673.0,2545.0,170.0,1657.0,1342.0,763.0,3258.0,1288.0,1464.0,700.0,1357.0,1135.0,1307.0,1039.0,508.0,476.0,657.0,1762.0
intransitive,1460.0,150.0,942.0,817.0,1425.0,1457.0,1249.0,1193.0,1174.0,1252.0,629.0,1641.0,719.0,969.0,694.0,1165.0,925.0,1043.0,351.0,1627.0,1440.0,1173.0,695.0,1264.0,156.0,947.0,900.0,909.0,2466.0,1697.0,1095.0,410.0,1632.0,313.0,1085.0,298.0,1662.0,1427.0,847.0,740.0,971.0,510.0,1709.0,4300.0,674.0,645.0,343.0,323.0,1151.0,701.0,1489.0,165.0,1433.0,1015.0,710.0,1631.0,1207.0,1221.0,525.0,1081.0,877.0,2514.0,1045.0,363.0,405.0,621.0,1487.0
principle_A_domain_3,644.0,93.0,764.0,432.0,949.0,607.0,804.0,612.0,748.0,532.0,399.0,941.0,493.0,848.0,560.0,480.0,871.0,528.0,214.0,744.0,821.0,915.0,458.0,858.0,89.0,450.0,481.0,552.0,647.0,849.0,684.0,212.0,896.0,246.0,797.0,265.0,774.0,891.0,530.0,269.0,2020.0,228.0,866.0,674.0,4300.0,551.0,273.0,121.0,716.0,253.0,671.0,96.0,868.0,842.0,362.0,795.0,538.0,1025.0,442.0,766.0,632.0,593.0,582.0,369.0,235.0,433.0,996.0
animate_subject_trans,567.0,354.0,554.0,881.0,994.0,543.0,477.0,492.0,520.0,571.0,417.0,667.0,687.0,872.0,293.0,874.0,780.0,564.0,331.0,692.0,436.0,621.0,385.0,604.0,302.0,486.0,550.0,520.0,778.0,636.0,369.0,367.0,665.0,210.0,506.0,320.0,692.0,1048.0,461.0,516.0,455.0,389.0,619.0,645.0,551.0,4300.0,276.0,237.0,510.0,400.0,733.0,273.0,704.0,518.0,295.0,666.0,446.0,821.0,322.0,241.0,581.0,473.0,572.0,395.0,440.0,329.0,593.0
matrix_question_npi_licensor_present,267.0,463.0,269.0,397.0,386.0,254.0,321.0,393.0,319.0,369.0,379.0,401.0,567.0,360.0,291.0,299.0,275.0,522.0,691.0,355.0,311.0,345.0,244.0,283.0,452.0,331.0,523.0,369.0,291.0,403.0,378.0,376.0,385.0,547.0,381.0,357.0,399.0,332.0,257.0,482.0,345.0,678.0,421.0,343.0,273.0,276.0,4300.0,599.0,344.0,357.0,340.0,443.0,355.0,324.0,394.0,406.0,296.0,354.0,481.0,414.0,268.0,358.0,365.0,495.0,373.0,208.0,327.0
complex_NP_island,153.0,325.0,187.0,396.0,236.0,157.0,172.0,216.0,261.0,453.0,338.0,230.0,469.0,224.0,299.0,250.0,232.0,404.0,725.0,288.0,223.0,242.0,213.0,154.0,573.0,483.0,419.0,288.0,235.0,271.0,202.0,277.0,245.0,476.0,170.0,267.0,281.0,182.0,258.0,482.0,151.0,853.0,270.0,323.0,121.0,237.0,599.0,4300.0,126.0,311.0,292.0,469.0,208.0,206.0,296.0,280.0,381.0,229.0,421.0,252.0,259.0,288.0,240.0,366.0,315.0,290.0,132.0
existential_there_quantifiers_1,1283.0,125.0,974.0,656.0,1409.0,1164.0,1366.0,1124.0,1305.0,668.0,602.0,1407.0,620.0,1044.0,584.0,796.0,1190.0,742.0,241.0,1151.0,1183.0,1039.0,564.0,1283.0,87.0,484.0,804.0,853.0,1131.0,1388.0,1452.0,334.0,1354.0,238.0,1159.0,431.0,1294.0,1330.0,652.0,449.0,1130.0,310.0,1402.0,1151.0,716.0,510.0,344.0,126.0,4300.0,691.0,1083.0,101.0,1197.0,1138.0,503.0,1279.0,801.0,1185.0,481.0,956.0,729.0,1049.0,1151.0,373.0,314.0,479.0,1381.0
irregular_past_participle_adjectives,1057.0,376.0,392.0,381.0,514.0,1120.0,970.0,420.0,751.0,422.0,369.0,679.0,490.0,527.0,341.0,610.0,629.0,436.0,313.0,749.0,555.0,477.0,325.0,854.0,310.0,317.0,408.0,422.0,662.0,687.0,632.0,269.0,721.0,377.0,500.0,246.0,709.0,840.0,334.0,344.0,386.0,397.0,673.0,701.0,253.0,400.0,357.0,311.0,691.0,4300.0,803.0,366.0,529.0,440.0,496.0,682.0,424.0,426.0,298.0,508.0,556.0,719.0,560.0,341.0,280.0,255.0,641.0
determiner_noun_agreement_irregular_2,1466.0,197.0,831.0,836.0,1500.0,1448.0,1584.0,1034.0,1310.0,1304.0,696.0,2722.0,780.0,1062.0,647.0,1210.0,1231.0,958.0,403.0,3171.0,1289.0,1270.0,583.0,1359.0,178.0,995.0,864.0,865.0,1456.0,2594.0,1074.0,430.0,2826.0,432.0,950.0,275.0,3065.0,1611.0,685.0,691.0,943.0,446.0,2545.0,1489.0,671.0,733.0,340.0,292.0,1083.0,803.0,4300.0,282.0,1350.0,978.0,627.0,3002.0,1091.0,1108.0,562.0,920.0,987.0,1197.0,871.0,483.0,434.0,490.0,1366.0
principle_A_reconstruction,86.0,577.0,87.0,362.0,83.0,116.0,97.0,117.0,284.0,307.0,373.0,143.0,508.0,193.0,229.0,401.0,135.0,426.0,583.0,227.0,68.0,112.0,184.0,67.0,1578.0,307.0,874.0,320.0,168.0,174.0,121.0,357.0,162.0,769.0,117.0,376.0,211.0,123.0,191.0,345.0,108.0,371.0,170.0,165.0,96.0,273.0,443.0,469.0,101.0,366.0,282.0,4300.0,138.0,96.0,355.0,197.0,239.0,101.0,206.0,229.0,325.0,165.0,195.0,611.0,362.0,133.0,67.0
causative,1216.0,155.0,936.0,832.0,1891.0,1201.0,1397.0,1144.0,1177.0,904.0,702.0,1609.0,732.0,1221.0,702.0,990.0,1239.0,974.0,336.0,1470.0,1302.0,1298.0,592.0,1277.0,139.0,671.0,888.0,1002.0,1249.0,1621.0,1177.0,409.0,1604.0,386.0,1135.0,324.0,1577.0,1599.0,741.0,640.0,1108.0,386.0,1657.0,1433.0,868.0,704.0,355.0,208.0,1197.0,529.0,1350.0,138.0,4300.0,1030.0,599.0,1572.0,843.0,1282.0,581.0,1039.0,943.0,1361.0,984.0,462.0,430.0,565.0,1419.0
existential_there_object_raising,925.0,147.0,2473.0,770.0,1605.0,909.0,1106.0,1654.0,1188.0,965.0,690.0,1329.0,714.0,1015.0,1146.0,675.0,1301.0,992.0,251.0,1151.0,1442.0,1503.0,1101.0,1069.0,78.0,814.0,1266.0,969.0,1090.0,1341.0,1586.0,416.0,1297.0,305.0,934.0,199.0,1169.0,1218.0,1288.0,646.0,1133.0,333.0,1342.0,1015.0,842.0,518.0,324.0,206.0,1138.0,440.0,978.0,96.0,1030.0,4300.0,549.0,1181.0,815.0,1214.0,576.0,1007.0,1160.0,863.0,996.0,370.0,384.0,1142.0,1165.0
superlative_quantifiers_1,602.0,308.0,437.0,434.0,613.0,652.0,742.0,584.0,627.0,541.0,447.0,764.0,489.0,468.0,620.0,544.0,602.0,719.0,362.0,705.0,761.0,625.0,414.0,687.0,384.0,443.0,575.0,509.0,625.0,750.0,715.0,375.0,737.0,358.0,781.0,323.0,717.0,681.0,467.0,403.0,503.0,387.0,763.0,710.0,362.0,295.0,394.0,296.0,503.0,496.0,627.0,355.0,599.0,549.0,4300.0,726.0,525.0,543.0,370.0,820.0,628.0,630.0,564.0,387.0,393.0,346.0,725.0
determiner_noun_agreement_2,1509.0,135.0,976.0,886.0,1782.0,1504.0,1701.0,1279.0,1485.0,1494.0,748.0,2958.0,795.0,1188.0,802.0,1136.0,1360.0,1172.0,407.0,3149.0,1613.0,1508.0,636.0,1477.0,140.0,1127.0,1034.0,992.0,1573.0,3253.0,1326.0,466.0,2981.0,410.0,1170.0,296.0,3778.0,1755.0,733.0,729.0,1157.0,454.0,3258.0,1631.0,795.0,666.0,406.0,280.0,1279.0,682.0,3002.0,197.0,1572.0,1181.0,726.0,4300.0,1280.0,1300.0,690.0,1198.0,1046.0,1273.0,992.0,531.0,454.0,596.0,1593.0
tough_vs_raising_1,798.0,191.0,841.0,741.0,1161.0,772.0,860.0,1043.0,1042.0,1252.0,519.0,1231.0,569.0,719.0,619.0,632.0,887.0,891.0,383.0,1176.0,1033.0,953.0,562.0,832.0,218.0,1041.0,843.0,739.0,1131.0,1292.0,829.0,449.0,1209.0,306.0,775.0,295.0,1278.0,874.0,605.0,737.0,703.0,484.0,1288.0,1207.0,538.0,446.0,296.0,381.0,801.0,424.0,1091.0,239.0,843.0,815.0,525.0,1280.0,4300.0,878.0,530.0,785.0,241.0,978.0,818.0,382.0,377.0,582.0,1081.0
anaphor_gender_agreement,1251.0,114.0,1097.0,985.0,1663.0,1129.0,1341.0,1149.0,1598.0,793.0,540.0,1583.0,818.0,1123.0,799.0,904.0,1173.0,816.0,344.0,1305.0,1307.0,1679.0,538.0,1437.0,95.0,617.0,972.0,852.0,1300.0,1484.0,1078.0,256.0,1496.0,242.0,1177.0,290.0,1333.0,1607.0,710.0,504.0,1205.0,388.0,1464.0,1221.0,1025.0,821.0,354.0,229.0,1185.0,426.0,1108.0,101.0,1282.0,1214.0,543.0,1300.0,878.0,4300.0,522.0,1130.0,870.0,941.0,1136.0,356.0,384.0,755.0,2478.0
coordinate_structure_constraint_complex_left_branch,466.0,219.0,482.0,507.0,744.0,464.0,543.0,605.0,567.0,727.0,342.0,650.0,359.0,470.0,546.0,371.0,560.0,657.0,480.0,617.0,596.0,582.0,295.0,502.0,180.0,658.0,546.0,403.0,478.0,684.0,526.0,308.0,665.0,607.0,481.0,213.0,659.0,582.0,324.0,545.0,489.0,674.0,700.0,525.0,442.0,322.0,481.0,421.0,481.0,298.0,562.0,206.0,581.0,576.0,370.0,690.0,530.0,522.0,4300.0,505.0,444.0,490.0,397.0,1658.0,287.0,355.0,551.0
principle_A_c_command,1185.0,164.0,891.0,585.0,1210.0,1169.0,1307.0,1052.0,1150.0,753.0,607.0,1341.0,645.0,850.0,815.0,689.0,937.0,956.0,320.0,1085.0,1808.0,1121.0,649.0,1253.0,231.0,544.0,891.0,841.0,1013.0,1383.0,1217.0,357.0,1315.0,379.0,1029.0,399.0,1181.0,971.0,744.0,509.0,1232.0,309.0,1357.0,1081.0,766.0,241.0,414.0,252.0,956.0,508.0,920.0,229.0,1039.0,1007.0,820.0,1198.0,785.0,1130.0,505.0,4300.0,824.0,892.0,895.0,390.0,332.0,723.0,1678.0
tough_vs_raising_2,845.0,313.0,988.0,656.0,1060.0,861.0,1006.0,874.0,967.0,737.0,605.0,1127.0,807.0,901.0,780.0,805.0,950.0,773.0,386.0,1098.0,1112.0,1178.0,747.0,1031.0,258.0,636.0,836.0,724.0,929.0,1111.0,1310.0,333.0,1132.0,405.0,684.0,238.0,1060.0,1069.0,897.0,422.0,794.0,386.0,1135.0,877.0,632.0,581.0,268.0,259.0,729.0,556.0,987.0,325.0,943.0,1160.0,628.0,1046.0,241.0,870.0,444.0,824.0,4300.0,710.0,845.0,455.0,348.0,696.0,873.0
inchoative,1243.0,177.0,756.0,589.0,1155.0,1256.0,1143.0,952.0,973.0,893.0,523.0,1260.0,626.0,910.0,548.0,1020.0,801.0,836.0,367.0,1239.0,1092.0,963.0,596.0,1058.0,192.0,701.0,718.0,736.0,1630.0,1309.0,1000.0,360.0,1246.0,366.0,888.0,289.0,1286.0,1225.0,730.0,665.0,833.0,466.0,1307.0,2514.0,593.0,473.0,358.0,288.0,1049.0,719.0,1197.0,165.0,1361.0,863.0,630.0,1273.0,978.0,941.0,490.0,892.0,710.0,4300.0,919.0,381.0,365.0,535.0,1252.0
sentential_negation_npi_licensor_present,930.0,256.0,985.0,766.0,1223.0,886.0,1061.0,992.0,1133.0,603.0,370.0,1035.0,706.0,960.0,697.0,792.0,982.0,691.0,332.0,960.0,1152.0,1070.0,698.0,1058.0,209.0,463.0,858.0,545.0,1029.0,1058.0,1003.0,382.0,1018.0,333.0,1007.0,274.0,1033.0,1166.0,899.0,539.0,842.0,336.0,1039.0,1045.0,582.0,572.0,365.0,240.0,1151.0,560.0,871.0,195.0,984.0,996.0,564.0,992.0,818.0,1136.0,397.0,895.0,845.0,919.0,4300.0,289.0,199.0,1431.0,1245.0
left_branch_island_simple_question,381.0,451.0,301.0,477.0,513.0,382.0,424.0,360.0,502.0,480.0,371.0,469.0,484.0,422.0,348.0,381.0,479.0,563.0,658.0,490.0,375.0,352.0,265.0,403.0,508.0,430.0,705.0,380.0,312.0,494.0,426.0,339.0,476.0,1192.0,374.0,269.0,528.0,458.0,269.0,381.0,350.0,380.0,508.0,363.0,369.0,395.0,495.0,366.0,373.0,341.0,483.0,611.0,462.0,370.0,387.0,531.0,382.0,356.0,1658.0,390.0,455.0,381.0,289.0,4300.0,345.0,211.0,360.0
superlative_quantifiers_2,334.0,378.0,346.0,486.0,524.0,334.0,296.0,579.0,352.0,378.0,673.0,454.0,515.0,460.0,238.0,563.0,345.0,469.0,372.0,433.0,382.0,421.0,437.0,316.0,328.0,337.0,572.0,696.0,391.0,466.0,308.0,560.0,455.0,300.0,288.0,328.0,440.0,432.0,512.0,462.0,318.0,410.0,476.0,405.0,235.0,440.0,373.0,315.0,314.0,280.0,434.0,362.0,430.0,384.0,393.0,454.0,377.0,384.0,287.0,332.0,348.0,365.0,199.0,345.0,4300.0,205.0,367.0
sentential_negation_npi_scope,450.0,160.0,1131.0,613.0,866.0,480.0,584.0,926.0,659.0,598.0,391.0,632.0,437.0,554.0,958.0,428.0,597.0,585.0,254.0,623.0,1100.0,965.0,897.0,659.0,77.0,544.0,822.0,551.0,648.0,683.0,830.0,357.0,613.0,225.0,512.0,163.0,620.0,621.0,1016.0,511.0,568.0,209.0,657.0,621.0,433.0,329.0,208.0,290.0,479.0,255.0,490.0,133.0,565.0,1142.0,346.0,596.0,582.0,755.0,355.0,723.0,696.0,535.0,1431.0,211.0,205.0,4300.0,683.0
anaphor_number_agreement,1721.0,75.0,1053.0,722.0,1683.0,1590.0,1872.0,1137.0,1709.0,860.0,539.0,1919.0,701.0,1210.0,735.0,1055.0,1233.0,832.0,312.0,1523.0,1672.0,1651.0,570.0,1804.0,56.0,608.0,880.0,891.0,1493.0,1812.0,1313.0,265.0,1859.0,277.0,1340.0,242.0,1623.0,1790.0,680.0,427.0,1425.0,329.0,1762.0,1487.0,996.0,593.0,327.0,132.0,1381.0,641.0,1366.0,67.0,1419.0,1165.0,725.0,1593.0,1081.0,2478.0,551.0,1678.0,873.0,1252.0,1245.0,360.0,367.0,683.0,4300.0
