,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_2,1472.0,245.0,1264.0,434.0,1357.0,1360.0,1579.0,1238.0,1004.0,917.0,409.0,1628.0,699.0,1904.0,565.0,1006.0,1236.0,653.0,417.0,1457.0,1397.0,1566.0,998.0,1617.0,214.0,703.0,800.0,780.0,1255.0,1640.0,1226.0,620.0,1626.0,517.0,1175.0,294.0,1450.0,1598.0,1336.0,438.0,6553.0,369.0,1595.0,1324.0,3924.0,837.0,369.0,286.0,1175.0,584.0,1357.0,400.0,1377.0,1085.0,564.0,1456.0,954.0,1153.0,650.0,1560.0,1089.0,1167.0,1008.0,664.0,753.0,562.0,1718.0
adjunct_island,364.0,648.0,336.0,946.0,617.0,342.0,396.0,596.0,546.0,618.0,506.0,635.0,1295.0,525.0,277.0,471.0,602.0,884.0,788.0,620.0,377.0,623.0,393.0,396.0,525.0,554.0,669.0,522.0,640.0,660.0,358.0,579.0,612.0,259.0,286.0,403.0,658.0,451.0,520.0,1004.0,369.0,6553.0,656.0,665.0,302.0,528.0,1078.0,1274.0,357.0,365.0,649.0,419.0,559.0,369.0,635.0,674.0,486.0,625.0,568.0,690.0,498.0,576.0,620.0,437.0,545.0,371.0,387.0
determiner_noun_agreement_with_adj_2,2043.0,333.0,1515.0,1012.0,2419.0,1953.0,2048.0,1943.0,1500.0,2001.0,680.0,4793.0,915.0,1877.0,530.0,1519.0,1760.0,1228.0,683.0,4277.0,2213.0,2073.0,1324.0,2277.0,406.0,1459.0,1549.0,911.0,2053.0,5764.0,1475.0,1015.0,4830.0,863.0,1126.0,331.0,4865.0,2340.0,1627.0,1036.0,1595.0,656.0,6553.0,2112.0,1296.0,1309.0,426.0,524.0,1351.0,879.0,4085.0,593.0,2017.0,1389.0,716.0,4891.0,1546.0,1167.0,1007.0,1206.0,1608.0,1602.0,1205.0,1010.0,1094.0,683.0,1805.0
intransitive,2178.0,265.0,1126.0,820.0,1603.0,2131.0,1800.0,1255.0,1166.0,1362.0,520.0,2016.0,708.0,1565.0,395.0,1647.0,1056.0,938.0,622.0,2067.0,1646.0,1486.0,1064.0,1836.0,302.0,941.0,957.0,704.0,3428.0,2113.0,1203.0,653.0,2038.0,647.0,1091.0,299.0,2141.0,1958.0,1262.0,860.0,1324.0,665.0,2112.0,6553.0,1090.0,1184.0,438.0,452.0,1365.0,923.0,2060.0,418.0,1747.0,1063.0,742.0,2104.0,1576.0,1248.0,771.0,1227.0,1214.0,3753.0,1253.0,747.0,854.0,633.0,1791.0
principle_A_domain_3,1266.0,188.0,1108.0,327.0,1278.0,1203.0,1360.0,989.0,964.0,795.0,388.0,1329.0,569.0,1581.0,519.0,850.0,1230.0,524.0,467.0,1160.0,1174.0,1368.0,773.0,1457.0,178.0,617.0,632.0,746.0,1112.0,1323.0,1145.0,527.0,1298.0,415.0,1044.0,233.0,1136.0,1551.0,1015.0,300.0,3924.0,302.0,1296.0,1090.0,6553.0,938.0,333.0,253.0,978.0,550.0,1086.0,409.0,1237.0,946.0,450.0,1159.0,834.0,1272.0,582.0,1220.0,984.0,949.0,790.0,614.0,684.0,560.0,1534.0
animate_subject_trans,1179.0,366.0,1060.0,959.0,1855.0,1073.0,863.0,924.0,968.0,951.0,478.0,1363.0,823.0,1601.0,445.0,1441.0,1209.0,675.0,535.0,1257.0,942.0,1384.0,780.0,1000.0,396.0,806.0,888.0,678.0,1441.0,1316.0,678.0,633.0,1326.0,529.0,771.0,259.0,1291.0,1999.0,944.0,598.0,837.0,528.0,1309.0,1184.0,938.0,6553.0,383.0,402.0,840.0,523.0,1304.0,339.0,1298.0,898.0,421.0,1286.0,889.0,1600.0,559.0,423.0,1090.0,791.0,1090.0,616.0,695.0,644.0,1283.0
matrix_question_npi_licensor_present,346.0,465.0,334.0,693.0,338.0,329.0,423.0,304.0,418.0,410.0,426.0,406.0,985.0,445.0,238.0,316.0,338.0,701.0,956.0,359.0,336.0,378.0,254.0,318.0,601.0,354.0,665.0,428.0,430.0,431.0,410.0,387.0,392.0,787.0,359.0,420.0,409.0,398.0,282.0,707.0,369.0,1078.0,426.0,438.0,333.0,383.0,6553.0,909.0,413.0,259.0,357.0,452.0,356.0,290.0,596.0,402.0,301.0,709.0,586.0,759.0,299.0,402.0,470.0,869.0,410.0,329.0,387.0
complex_NP_island,224.0,417.0,282.0,830.0,486.0,212.0,254.0,367.0,585.0,668.0,489.0,513.0,934.0,277.0,381.0,361.0,433.0,822.0,1110.0,519.0,350.0,330.0,335.0,310.0,902.0,798.0,714.0,469.0,429.0,516.0,321.0,324.0,522.0,1053.0,274.0,319.0,522.0,198.0,376.0,923.0,286.0,1274.0,524.0,452.0,253.0,402.0,909.0,6553.0,267.0,267.0,519.0,607.0,373.0,335.0,561.0,520.0,576.0,439.0,507.0,592.0,382.0,368.0,400.0,666.0,422.0,316.0,256.0
existential_there_quantifiers_1,1532.0,253.0,1005.0,482.0,1316.0,1417.0,1670.0,1195.0,1052.0,677.0,352.0,1417.0,662.0,1581.0,350.0,1012.0,1165.0,533.0,397.0,1179.0,1200.0,1318.0,771.0,1692.0,227.0,500.0,695.0,669.0,1285.0,1401.0,1879.0,599.0,1376.0,481.0,1044.0,328.0,1306.0,1707.0,934.0,383.0,1175.0,357.0,1351.0,1365.0,978.0,840.0,413.0,267.0,6553.0,818.0,1214.0,281.0,1223.0,997.0,519.0,1259.0,982.0,916.0,606.0,821.0,1080.0,1091.0,1226.0,557.0,467.0,587.0,1396.0
irregular_past_participle_adjectives,1493.0,350.0,532.0,393.0,716.0,1612.0,1328.0,527.0,847.0,537.0,305.0,926.0,402.0,711.0,296.0,813.0,687.0,361.0,387.0,919.0,735.0,631.0,442.0,1184.0,253.0,420.0,430.0,380.0,810.0,871.0,725.0,311.0,939.0,439.0,606.0,296.0,896.0,1190.0,432.0,300.0,584.0,365.0,879.0,923.0,550.0,523.0,259.0,267.0,818.0,6553.0,943.0,346.0,726.0,505.0,401.0,876.0,647.0,654.0,469.0,617.0,645.0,973.0,621.0,509.0,486.0,402.0,1032.0
determiner_noun_agreement_irregular_2,2132.0,338.0,1328.0,991.0,2212.0,2052.0,2022.0,1494.0,1539.0,1722.0,701.0,4452.0,902.0,1634.0,550.0,1562.0,1522.0,1154.0,646.0,4858.0,1828.0,1706.0,1147.0,2026.0,429.0,1312.0,1246.0,856.0,1987.0,4015.0,1210.0,762.0,4603.0,835.0,1051.0,336.0,4735.0,2271.0,1413.0,952.0,1357.0,649.0,4085.0,2060.0,1086.0,1304.0,357.0,519.0,1214.0,943.0,6553.0,602.0,1913.0,1205.0,665.0,4648.0,1480.0,1121.0,878.0,997.0,1430.0,1590.0,1180.0,958.0,980.0,627.0,1690.0
principle_A_reconstruction,305.0,512.0,292.0,505.0,316.0,362.0,327.0,311.0,599.0,650.0,564.0,554.0,597.0,328.0,469.0,385.0,338.0,704.0,748.0,625.0,413.0,295.0,325.0,383.0,1566.0,637.0,1332.0,566.0,407.0,579.0,415.0,378.0,573.0,1016.0,325.0,381.0,616.0,324.0,320.0,532.0,400.0,419.0,593.0,418.0,409.0,339.0,452.0,607.0,281.0,346.0,602.0,6553.0,385.0,366.0,577.0,623.0,438.0,435.0,395.0,692.0,501.0,385.0,409.0,796.0,489.0,354.0,362.0
causative,1682.0,400.0,1009.0,765.0,2238.0,1619.0,1675.0,1328.0,1273.0,1055.0,539.0,2033.0,781.0,1694.0,490.0,1307.0,1434.0,846.0,613.0,1815.0,1369.0,1659.0,891.0,1556.0,357.0,797.0,1018.0,855.0,1551.0,2049.0,1219.0,713.0,2012.0,775.0,1051.0,216.0,1953.0,2096.0,1242.0,663.0,1377.0,559.0,2017.0,1747.0,1237.0,1298.0,356.0,373.0,1223.0,726.0,1913.0,385.0,6553.0,939.0,694.0,1949.0,1076.0,1045.0,710.0,962.0,1288.0,1533.0,1179.0,822.0,922.0,589.0,1457.0
existential_there_object_raising,948.0,252.0,3258.0,786.0,1643.0,876.0,1141.0,1892.0,893.0,1371.0,615.0,1245.0,511.0,1370.0,794.0,772.0,1458.0,897.0,402.0,1268.0,1893.0,1764.0,2049.0,1280.0,303.0,1154.0,1245.0,798.0,1081.0,1400.0,1785.0,1028.0,1262.0,437.0,822.0,197.0,1293.0,1218.0,2027.0,737.0,1085.0,369.0,1389.0,1063.0,946.0,898.0,290.0,335.0,997.0,505.0,1205.0,366.0,939.0,6553.0,563.0,1227.0,901.0,722.0,685.0,726.0,1514.0,906.0,755.0,545.0,814.0,1092.0,948.0
superlative_quantifiers_1,584.0,595.0,531.0,597.0,635.0,590.0,698.0,592.0,567.0,574.0,461.0,710.0,823.0,560.0,675.0,605.0,582.0,784.0,540.0,669.0,719.0,575.0,533.0,675.0,658.0,481.0,815.0,478.0,683.0,724.0,615.0,505.0,713.0,644.0,808.0,324.0,691.0,611.0,652.0,656.0,564.0,635.0,716.0,742.0,450.0,421.0,596.0,561.0,519.0,401.0,665.0,577.0,694.0,563.0,6553.0,703.0,574.0,532.0,439.0,893.0,660.0,710.0,647.0,655.0,730.0,485.0,565.0
determiner_noun_agreement_2,2039.0,343.0,1336.0,1017.0,2304.0,1977.0,2009.0,1663.0,1581.0,1864.0,663.0,4410.0,933.0,1682.0,524.0,1583.0,1615.0,1193.0,679.0,4698.0,1922.0,1836.0,1211.0,2088.0,469.0,1402.0,1364.0,859.0,2005.0,4864.0,1319.0,870.0,4456.0,885.0,1055.0,331.0,5721.0,2253.0,1495.0,1033.0,1456.0,674.0,4891.0,2104.0,1159.0,1286.0,402.0,520.0,1259.0,876.0,4648.0,623.0,1949.0,1227.0,703.0,6553.0,1533.0,1152.0,960.0,1099.0,1483.0,1622.0,1218.0,1024.0,985.0,641.0,1729.0
tough_vs_raising_1,1281.0,291.0,1084.0,705.0,1547.0,1143.0,1270.0,1216.0,1219.0,1482.0,456.0,1510.0,602.0,1268.0,410.0,1102.0,1227.0,869.0,574.0,1517.0,1251.0,1410.0,1062.0,1230.0,344.0,1229.0,980.0,596.0,1504.0,1565.0,846.0,709.0,1511.0,580.0,894.0,260.0,1587.0,1253.0,1174.0,923.0,954.0,486.0,1546.0,1576.0,834.0,889.0,301.0,576.0,982.0,647.0,1480.0,438.0,1076.0,901.0,574.0,1533.0,6553.0,826.0,768.0,805.0,350.0,1298.0,1058.0,622.0,655.0,710.0,1300.0
anaphor_gender_agreement,1561.0,281.0,929.0,851.0,1244.0,1351.0,1412.0,753.0,1137.0,657.0,292.0,1320.0,926.0,1512.0,322.0,1266.0,963.0,639.0,695.0,1117.0,860.0,1383.0,534.0,1388.0,334.0,470.0,760.0,473.0,1338.0,1203.0,850.0,439.0,1302.0,528.0,850.0,298.0,1158.0,1965.0,676.0,548.0,1153.0,625.0,1167.0,1248.0,1272.0,1600.0,709.0,439.0,916.0,654.0,1121.0,435.0,1045.0,722.0,532.0,1152.0,826.0,6553.0,478.0,759.0,841.0,923.0,985.0,629.0,513.0,496.0,2861.0
coordinate_structure_constraint_complex_left_branch,689.0,386.0,779.0,533.0,971.0,682.0,731.0,819.0,683.0,1025.0,380.0,934.0,313.0,758.0,503.0,520.0,733.0,628.0,800.0,898.0,898.0,835.0,614.0,782.0,318.0,886.0,789.0,417.0,711.0,1002.0,736.0,606.0,944.0,804.0,608.0,274.0,948.0,757.0,680.0,781.0,650.0,568.0,1007.0,771.0,582.0,559.0,586.0,507.0,606.0,469.0,878.0,395.0,710.0,685.0,439.0,960.0,768.0,478.0,6553.0,526.0,627.0,656.0,539.0,2483.0,625.0,446.0,709.0
principle_A_c_command,1164.0,448.0,810.0,707.0,1045.0,1173.0,1307.0,925.0,937.0,825.0,619.0,1153.0,915.0,1118.0,483.0,769.0,842.0,951.0,586.0,1075.0,1621.0,1007.0,697.0,1425.0,562.0,591.0,1037.0,753.0,1072.0,1220.0,1038.0,540.0,1175.0,772.0,850.0,350.0,1106.0,1043.0,937.0,670.0,1560.0,690.0,1206.0,1227.0,1220.0,423.0,759.0,592.0,821.0,617.0,997.0,692.0,962.0,726.0,893.0,1099.0,805.0,759.0,526.0,6553.0,937.0,1048.0,834.0,791.0,740.0,641.0,1462.0
tough_vs_raising_2,1165.0,396.0,1496.0,775.0,1683.0,1165.0,1421.0,1395.0,1149.0,1163.0,706.0,1575.0,731.0,1434.0,786.0,1036.0,1427.0,782.0,566.0,1456.0,1663.0,1614.0,1224.0,1612.0,408.0,883.0,1042.0,934.0,1236.0,1589.0,2035.0,695.0,1535.0,659.0,839.0,254.0,1501.0,1515.0,1608.0,519.0,1089.0,498.0,1608.0,1214.0,984.0,1090.0,299.0,382.0,1080.0,645.0,1430.0,501.0,1288.0,1514.0,660.0,1483.0,350.0,841.0,627.0,937.0,6553.0,959.0,1052.0,727.0,710.0,998.0,1143.0
inchoative,1812.0,280.0,857.0,567.0,1186.0,1887.0,1544.0,997.0,955.0,1033.0,415.0,1523.0,566.0,1210.0,378.0,1492.0,873.0,752.0,572.0,1554.0,1260.0,1194.0,869.0,1427.0,315.0,793.0,769.0,537.0,2268.0,1598.0,1009.0,558.0,1554.0,579.0,993.0,317.0,1651.0,1497.0,1026.0,711.0,1167.0,576.0,1602.0,3753.0,949.0,791.0,402.0,368.0,1091.0,973.0,1590.0,385.0,1533.0,906.0,710.0,1622.0,1298.0,923.0,656.0,1048.0,959.0,6553.0,1135.0,665.0,725.0,548.0,1401.0
sentential_negation_npi_licensor_present,1267.0,439.0,963.0,726.0,1296.0,1157.0,1235.0,1120.0,965.0,689.0,358.0,1295.0,813.0,1366.0,473.0,1164.0,993.0,676.0,476.0,1160.0,1119.0,1180.0,890.0,1250.0,430.0,526.0,936.0,415.0,1263.0,1276.0,848.0,615.0,1234.0,623.0,1154.0,359.0,1247.0,1417.0,1175.0,625.0,1008.0,620.0,1205.0,1253.0,790.0,1090.0,470.0,400.0,1226.0,621.0,1180.0,409.0,1179.0,755.0,647.0,1218.0,1058.0,985.0,539.0,834.0,1052.0,1135.0,6553.0,603.0,451.0,1811.0,1246.0
left_branch_island_simple_question,706.0,781.0,535.0,690.0,950.0,692.0,750.0,688.0,877.0,938.0,497.0,1029.0,802.0,785.0,487.0,599.0,768.0,820.0,1213.0,955.0,685.0,736.0,454.0,713.0,840.0,826.0,1313.0,551.0,670.0,1018.0,603.0,496.0,995.0,2083.0,537.0,342.0,1004.0,806.0,580.0,714.0,664.0,437.0,1010.0,747.0,614.0,616.0,869.0,666.0,557.0,509.0,958.0,796.0,822.0,545.0,655.0,1024.0,622.0,629.0,2483.0,791.0,727.0,665.0,603.0,6553.0,688.0,370.0,661.0
superlative_quantifiers_2,820.0,449.0,725.0,662.0,1052.0,781.0,754.0,1003.0,552.0,738.0,784.0,1018.0,597.0,913.0,484.0,920.0,698.0,667.0,558.0,926.0,1021.0,845.0,742.0,887.0,418.0,631.0,949.0,983.0,859.0,1087.0,682.0,716.0,1035.0,562.0,687.0,357.0,1009.0,891.0,906.0,590.0,753.0,545.0,1094.0,854.0,684.0,695.0,410.0,422.0,467.0,486.0,980.0,489.0,922.0,814.0,730.0,985.0,655.0,513.0,625.0,740.0,710.0,725.0,451.0,688.0,6553.0,352.0,728.0
sentential_negation_npi_scope,576.0,295.0,1113.0,553.0,849.0,583.0,678.0,946.0,523.0,703.0,524.0,666.0,401.0,777.0,939.0,635.0,703.0,574.0,372.0,649.0,1420.0,789.0,1349.0,831.0,300.0,571.0,796.0,504.0,611.0,687.0,759.0,812.0,637.0,406.0,658.0,268.0,669.0,702.0,1245.0,504.0,562.0,371.0,683.0,633.0,560.0,644.0,329.0,316.0,587.0,402.0,627.0,354.0,589.0,1092.0,485.0,641.0,710.0,496.0,446.0,641.0,998.0,548.0,1811.0,370.0,352.0,6553.0,556.0
anaphor_number_agreement,2384.0,151.0,1138.0,558.0,1663.0,2181.0,2378.0,1121.0,1473.0,895.0,321.0,1991.0,707.0,1960.0,379.0,1683.0,1278.0,577.0,529.0,1708.0,1503.0,1872.0,777.0,2248.0,177.0,622.0,792.0,613.0,1777.0,1874.0,1388.0,488.0,1954.0,527.0,1175.0,148.0,1759.0,2646.0,1023.0,404.0,1718.0,387.0,1805.0,1791.0,1534.0,1283.0,387.0,256.0,1396.0,1032.0,1690.0,362.0,1457.0,948.0,565.0,1729.0,1300.0,2861.0,709.0,1462.0,1143.0,1401.0,1246.0,661.0,728.0,556.0,6553.0
