,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,2.0,0.0,5.0,2.0,13.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,1.0,8.0,13.0,0.0,5.0,13.0,1.0,5.0,1.0,11.0,4.0,4.0,8.0,11.0,0.0,2.0,13.0,8.0,11.0,2.0,73.0,1.0,10.0,4.0,384.0,1.0,0.0,0.0,3.0,0.0,10.0,5.0,9.0,5.0,0.0,13.0,8.0,0.0,2.0,6.0,12.0,15.0,11.0,0.0,0.0,11.0,3.0
animate_subject_trans,6.0,1.0,2.0,9.0,7.0,3.0,1.0,1.0,5.0,0.0,2.0,1.0,6.0,4.0,7.0,0.0,2.0,3.0,3.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,10.0,1.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,384.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,0.0,5.0,1.0,1.0,27.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,7.0
matrix_question_npi_licensor_present,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
complex_NP_island,4.0,3.0,0.0,3.0,4.0,0.0,0.0,13.0,5.0,11.0,2.0,0.0,1.0,2.0,4.0,0.0,1.0,5.0,20.0,0.0,6.0,0.0,0.0,0.0,9.0,7.0,4.0,1.0,8.0,0.0,0.0,10.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,2.0,2.0,28.0,0.0,14.0,0.0,1.0,0.0,384.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,10.0,4.0,5.0,3.0,0.0,15.0,1.0,1.0,7.0,0.0,0.0
existential_there_quantifiers_1,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,12.0,2.0,3.0,0.0,1.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,384.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,3.0,5.0
irregular_past_participle_adjectives,49.0,0.0,1.0,0.0,1.0,46.0,38.0,1.0,15.0,0.0,0.0,24.0,0.0,1.0,3.0,10.0,6.0,0.0,2.0,36.0,35.0,3.0,3.0,37.0,0.0,3.0,1.0,1.0,9.0,26.0,12.0,1.0,22.0,0.0,1.0,1.0,36.0,16.0,2.0,0.0,6.0,0.0,32.0,13.0,0.0,2.0,1.0,2.0,1.0,384.0,27.0,0.0,0.0,12.0,8.0,31.0,5.0,5.0,4.0,5.0,11.0,4.0,4.0,4.0,9.0,4.0,4.0
determiner_noun_agreement_irregular_2,48.0,0.0,2.0,5.0,32.0,66.0,53.0,5.0,29.0,10.0,15.0,268.0,6.0,1.0,0.0,30.0,18.0,16.0,6.0,247.0,51.0,21.0,6.0,74.0,2.0,18.0,1.0,15.0,14.0,259.0,5.0,4.0,280.0,3.0,0.0,0.0,289.0,34.0,6.0,10.0,1.0,4.0,264.0,12.0,10.0,2.0,0.0,0.0,0.0,27.0,384.0,1.0,29.0,31.0,0.0,288.0,8.0,0.0,6.0,0.0,16.0,11.0,4.0,15.0,0.0,9.0,5.0
principle_A_reconstruction,0.0,8.0,3.0,6.0,0.0,0.0,0.0,1.0,8.0,11.0,1.0,1.0,19.0,2.0,2.0,2.0,0.0,13.0,14.0,0.0,0.0,0.0,1.0,0.0,95.0,11.0,103.0,2.0,5.0,0.0,0.0,11.0,1.0,42.0,2.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,384.0,0.0,3.0,2.0,1.0,7.0,1.0,1.0,8.0,1.0,5.0,0.0,24.0,3.0,0.0,0.0
causative,12.0,3.0,2.0,15.0,33.0,12.0,11.0,0.0,13.0,6.0,11.0,29.0,8.0,6.0,0.0,1.0,6.0,14.0,0.0,10.0,12.0,21.0,7.0,8.0,8.0,3.0,4.0,16.0,2.0,22.0,9.0,2.0,28.0,10.0,0.0,0.0,19.0,22.0,7.0,6.0,7.0,3.0,23.0,4.0,9.0,4.0,0.0,4.0,0.0,0.0,29.0,0.0,384.0,9.0,0.0,24.0,11.0,1.0,2.0,1.0,5.0,5.0,10.0,1.0,0.0,14.0,3.0
existential_there_object_raising,35.0,4.0,73.0,1.0,28.0,31.0,36.0,6.0,30.0,6.0,3.0,31.0,7.0,14.0,0.0,30.0,19.0,5.0,3.0,28.0,35.0,29.0,10.0,27.0,3.0,9.0,2.0,4.0,1.0,29.0,61.0,0.0,32.0,2.0,0.0,0.0,30.0,11.0,11.0,2.0,8.0,0.0,32.0,1.0,5.0,0.0,0.0,0.0,1.0,12.0,31.0,3.0,9.0,384.0,1.0,32.0,3.0,4.0,8.0,4.0,26.0,6.0,0.0,13.0,3.0,0.0,1.0
superlative_quantifiers_1,0.0,5.0,0.0,3.0,0.0,0.0,0.0,12.0,3.0,8.0,0.0,2.0,2.0,2.0,0.0,4.0,2.0,7.0,4.0,0.0,0.0,7.0,1.0,0.0,2.0,8.0,14.0,2.0,1.0,2.0,0.0,6.0,1.0,7.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,3.0,1.0,4.0,0.0,5.0,8.0,3.0,1.0,8.0,0.0,2.0,0.0,1.0,384.0,1.0,10.0,2.0,0.0,7.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0
determiner_noun_agreement_2,61.0,1.0,1.0,4.0,26.0,84.0,65.0,2.0,28.0,11.0,12.0,241.0,5.0,7.0,0.0,42.0,16.0,11.0,6.0,245.0,71.0,17.0,3.0,87.0,2.0,18.0,1.0,13.0,26.0,289.0,7.0,5.0,248.0,3.0,0.0,0.0,336.0,37.0,5.0,6.0,1.0,10.0,285.0,28.0,13.0,1.0,0.0,0.0,3.0,31.0,288.0,1.0,24.0,32.0,1.0,384.0,7.0,0.0,4.0,0.0,11.0,32.0,5.0,16.0,0.0,10.0,4.0
tough_vs_raising_1,0.0,8.0,16.0,8.0,26.0,1.0,0.0,4.0,13.0,47.0,0.0,7.0,4.0,0.0,0.0,1.0,14.0,7.0,5.0,2.0,1.0,16.0,3.0,0.0,3.0,29.0,4.0,3.0,22.0,4.0,0.0,2.0,7.0,12.0,0.0,0.0,7.0,7.0,3.0,18.0,1.0,10.0,6.0,29.0,8.0,1.0,0.0,10.0,1.0,5.0,8.0,7.0,11.0,3.0,10.0,7.0,384.0,0.0,0.0,0.0,0.0,25.0,15.0,2.0,0.0,20.0,2.0
anaphor_gender_agreement,0.0,1.0,8.0,30.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,4.0,0.0,6.0,6.0,0.0,0.0,8.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,3.0,4.0,0.0,5.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,384.0,3.0,0.0,1.0,3.0,0.0,0.0,9.0,0.0,7.0
coordinate_structure_constraint_complex_left_branch,8.0,3.0,2.0,3.0,6.0,7.0,11.0,1.0,0.0,1.0,12.0,6.0,2.0,7.0,0.0,2.0,0.0,3.0,0.0,2.0,11.0,0.0,3.0,0.0,2.0,9.0,0.0,4.0,0.0,5.0,11.0,2.0,3.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,6.0,1.0,2.0,8.0,0.0,4.0,0.0,3.0,384.0,8.0,1.0,0.0,1.0,93.0,0.0,0.0,11.0
principle_A_c_command,8.0,0.0,0.0,5.0,5.0,4.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,8.0,1.0,2.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,26.0,3.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,5.0,0.0,8.0,1.0,4.0,7.0,0.0,0.0,0.0,8.0,384.0,4.0,0.0,1.0,9.0,0.0,0.0,4.0
tough_vs_raising_2,6.0,0.0,20.0,6.0,9.0,5.0,7.0,5.0,16.0,11.0,1.0,24.0,3.0,5.0,1.0,0.0,6.0,9.0,0.0,11.0,8.0,14.0,11.0,10.0,1.0,17.0,3.0,4.0,6.0,9.0,34.0,0.0,18.0,7.0,0.0,0.0,10.0,4.0,13.0,0.0,12.0,1.0,9.0,14.0,12.0,9.0,0.0,0.0,0.0,11.0,16.0,1.0,5.0,26.0,0.0,11.0,0.0,1.0,1.0,4.0,384.0,4.0,2.0,0.0,4.0,2.0,3.0
inchoative,23.0,7.0,0.0,4.0,11.0,12.0,7.0,2.0,1.0,33.0,3.0,20.0,8.0,4.0,1.0,9.0,11.0,4.0,5.0,7.0,32.0,7.0,6.0,7.0,5.0,18.0,0.0,2.0,114.0,29.0,8.0,2.0,15.0,4.0,0.0,0.0,31.0,4.0,9.0,16.0,2.0,43.0,25.0,204.0,15.0,1.0,0.0,15.0,1.0,4.0,11.0,5.0,5.0,6.0,1.0,32.0,25.0,3.0,0.0,0.0,4.0,384.0,0.0,7.0,1.0,3.0,9.0
sentential_negation_npi_licensor_present,2.0,8.0,0.0,2.0,11.0,4.0,3.0,14.0,0.0,3.0,0.0,11.0,3.0,18.0,6.0,2.0,3.0,1.0,2.0,0.0,0.0,11.0,42.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,0.0,6.0,8.0,2.0,5.0,4.0,2.0,5.0,31.0,4.0,6.0,8.0,8.0,0.0,11.0,1.0,2.0,1.0,11.0,4.0,4.0,0.0,10.0,0.0,0.0,5.0,15.0,0.0,1.0,1.0,2.0,0.0,384.0,0.0,0.0,133.0,0.0
left_branch_island_simple_question,6.0,10.0,4.0,2.0,4.0,3.0,9.0,1.0,3.0,7.0,1.0,17.0,4.0,6.0,0.0,1.0,2.0,8.0,6.0,8.0,18.0,3.0,3.0,1.0,27.0,8.0,29.0,0.0,8.0,13.0,13.0,5.0,12.0,55.0,0.0,0.0,16.0,0.0,4.0,2.0,3.0,3.0,12.0,8.0,0.0,1.0,0.0,1.0,0.0,4.0,15.0,24.0,1.0,13.0,2.0,16.0,2.0,0.0,93.0,9.0,0.0,7.0,0.0,384.0,0.0,3.0,11.0
superlative_quantifiers_2,1.0,3.0,10.0,5.0,4.0,1.0,0.0,6.0,2.0,2.0,8.0,0.0,10.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,5.0,0.0,2.0,1.0,6.0,11.0,5.0,0.0,1.0,6.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,6.0,0.0,1.0,1.0,7.0,0.0,9.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,384.0,0.0,0.0
sentential_negation_npi_scope,4.0,2.0,3.0,0.0,22.0,4.0,5.0,12.0,0.0,5.0,3.0,15.0,2.0,7.0,12.0,7.0,4.0,2.0,2.0,8.0,5.0,18.0,41.0,1.0,1.0,2.0,0.0,7.0,5.0,13.0,0.0,7.0,14.0,5.0,0.0,4.0,6.0,12.0,35.0,6.0,0.0,4.0,14.0,2.0,11.0,0.0,1.0,0.0,3.0,4.0,9.0,0.0,14.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,2.0,3.0,133.0,3.0,0.0,384.0,0.0
anaphor_number_agreement,11.0,0.0,0.0,2.0,2.0,6.0,26.0,0.0,2.0,0.0,10.0,5.0,0.0,5.0,0.0,6.0,0.0,2.0,4.0,3.0,21.0,1.0,4.0,36.0,0.0,0.0,0.0,3.0,0.0,2.0,15.0,0.0,3.0,0.0,0.0,0.0,4.0,63.0,4.0,0.0,1.0,0.0,4.0,9.0,3.0,7.0,1.0,0.0,5.0,4.0,5.0,0.0,3.0,1.0,0.0,4.0,2.0,7.0,11.0,4.0,3.0,9.0,0.0,11.0,0.0,0.0,384.0
