,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,33.0,1.0,32.0,0.0,31.0,29.0,57.0,37.0,30.0,9.0,7.0,36.0,0.0,61.0,7.0,6.0,36.0,8.0,0.0,22.0,44.0,51.0,15.0,46.0,3.0,3.0,0.0,16.0,29.0,32.0,36.0,6.0,23.0,9.0,31.0,1.0,21.0,50.0,31.0,2.0,328.0,0.0,25.0,21.0,655.0,15.0,0.0,0.0,18.0,6.0,19.0,8.0,34.0,18.0,0.0,20.0,16.0,30.0,14.0,39.0,17.0,18.0,12.0,12.0,15.0,9.0,53.0
animate_subject_trans,57.0,4.0,62.0,26.0,109.0,58.0,45.0,36.0,42.0,44.0,5.0,76.0,3.0,71.0,4.0,77.0,77.0,12.0,3.0,71.0,42.0,83.0,36.0,44.0,8.0,37.0,5.0,19.0,101.0,74.0,45.0,6.0,73.0,26.0,17.0,3.0,79.0,101.0,48.0,25.0,16.0,2.0,73.0,49.0,15.0,655.0,1.0,2.0,28.0,9.0,75.0,2.0,66.0,49.0,1.0,72.0,71.0,71.0,17.0,6.0,33.0,30.0,38.0,11.0,12.0,17.0,94.0
matrix_question_npi_licensor_present,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,50.0,0.0,0.0,0.0,0.0,32.0,46.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,27.0,2.0,4.0,2.0,0.0,8.0,1.0,24.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,49.0,1.0,2.0,0.0,1.0,655.0,49.0,2.0,1.0,1.0,8.0,0.0,0.0,21.0,1.0,0.0,47.0,0.0,53.0,0.0,2.0,4.0,25.0,1.0,1.0,2.0
complex_NP_island,0.0,5.0,0.0,36.0,6.0,0.0,0.0,1.0,13.0,25.0,20.0,5.0,29.0,0.0,2.0,7.0,0.0,17.0,64.0,5.0,6.0,0.0,1.0,5.0,15.0,32.0,15.0,16.0,12.0,4.0,0.0,6.0,4.0,33.0,1.0,8.0,8.0,0.0,0.0,41.0,0.0,81.0,3.0,7.0,0.0,2.0,49.0,655.0,0.0,3.0,7.0,13.0,0.0,0.0,15.0,7.0,8.0,25.0,9.0,23.0,2.0,7.0,6.0,17.0,11.0,2.0,0.0
existential_there_quantifiers_1,64.0,2.0,58.0,3.0,52.0,58.0,67.0,42.0,26.0,16.0,3.0,53.0,1.0,72.0,3.0,34.0,38.0,3.0,2.0,46.0,44.0,66.0,31.0,70.0,2.0,3.0,5.0,23.0,55.0,59.0,104.0,9.0,49.0,7.0,10.0,4.0,50.0,67.0,43.0,5.0,38.0,1.0,57.0,54.0,18.0,28.0,2.0,0.0,655.0,22.0,39.0,2.0,61.0,47.0,8.0,48.0,31.0,13.0,13.0,8.0,38.0,18.0,24.0,11.0,7.0,15.0,61.0
irregular_past_participle_adjectives,78.0,6.0,16.0,14.0,26.0,85.0,57.0,19.0,23.0,19.0,4.0,25.0,3.0,21.0,2.0,21.0,30.0,9.0,8.0,33.0,21.0,30.0,11.0,56.0,2.0,11.0,4.0,8.0,33.0,23.0,33.0,4.0,28.0,8.0,9.0,5.0,35.0,50.0,23.0,15.0,7.0,9.0,27.0,38.0,6.0,9.0,1.0,3.0,22.0,655.0,38.0,5.0,12.0,14.0,7.0,31.0,14.0,4.0,7.0,17.0,17.0,46.0,15.0,6.0,7.0,6.0,32.0
determiner_noun_agreement_irregular_2,147.0,3.0,81.0,22.0,179.0,141.0,147.0,91.0,121.0,130.0,30.0,420.0,2.0,54.0,13.0,87.0,77.0,30.0,27.0,473.0,125.0,101.0,71.0,139.0,13.0,73.0,29.0,43.0,152.0,365.0,67.0,19.0,444.0,60.0,10.0,8.0,466.0,133.0,97.0,55.0,27.0,8.0,387.0,182.0,19.0,75.0,1.0,7.0,39.0,38.0,655.0,20.0,127.0,67.0,3.0,472.0,120.0,15.0,64.0,22.0,74.0,81.0,58.0,47.0,41.0,26.0,77.0
principle_A_reconstruction,1.0,11.0,0.0,10.0,1.0,0.0,1.0,1.0,21.0,13.0,13.0,16.0,19.0,2.0,2.0,8.0,0.0,25.0,33.0,19.0,6.0,2.0,0.0,1.0,181.0,16.0,138.0,17.0,1.0,13.0,1.0,8.0,18.0,86.0,4.0,4.0,16.0,0.0,0.0,10.0,11.0,25.0,14.0,1.0,8.0,2.0,8.0,13.0,2.0,5.0,20.0,655.0,3.0,2.0,12.0,16.0,8.0,8.0,6.0,25.0,1.0,3.0,16.0,62.0,7.0,0.0,3.0
causative,109.0,5.0,48.0,4.0,212.0,116.0,120.0,70.0,80.0,55.0,18.0,125.0,2.0,87.0,16.0,60.0,83.0,16.0,9.0,113.0,86.0,124.0,52.0,95.0,10.0,47.0,19.0,43.0,89.0,148.0,63.0,30.0,123.0,52.0,22.0,2.0,140.0,125.0,74.0,17.0,47.0,5.0,145.0,124.0,34.0,66.0,0.0,0.0,61.0,12.0,127.0,3.0,655.0,29.0,2.0,138.0,59.0,11.0,13.0,30.0,72.0,87.0,74.0,35.0,27.0,30.0,67.0
existential_there_object_raising,49.0,0.0,286.0,9.0,117.0,29.0,54.0,147.0,52.0,63.0,16.0,80.0,0.0,113.0,28.0,56.0,102.0,6.0,0.0,88.0,132.0,141.0,166.0,54.0,0.0,15.0,26.0,34.0,83.0,93.0,116.0,17.0,69.0,8.0,20.0,1.0,77.0,63.0,176.0,8.0,39.0,0.0,88.0,79.0,18.0,49.0,0.0,0.0,47.0,14.0,67.0,2.0,29.0,655.0,0.0,68.0,84.0,30.0,25.0,10.0,73.0,33.0,9.0,9.0,25.0,36.0,64.0
superlative_quantifiers_1,11.0,17.0,3.0,13.0,2.0,12.0,3.0,4.0,6.0,7.0,5.0,3.0,20.0,3.0,12.0,7.0,4.0,18.0,16.0,2.0,3.0,3.0,3.0,4.0,19.0,4.0,22.0,5.0,5.0,2.0,5.0,7.0,3.0,8.0,15.0,10.0,3.0,9.0,3.0,17.0,3.0,21.0,2.0,12.0,0.0,1.0,21.0,15.0,8.0,7.0,3.0,12.0,2.0,0.0,655.0,3.0,7.0,12.0,2.0,26.0,9.0,8.0,17.0,18.0,12.0,7.0,4.0
determiner_noun_agreement_2,132.0,3.0,86.0,20.0,184.0,130.0,148.0,94.0,113.0,132.0,28.0,410.0,4.0,68.0,9.0,97.0,74.0,30.0,23.0,471.0,131.0,107.0,70.0,132.0,10.0,71.0,25.0,46.0,161.0,438.0,72.0,17.0,420.0,59.0,15.0,7.0,575.0,129.0,100.0,45.0,38.0,6.0,461.0,192.0,20.0,72.0,1.0,7.0,48.0,31.0,472.0,16.0,138.0,68.0,3.0,655.0,128.0,22.0,65.0,28.0,71.0,93.0,69.0,39.0,34.0,29.0,79.0
tough_vs_raising_1,48.0,6.0,108.0,11.0,142.0,40.0,49.0,97.0,74.0,152.0,15.0,127.0,2.0,74.0,8.0,66.0,84.0,25.0,14.0,128.0,100.0,119.0,99.0,48.0,6.0,91.0,34.0,12.0,147.0,139.0,52.0,37.0,120.0,31.0,16.0,3.0,135.0,51.0,118.0,39.0,24.0,14.0,137.0,168.0,16.0,71.0,0.0,8.0,31.0,14.0,120.0,8.0,59.0,84.0,7.0,128.0,655.0,36.0,46.0,17.0,6.0,117.0,22.0,30.0,25.0,14.0,70.0
anaphor_gender_agreement,47.0,3.0,45.0,22.0,26.0,33.0,48.0,23.0,28.0,7.0,3.0,28.0,21.0,52.0,1.0,38.0,38.0,14.0,15.0,23.0,27.0,57.0,20.0,41.0,10.0,2.0,13.0,3.0,43.0,28.0,34.0,3.0,26.0,7.0,10.0,7.0,24.0,78.0,20.0,13.0,17.0,18.0,23.0,33.0,30.0,71.0,47.0,25.0,13.0,4.0,15.0,8.0,11.0,30.0,12.0,22.0,36.0,655.0,3.0,11.0,4.0,24.0,7.0,10.0,2.0,2.0,148.0
coordinate_structure_constraint_complex_left_branch,27.0,3.0,42.0,2.0,56.0,24.0,19.0,57.0,36.0,63.0,9.0,59.0,0.0,21.0,9.0,11.0,19.0,15.0,7.0,68.0,56.0,46.0,52.0,18.0,1.0,32.0,18.0,14.0,52.0,62.0,23.0,33.0,62.0,20.0,5.0,5.0,62.0,17.0,42.0,35.0,14.0,6.0,65.0,39.0,14.0,17.0,0.0,9.0,13.0,7.0,64.0,6.0,13.0,25.0,2.0,65.0,46.0,3.0,655.0,5.0,5.0,19.0,5.0,79.0,15.0,5.0,19.0
principle_A_c_command,51.0,9.0,13.0,13.0,32.0,45.0,56.0,26.0,35.0,14.0,11.0,37.0,31.0,43.0,1.0,15.0,29.0,30.0,16.0,28.0,65.0,44.0,7.0,54.0,23.0,8.0,32.0,20.0,45.0,35.0,39.0,4.0,34.0,20.0,16.0,10.0,29.0,42.0,35.0,14.0,66.0,32.0,34.0,52.0,39.0,6.0,53.0,23.0,8.0,17.0,22.0,25.0,30.0,10.0,26.0,28.0,17.0,11.0,5.0,655.0,24.0,39.0,16.0,24.0,17.0,2.0,62.0
tough_vs_raising_2,61.0,3.0,50.0,6.0,112.0,66.0,70.0,65.0,50.0,31.0,24.0,73.0,0.0,68.0,30.0,47.0,68.0,9.0,8.0,76.0,60.0,95.0,66.0,66.0,4.0,18.0,20.0,34.0,45.0,67.0,112.0,23.0,71.0,8.0,19.0,2.0,76.0,68.0,102.0,4.0,24.0,5.0,64.0,63.0,17.0,33.0,0.0,2.0,38.0,17.0,74.0,1.0,72.0,73.0,9.0,71.0,6.0,4.0,5.0,24.0,655.0,47.0,60.0,33.0,14.0,50.0,38.0
inchoative,97.0,4.0,51.0,3.0,96.0,102.0,77.0,63.0,51.0,74.0,3.0,61.0,2.0,80.0,10.0,45.0,78.0,24.0,6.0,77.0,81.0,101.0,71.0,67.0,9.0,39.0,11.0,5.0,178.0,90.0,50.0,23.0,65.0,20.0,17.0,1.0,101.0,75.0,87.0,22.0,40.0,22.0,83.0,326.0,18.0,30.0,2.0,7.0,18.0,46.0,81.0,3.0,87.0,33.0,8.0,93.0,117.0,24.0,19.0,39.0,47.0,655.0,18.0,31.0,9.0,13.0,84.0
sentential_negation_npi_licensor_present,55.0,14.0,14.0,11.0,75.0,53.0,55.0,38.0,39.0,17.0,12.0,52.0,10.0,44.0,15.0,50.0,23.0,15.0,15.0,67.0,30.0,45.0,23.0,44.0,18.0,15.0,17.0,20.0,18.0,66.0,17.0,13.0,56.0,35.0,29.0,7.0,75.0,57.0,39.0,8.0,16.0,12.0,56.0,25.0,12.0,38.0,4.0,6.0,24.0,15.0,58.0,16.0,74.0,9.0,17.0,69.0,22.0,7.0,5.0,16.0,60.0,18.0,655.0,19.0,13.0,108.0,45.0
left_branch_island_simple_question,17.0,18.0,17.0,12.0,52.0,22.0,22.0,22.0,41.0,36.0,7.0,38.0,25.0,24.0,8.0,15.0,36.0,22.0,28.0,39.0,23.0,32.0,17.0,18.0,46.0,28.0,101.0,8.0,30.0,37.0,30.0,10.0,40.0,153.0,4.0,4.0,38.0,23.0,22.0,18.0,14.0,3.0,37.0,36.0,12.0,11.0,25.0,17.0,11.0,6.0,47.0,62.0,35.0,9.0,18.0,39.0,30.0,10.0,79.0,24.0,33.0,31.0,19.0,655.0,16.0,1.0,14.0
superlative_quantifiers_2,49.0,8.0,22.0,7.0,43.0,38.0,39.0,32.0,20.0,28.0,20.0,42.0,2.0,31.0,2.0,31.0,25.0,7.0,10.0,36.0,36.0,17.0,16.0,22.0,12.0,8.0,14.0,50.0,19.0,44.0,18.0,19.0,53.0,9.0,17.0,4.0,36.0,36.0,28.0,12.0,25.0,6.0,45.0,19.0,15.0,12.0,1.0,11.0,7.0,7.0,41.0,7.0,27.0,25.0,12.0,34.0,25.0,2.0,15.0,17.0,14.0,9.0,13.0,16.0,655.0,4.0,11.0
sentential_negation_npi_scope,14.0,2.0,20.0,4.0,41.0,15.0,15.0,28.0,19.0,14.0,12.0,20.0,1.0,14.0,30.0,27.0,15.0,10.0,4.0,32.0,26.0,21.0,59.0,15.0,2.0,13.0,15.0,13.0,7.0,29.0,18.0,18.0,21.0,15.0,13.0,4.0,29.0,17.0,59.0,7.0,10.0,2.0,26.0,19.0,9.0,17.0,1.0,2.0,15.0,6.0,26.0,0.0,30.0,36.0,7.0,29.0,14.0,2.0,5.0,2.0,50.0,13.0,108.0,1.0,4.0,655.0,11.0
anaphor_number_agreement,156.0,1.0,84.0,2.0,93.0,127.0,183.0,77.0,65.0,32.0,0.0,108.0,0.0,149.0,3.0,114.0,80.0,9.0,5.0,90.0,88.0,122.0,42.0,139.0,3.0,19.0,6.0,15.0,120.0,114.0,105.0,4.0,102.0,21.0,39.0,0.0,88.0,205.0,70.0,3.0,70.0,2.0,104.0,117.0,53.0,94.0,2.0,0.0,61.0,32.0,77.0,3.0,67.0,64.0,4.0,79.0,70.0,148.0,19.0,62.0,38.0,84.0,45.0,14.0,11.0,11.0,655.0
