,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,18.0,0.0,11.0,2.0,11.0,17.0,19.0,7.0,10.0,3.0,6.0,18.0,0.0,13.0,7.0,3.0,14.0,6.0,0.0,17.0,18.0,13.0,3.0,20.0,0.0,6.0,1.0,9.0,6.0,14.0,7.0,0.0,17.0,1.0,13.0,1.0,18.0,15.0,6.0,5.0,127.0,0.0,15.0,6.0,430.0,2.0,0.0,0.0,5.0,3.0,14.0,0.0,12.0,9.0,2.0,18.0,2.0,20.0,5.0,26.0,5.0,5.0,7.0,4.0,0.0,4.0,20.0
animate_subject_trans,8.0,8.0,9.0,24.0,44.0,9.0,13.0,4.0,21.0,10.0,7.0,17.0,15.0,33.0,5.0,24.0,38.0,9.0,4.0,18.0,9.0,14.0,6.0,20.0,12.0,5.0,6.0,20.0,25.0,16.0,6.0,2.0,18.0,5.0,8.0,16.0,15.0,31.0,9.0,4.0,6.0,4.0,14.0,11.0,2.0,430.0,5.0,3.0,18.0,7.0,18.0,8.0,31.0,9.0,7.0,14.0,7.0,32.0,6.0,1.0,19.0,9.0,9.0,11.0,7.0,9.0,16.0
matrix_question_npi_licensor_present,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,12.0,0.0,0.0,6.0,1.0,5.0,16.0,5.0,0.0,4.0,0.0,0.0,7.0,1.0,7.0,4.0,1.0,0.0,0.0,5.0,0.0,18.0,1.0,12.0,2.0,0.0,1.0,10.0,1.0,21.0,0.0,0.0,0.0,5.0,430.0,21.0,0.0,8.0,5.0,5.0,3.0,0.0,13.0,2.0,1.0,0.0,5.0,3.0,1.0,1.0,4.0,13.0,12.0,0.0,0.0
complex_NP_island,0.0,4.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,0.0,7.0,1.0,1.0,1.0,0.0,5.0,22.0,2.0,1.0,2.0,2.0,0.0,18.0,10.0,15.0,4.0,1.0,0.0,0.0,6.0,0.0,11.0,1.0,10.0,0.0,0.0,1.0,15.0,0.0,36.0,0.0,3.0,0.0,3.0,21.0,430.0,0.0,9.0,2.0,12.0,0.0,1.0,6.0,0.0,8.0,0.0,4.0,2.0,1.0,2.0,1.0,7.0,9.0,6.0,0.0
existential_there_quantifiers_1,108.0,0.0,75.0,34.0,123.0,98.0,93.0,86.0,123.0,28.0,22.0,108.0,0.0,54.0,12.0,52.0,63.0,30.0,1.0,85.0,85.0,83.0,5.0,96.0,0.0,14.0,21.0,39.0,106.0,118.0,109.0,0.0,111.0,0.0,94.0,1.0,97.0,95.0,15.0,16.0,47.0,1.0,117.0,67.0,5.0,18.0,0.0,0.0,430.0,28.0,72.0,0.0,80.0,89.0,12.0,104.0,45.0,90.0,25.0,49.0,32.0,41.0,43.0,8.0,3.0,6.0,104.0
irregular_past_participle_adjectives,55.0,9.0,15.0,2.0,30.0,53.0,48.0,14.0,33.0,17.0,9.0,34.0,10.0,22.0,4.0,29.0,27.0,6.0,11.0,42.0,15.0,25.0,8.0,23.0,7.0,6.0,9.0,4.0,29.0,41.0,32.0,2.0,33.0,9.0,20.0,8.0,39.0,45.0,3.0,8.0,9.0,9.0,44.0,39.0,3.0,7.0,8.0,9.0,28.0,430.0,44.0,8.0,17.0,16.0,7.0,38.0,12.0,19.0,5.0,12.0,12.0,39.0,9.0,4.0,9.0,0.0,24.0
determiner_noun_agreement_irregular_2,102.0,1.0,49.0,44.0,121.0,98.0,113.0,53.0,99.0,88.0,25.0,194.0,6.0,71.0,13.0,86.0,84.0,69.0,9.0,297.0,93.0,94.0,26.0,100.0,2.0,48.0,28.0,34.0,90.0,198.0,66.0,13.0,206.0,14.0,65.0,2.0,293.0,122.0,35.0,61.0,44.0,7.0,200.0,109.0,14.0,18.0,5.0,2.0,72.0,44.0,430.0,10.0,100.0,49.0,19.0,284.0,68.0,59.0,37.0,52.0,55.0,86.0,37.0,26.0,11.0,3.0,85.0
principle_A_reconstruction,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,14.0,2.0,2.0,8.0,0.0,11.0,14.0,7.0,0.0,1.0,4.0,0.0,161.0,1.0,104.0,4.0,0.0,2.0,0.0,10.0,2.0,44.0,0.0,17.0,6.0,2.0,4.0,6.0,0.0,33.0,1.0,0.0,0.0,8.0,5.0,12.0,0.0,8.0,10.0,430.0,0.0,0.0,16.0,6.0,4.0,0.0,3.0,4.0,1.0,1.0,2.0,31.0,10.0,0.0,0.0
causative,83.0,2.0,56.0,42.0,156.0,84.0,102.0,78.0,108.0,49.0,23.0,134.0,3.0,81.0,14.0,62.0,91.0,55.0,3.0,116.0,104.0,112.0,19.0,84.0,0.0,32.0,27.0,52.0,96.0,132.0,86.0,3.0,126.0,9.0,80.0,2.0,131.0,118.0,30.0,31.0,60.0,3.0,133.0,100.0,12.0,31.0,3.0,0.0,80.0,17.0,100.0,0.0,430.0,58.0,16.0,133.0,49.0,79.0,43.0,60.0,43.0,84.0,47.0,26.0,8.0,17.0,98.0
existential_there_object_raising,72.0,0.0,227.0,39.0,141.0,63.0,63.0,121.0,113.0,25.0,27.0,84.0,3.0,50.0,44.0,37.0,77.0,28.0,3.0,62.0,110.0,98.0,32.0,64.0,0.0,7.0,33.0,31.0,94.0,90.0,101.0,6.0,87.0,3.0,59.0,0.0,75.0,73.0,41.0,19.0,37.0,2.0,93.0,62.0,9.0,9.0,0.0,1.0,89.0,16.0,49.0,0.0,58.0,430.0,15.0,70.0,39.0,99.0,29.0,65.0,48.0,42.0,65.0,11.0,7.0,55.0,90.0
superlative_quantifiers_1,19.0,7.0,10.0,16.0,23.0,20.0,14.0,21.0,26.0,12.0,9.0,16.0,6.0,15.0,5.0,17.0,8.0,24.0,8.0,19.0,22.0,25.0,3.0,16.0,11.0,12.0,22.0,11.0,14.0,21.0,20.0,8.0,16.0,5.0,20.0,8.0,19.0,16.0,11.0,16.0,6.0,12.0,25.0,19.0,2.0,7.0,13.0,6.0,12.0,7.0,19.0,16.0,16.0,15.0,430.0,21.0,8.0,17.0,8.0,31.0,25.0,13.0,20.0,12.0,10.0,2.0,25.0
determiner_noun_agreement_2,114.0,0.0,78.0,48.0,159.0,111.0,124.0,85.0,133.0,90.0,23.0,258.0,6.0,73.0,16.0,88.0,101.0,71.0,8.0,298.0,124.0,120.0,28.0,112.0,0.0,48.0,33.0,42.0,127.0,299.0,100.0,7.0,258.0,10.0,78.0,0.0,383.0,145.0,35.0,51.0,60.0,6.0,304.0,142.0,18.0,14.0,2.0,0.0,104.0,38.0,284.0,6.0,133.0,70.0,21.0,430.0,92.0,86.0,40.0,70.0,54.0,105.0,58.0,24.0,10.0,7.0,116.0
tough_vs_raising_1,38.0,6.0,34.0,44.0,74.0,40.0,36.0,58.0,64.0,92.0,14.0,67.0,3.0,41.0,19.0,32.0,55.0,42.0,8.0,74.0,53.0,54.0,22.0,33.0,1.0,71.0,16.0,20.0,71.0,82.0,36.0,14.0,66.0,11.0,35.0,2.0,87.0,45.0,19.0,41.0,14.0,13.0,84.0,94.0,2.0,7.0,1.0,8.0,45.0,12.0,68.0,4.0,49.0,39.0,8.0,92.0,430.0,36.0,31.0,19.0,10.0,74.0,42.0,16.0,9.0,13.0,39.0
anaphor_gender_agreement,107.0,0.0,81.0,37.0,144.0,99.0,99.0,74.0,136.0,20.0,8.0,118.0,5.0,54.0,19.0,39.0,74.0,34.0,1.0,79.0,102.0,110.0,7.0,104.0,0.0,6.0,20.0,31.0,97.0,108.0,90.0,0.0,117.0,2.0,91.0,0.0,93.0,120.0,16.0,17.0,49.0,0.0,109.0,80.0,20.0,32.0,0.0,0.0,90.0,19.0,59.0,0.0,79.0,99.0,17.0,86.0,36.0,430.0,24.0,76.0,34.0,40.0,38.0,16.0,2.0,26.0,215.0
coordinate_structure_constraint_complex_left_branch,15.0,6.0,20.0,20.0,56.0,13.0,24.0,26.0,35.0,45.0,12.0,35.0,3.0,23.0,12.0,10.0,24.0,44.0,8.0,46.0,25.0,32.0,1.0,30.0,0.0,41.0,14.0,19.0,15.0,39.0,19.0,6.0,32.0,10.0,27.0,0.0,42.0,27.0,5.0,35.0,13.0,9.0,40.0,15.0,5.0,6.0,5.0,4.0,25.0,5.0,37.0,3.0,43.0,29.0,8.0,40.0,31.0,24.0,430.0,10.0,10.0,9.0,14.0,69.0,3.0,7.0,24.0
principle_A_c_command,88.0,1.0,65.0,24.0,67.0,85.0,83.0,52.0,73.0,25.0,9.0,88.0,6.0,39.0,19.0,38.0,39.0,26.0,2.0,58.0,144.0,67.0,12.0,81.0,4.0,5.0,20.0,10.0,65.0,89.0,80.0,0.0,86.0,5.0,70.0,5.0,71.0,64.0,23.0,16.0,68.0,1.0,92.0,71.0,26.0,1.0,3.0,2.0,49.0,12.0,52.0,4.0,60.0,65.0,31.0,70.0,19.0,76.0,10.0,430.0,26.0,54.0,40.0,5.0,2.0,15.0,110.0
tough_vs_raising_2,33.0,3.0,30.0,30.0,56.0,30.0,44.0,37.0,50.0,32.0,15.0,57.0,6.0,40.0,14.0,44.0,48.0,27.0,5.0,62.0,45.0,66.0,24.0,46.0,3.0,15.0,26.0,15.0,35.0,47.0,62.0,7.0,52.0,8.0,29.0,5.0,56.0,55.0,33.0,14.0,16.0,0.0,48.0,31.0,5.0,19.0,1.0,1.0,32.0,12.0,55.0,1.0,43.0,48.0,25.0,54.0,10.0,34.0,10.0,26.0,430.0,24.0,34.0,14.0,5.0,24.0,37.0
inchoative,76.0,2.0,39.0,26.0,74.0,71.0,61.0,56.0,59.0,69.0,4.0,82.0,6.0,53.0,15.0,65.0,49.0,30.0,4.0,88.0,74.0,75.0,26.0,53.0,0.0,39.0,18.0,7.0,144.0,104.0,69.0,7.0,82.0,8.0,36.0,1.0,105.0,76.0,27.0,30.0,39.0,12.0,105.0,215.0,5.0,9.0,1.0,2.0,41.0,39.0,86.0,1.0,84.0,42.0,13.0,105.0,74.0,40.0,9.0,54.0,24.0,430.0,41.0,8.0,4.0,7.0,63.0
sentential_negation_npi_licensor_present,53.0,4.0,57.0,24.0,70.0,49.0,41.0,62.0,57.0,14.0,6.0,53.0,6.0,48.0,28.0,37.0,32.0,19.0,3.0,47.0,75.0,74.0,24.0,47.0,5.0,14.0,37.0,10.0,53.0,54.0,56.0,4.0,51.0,7.0,46.0,10.0,59.0,59.0,43.0,26.0,19.0,3.0,56.0,49.0,7.0,9.0,4.0,1.0,43.0,9.0,37.0,2.0,47.0,65.0,20.0,58.0,42.0,38.0,14.0,40.0,34.0,41.0,430.0,5.0,2.0,80.0,50.0
left_branch_island_simple_question,7.0,7.0,12.0,17.0,22.0,8.0,18.0,3.0,26.0,8.0,7.0,24.0,6.0,13.0,5.0,7.0,21.0,24.0,24.0,24.0,15.0,10.0,7.0,18.0,23.0,6.0,39.0,13.0,8.0,24.0,11.0,6.0,22.0,67.0,13.0,4.0,26.0,20.0,7.0,11.0,18.0,1.0,23.0,10.0,4.0,11.0,13.0,7.0,8.0,4.0,26.0,31.0,26.0,11.0,12.0,24.0,16.0,16.0,69.0,5.0,14.0,8.0,5.0,430.0,3.0,5.0,12.0
superlative_quantifiers_2,0.0,9.0,4.0,14.0,5.0,1.0,0.0,10.0,3.0,8.0,21.0,8.0,11.0,5.0,6.0,15.0,3.0,8.0,13.0,11.0,2.0,2.0,9.0,1.0,6.0,7.0,8.0,26.0,5.0,9.0,1.0,17.0,8.0,4.0,3.0,7.0,10.0,4.0,11.0,8.0,2.0,14.0,11.0,6.0,0.0,7.0,12.0,9.0,3.0,9.0,11.0,10.0,8.0,7.0,10.0,10.0,9.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,430.0,1.0,1.0
sentential_negation_npi_scope,5.0,0.0,49.0,9.0,42.0,5.0,8.0,32.0,31.0,15.0,6.0,11.0,1.0,13.0,44.0,2.0,21.0,4.0,4.0,9.0,44.0,40.0,23.0,11.0,0.0,11.0,11.0,8.0,10.0,12.0,20.0,1.0,11.0,2.0,13.0,0.0,11.0,19.0,37.0,7.0,11.0,0.0,10.0,14.0,4.0,9.0,0.0,6.0,6.0,0.0,3.0,0.0,17.0,55.0,2.0,7.0,13.0,26.0,7.0,15.0,24.0,7.0,80.0,5.0,1.0,430.0,19.0
anaphor_number_agreement,153.0,0.0,77.0,30.0,136.0,142.0,158.0,80.0,136.0,27.0,15.0,154.0,3.0,60.0,16.0,59.0,71.0,33.0,4.0,102.0,130.0,119.0,11.0,151.0,0.0,8.0,24.0,30.0,106.0,141.0,107.0,0.0,153.0,5.0,109.0,0.0,119.0,147.0,21.0,17.0,64.0,0.0,143.0,98.0,20.0,16.0,0.0,0.0,104.0,24.0,85.0,0.0,98.0,90.0,25.0,116.0,39.0,215.0,24.0,110.0,37.0,63.0,50.0,12.0,1.0,19.0,430.0
