,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,12.0,3.0,15.0,5.0,9.0,10.0,4.0,4.0,9.0,4.0,1.0,8.0,0.0,10.0,1.0,0.0,9.0,1.0,1.0,8.0,3.0,4.0,3.0,5.0,0.0,4.0,0.0,4.0,3.0,11.0,7.0,1.0,13.0,6.0,5.0,0.0,7.0,2.0,1.0,1.0,172.0,0.0,12.0,5.0,491.0,8.0,0.0,0.0,3.0,6.0,6.0,0.0,7.0,10.0,0.0,16.0,10.0,4.0,4.0,3.0,9.0,5.0,1.0,3.0,1.0,3.0,12.0
animate_subject_trans,0.0,11.0,10.0,24.0,19.0,1.0,0.0,2.0,4.0,3.0,3.0,1.0,2.0,8.0,10.0,12.0,6.0,2.0,6.0,4.0,0.0,3.0,6.0,3.0,3.0,1.0,5.0,2.0,19.0,2.0,1.0,2.0,1.0,3.0,19.0,4.0,3.0,14.0,6.0,5.0,0.0,3.0,1.0,7.0,8.0,491.0,3.0,5.0,13.0,4.0,3.0,2.0,8.0,9.0,5.0,3.0,3.0,26.0,1.0,2.0,5.0,5.0,4.0,2.0,10.0,0.0,2.0
matrix_question_npi_licensor_present,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,2.0,3.0,12.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,0.0,0.0,0.0,21.0,6.0,34.0,0.0,0.0,0.0,3.0,491.0,20.0,10.0,8.0,0.0,20.0,0.0,0.0,16.0,0.0,0.0,19.0,0.0,49.0,0.0,1.0,0.0,12.0,2.0,0.0,3.0
complex_NP_island,0.0,5.0,3.0,10.0,7.0,0.0,0.0,6.0,4.0,3.0,5.0,0.0,17.0,2.0,2.0,5.0,3.0,6.0,37.0,1.0,1.0,3.0,2.0,1.0,10.0,5.0,11.0,3.0,5.0,0.0,6.0,4.0,0.0,18.0,2.0,8.0,1.0,1.0,4.0,9.0,0.0,30.0,0.0,5.0,0.0,5.0,20.0,491.0,3.0,0.0,0.0,9.0,2.0,2.0,5.0,1.0,3.0,4.0,6.0,14.0,6.0,2.0,5.0,16.0,7.0,3.0,0.0
existential_there_quantifiers_1,4.0,2.0,6.0,11.0,17.0,6.0,6.0,7.0,16.0,3.0,10.0,5.0,15.0,22.0,6.0,14.0,8.0,4.0,5.0,7.0,5.0,2.0,6.0,7.0,4.0,11.0,2.0,12.0,15.0,6.0,7.0,10.0,5.0,7.0,0.0,3.0,9.0,11.0,9.0,4.0,3.0,5.0,5.0,11.0,3.0,13.0,10.0,3.0,491.0,2.0,9.0,3.0,7.0,15.0,3.0,10.0,11.0,3.0,3.0,4.0,9.0,11.0,35.0,10.0,2.0,15.0,4.0
irregular_past_participle_adjectives,140.0,1.0,17.0,2.0,64.0,157.0,182.0,29.0,39.0,47.0,12.0,159.0,2.0,52.0,4.0,4.0,18.0,13.0,2.0,164.0,154.0,100.0,34.0,168.0,2.0,1.0,2.0,12.0,25.0,150.0,78.0,1.0,161.0,1.0,0.0,5.0,149.0,120.0,18.0,12.0,3.0,3.0,161.0,60.0,6.0,4.0,8.0,0.0,2.0,491.0,161.0,0.0,26.0,44.0,3.0,139.0,15.0,15.0,13.0,11.0,15.0,52.0,3.0,11.0,9.0,3.0,100.0
determiner_noun_agreement_irregular_2,179.0,2.0,15.0,9.0,96.0,208.0,219.0,31.0,86.0,95.0,12.0,347.0,0.0,54.0,5.0,10.0,36.0,24.0,0.0,399.0,216.0,139.0,53.0,203.0,0.0,10.0,8.0,13.0,44.0,350.0,95.0,0.0,347.0,7.0,6.0,0.0,375.0,137.0,34.0,13.0,3.0,2.0,344.0,135.0,6.0,3.0,0.0,0.0,9.0,161.0,491.0,0.0,47.0,39.0,1.0,364.0,38.0,14.0,21.0,9.0,13.0,101.0,12.0,22.0,8.0,0.0,110.0
principle_A_reconstruction,0.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,2.0,4.0,0.0,9.0,5.0,7.0,15.0,1.0,16.0,11.0,0.0,0.0,0.0,1.0,0.0,142.0,2.0,116.0,4.0,3.0,0.0,0.0,1.0,0.0,44.0,7.0,3.0,0.0,0.0,0.0,4.0,1.0,19.0,0.0,0.0,0.0,2.0,20.0,9.0,3.0,0.0,0.0,491.0,1.0,0.0,13.0,0.0,0.0,10.0,0.0,32.0,2.0,1.0,1.0,17.0,9.0,3.0,0.0
causative,28.0,0.0,8.0,12.0,102.0,31.0,44.0,18.0,33.0,37.0,23.0,39.0,0.0,27.0,10.0,20.0,23.0,11.0,0.0,38.0,49.0,50.0,20.0,33.0,1.0,8.0,2.0,24.0,54.0,46.0,22.0,0.0,38.0,22.0,4.0,0.0,49.0,63.0,15.0,11.0,9.0,4.0,39.0,67.0,7.0,8.0,0.0,2.0,7.0,26.0,47.0,1.0,491.0,17.0,0.0,45.0,25.0,11.0,9.0,7.0,9.0,65.0,9.0,7.0,3.0,6.0,42.0
existential_there_object_raising,48.0,1.0,155.0,7.0,58.0,47.0,53.0,25.0,31.0,23.0,14.0,41.0,1.0,35.0,0.0,3.0,41.0,6.0,4.0,44.0,61.0,64.0,34.0,53.0,1.0,3.0,3.0,22.0,23.0,45.0,59.0,1.0,42.0,1.0,2.0,0.0,47.0,69.0,28.0,1.0,14.0,0.0,48.0,36.0,10.0,9.0,0.0,2.0,15.0,44.0,39.0,0.0,17.0,491.0,1.0,46.0,18.0,13.0,11.0,5.0,37.0,36.0,6.0,14.0,5.0,7.0,51.0
superlative_quantifiers_1,0.0,12.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,11.0,6.0,14.0,11.0,4.0,14.0,6.0,1.0,0.0,0.0,5.0,0.0,4.0,2.0,8.0,4.0,6.0,1.0,3.0,2.0,0.0,10.0,14.0,6.0,2.0,0.0,1.0,7.0,3.0,12.0,0.0,0.0,0.0,5.0,16.0,5.0,3.0,3.0,1.0,13.0,0.0,1.0,491.0,2.0,0.0,12.0,0.0,18.0,3.0,2.0,6.0,7.0,6.0,8.0,2.0
determiner_noun_agreement_2,177.0,2.0,20.0,11.0,106.0,203.0,213.0,38.0,93.0,106.0,12.0,301.0,0.0,58.0,6.0,10.0,39.0,23.0,1.0,347.0,205.0,141.0,52.0,201.0,0.0,16.0,7.0,13.0,48.0,362.0,92.0,2.0,306.0,5.0,6.0,0.0,421.0,140.0,37.0,12.0,7.0,2.0,341.0,135.0,16.0,3.0,0.0,1.0,10.0,139.0,364.0,0.0,45.0,46.0,2.0,491.0,40.0,17.0,19.0,9.0,11.0,99.0,11.0,23.0,8.0,1.0,115.0
tough_vs_raising_1,17.0,4.0,19.0,12.0,40.0,18.0,14.0,17.0,35.0,52.0,13.0,32.0,0.0,16.0,1.0,4.0,29.0,11.0,10.0,35.0,23.0,20.0,10.0,17.0,0.0,20.0,3.0,15.0,33.0,35.0,7.0,3.0,28.0,4.0,2.0,2.0,42.0,16.0,10.0,11.0,4.0,9.0,33.0,59.0,10.0,3.0,0.0,3.0,11.0,15.0,38.0,0.0,25.0,18.0,0.0,40.0,491.0,6.0,11.0,0.0,0.0,47.0,13.0,3.0,4.0,6.0,15.0
anaphor_gender_agreement,30.0,0.0,10.0,26.0,30.0,26.0,26.0,6.0,16.0,5.0,0.0,18.0,19.0,13.0,7.0,9.0,13.0,11.0,5.0,14.0,21.0,29.0,4.0,34.0,6.0,0.0,11.0,5.0,16.0,18.0,11.0,0.0,19.0,3.0,8.0,6.0,18.0,33.0,2.0,9.0,2.0,17.0,18.0,16.0,4.0,26.0,19.0,4.0,3.0,15.0,14.0,10.0,11.0,13.0,12.0,17.0,6.0,491.0,0.0,5.0,0.0,13.0,0.0,3.0,9.0,0.0,55.0
coordinate_structure_constraint_complex_left_branch,6.0,2.0,8.0,1.0,13.0,5.0,11.0,5.0,2.0,13.0,14.0,17.0,0.0,4.0,0.0,0.0,5.0,19.0,0.0,18.0,12.0,6.0,18.0,10.0,0.0,8.0,5.0,7.0,10.0,17.0,21.0,2.0,17.0,8.0,4.0,2.0,20.0,10.0,6.0,10.0,4.0,2.0,15.0,22.0,4.0,1.0,0.0,6.0,3.0,13.0,21.0,0.0,9.0,11.0,0.0,19.0,11.0,0.0,491.0,1.0,4.0,20.0,2.0,90.0,2.0,1.0,3.0
principle_A_c_command,15.0,4.0,0.0,5.0,4.0,15.0,20.0,11.0,11.0,4.0,2.0,11.0,54.0,14.0,2.0,8.0,3.0,13.0,12.0,9.0,24.0,11.0,3.0,18.0,14.0,0.0,26.0,5.0,7.0,9.0,10.0,3.0,11.0,7.0,6.0,6.0,9.0,10.0,3.0,25.0,19.0,22.0,11.0,8.0,3.0,2.0,49.0,14.0,4.0,11.0,9.0,32.0,7.0,5.0,18.0,9.0,0.0,5.0,1.0,491.0,4.0,10.0,0.0,10.0,4.0,2.0,27.0
tough_vs_raising_2,16.0,3.0,18.0,4.0,11.0,13.0,15.0,17.0,10.0,9.0,7.0,15.0,0.0,14.0,3.0,11.0,7.0,7.0,6.0,12.0,39.0,30.0,37.0,14.0,1.0,10.0,7.0,7.0,8.0,10.0,53.0,3.0,13.0,6.0,0.0,3.0,12.0,14.0,46.0,6.0,8.0,1.0,10.0,11.0,9.0,5.0,0.0,6.0,9.0,15.0,13.0,2.0,9.0,37.0,3.0,11.0,0.0,0.0,4.0,4.0,491.0,9.0,13.0,9.0,2.0,22.0,16.0
inchoative,65.0,5.0,17.0,10.0,64.0,71.0,87.0,20.0,40.0,45.0,13.0,83.0,8.0,44.0,4.0,19.0,30.0,22.0,2.0,91.0,67.0,59.0,36.0,64.0,3.0,5.0,7.0,13.0,91.0,97.0,51.0,2.0,89.0,14.0,5.0,3.0,108.0,88.0,25.0,12.0,2.0,14.0,90.0,208.0,5.0,5.0,1.0,2.0,11.0,52.0,101.0,1.0,65.0,36.0,2.0,99.0,47.0,13.0,20.0,10.0,9.0,491.0,29.0,19.0,6.0,7.0,51.0
sentential_negation_npi_licensor_present,5.0,3.0,5.0,8.0,17.0,8.0,10.0,13.0,14.0,13.0,3.0,2.0,0.0,14.0,12.0,11.0,2.0,7.0,3.0,12.0,14.0,3.0,27.0,8.0,2.0,11.0,6.0,6.0,9.0,9.0,3.0,9.0,7.0,4.0,7.0,3.0,12.0,5.0,19.0,3.0,2.0,1.0,10.0,18.0,1.0,4.0,0.0,5.0,35.0,3.0,12.0,1.0,9.0,6.0,6.0,11.0,13.0,0.0,2.0,0.0,13.0,29.0,491.0,2.0,0.0,135.0,0.0
left_branch_island_simple_question,14.0,19.0,7.0,6.0,11.0,14.0,20.0,15.0,9.0,9.0,5.0,24.0,7.0,12.0,2.0,5.0,6.0,15.0,15.0,21.0,22.0,17.0,10.0,20.0,11.0,8.0,36.0,3.0,6.0,24.0,20.0,5.0,23.0,46.0,6.0,1.0,23.0,16.0,9.0,8.0,2.0,0.0,21.0,16.0,3.0,2.0,12.0,16.0,10.0,11.0,22.0,17.0,7.0,14.0,7.0,23.0,3.0,3.0,90.0,10.0,9.0,19.0,2.0,491.0,3.0,6.0,8.0
superlative_quantifiers_2,14.0,7.0,5.0,5.0,6.0,12.0,11.0,5.0,5.0,8.0,12.0,9.0,5.0,3.0,5.0,6.0,4.0,9.0,7.0,8.0,9.0,9.0,6.0,10.0,5.0,3.0,12.0,15.0,7.0,8.0,4.0,8.0,8.0,1.0,9.0,34.0,8.0,15.0,5.0,6.0,2.0,5.0,8.0,6.0,1.0,10.0,2.0,7.0,2.0,9.0,8.0,9.0,3.0,5.0,6.0,8.0,4.0,9.0,2.0,4.0,2.0,6.0,0.0,3.0,491.0,1.0,7.0
sentential_negation_npi_scope,3.0,5.0,5.0,3.0,6.0,1.0,3.0,13.0,3.0,5.0,8.0,0.0,0.0,7.0,7.0,3.0,2.0,4.0,6.0,1.0,7.0,4.0,28.0,2.0,2.0,6.0,3.0,12.0,1.0,0.0,9.0,13.0,0.0,7.0,3.0,1.0,1.0,3.0,20.0,1.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,15.0,3.0,0.0,3.0,6.0,7.0,8.0,1.0,6.0,0.0,1.0,2.0,22.0,7.0,135.0,6.0,1.0,491.0,1.0
anaphor_number_agreement,163.0,1.0,19.0,1.0,80.0,169.0,196.0,20.0,52.0,27.0,3.0,130.0,0.0,52.0,0.0,4.0,29.0,0.0,0.0,113.0,167.0,131.0,27.0,184.0,0.0,0.0,0.0,6.0,29.0,137.0,98.0,0.0,139.0,2.0,1.0,1.0,121.0,162.0,20.0,1.0,17.0,5.0,141.0,64.0,12.0,2.0,3.0,0.0,4.0,100.0,110.0,0.0,42.0,51.0,2.0,115.0,15.0,55.0,3.0,27.0,16.0,51.0,0.0,8.0,7.0,1.0,491.0
