,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,26.0,0.0,11.0,3.0,20.0,10.0,14.0,2.0,11.0,6.0,0.0,19.0,0.0,1.0,1.0,13.0,7.0,9.0,0.0,16.0,19.0,37.0,5.0,6.0,3.0,8.0,4.0,1.0,3.0,16.0,4.0,0.0,15.0,0.0,2.0,2.0,16.0,14.0,6.0,9.0,282.0,0.0,14.0,6.0,614.0,2.0,2.0,0.0,3.0,1.0,13.0,5.0,11.0,12.0,1.0,15.0,7.0,8.0,1.0,60.0,2.0,9.0,1.0,0.0,0.0,10.0,120.0
animate_subject_trans,11.0,1.0,2.0,3.0,0.0,8.0,10.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,6.0,4.0,0.0,2.0,2.0,3.0,7.0,6.0,6.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,17.0,9.0,2.0,22.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,614.0,1.0,1.0,3.0,24.0,2.0,0.0,2.0,3.0,14.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,9.0,2.0
matrix_question_npi_licensor_present,1.0,2.0,2.0,15.0,10.0,0.0,0.0,0.0,30.0,24.0,3.0,41.0,22.0,3.0,0.0,9.0,1.0,25.0,20.0,53.0,2.0,3.0,0.0,0.0,35.0,20.0,14.0,2.0,16.0,44.0,2.0,2.0,47.0,7.0,0.0,0.0,51.0,5.0,0.0,57.0,2.0,1.0,44.0,16.0,2.0,1.0,614.0,21.0,0.0,0.0,50.0,23.0,3.0,1.0,4.0,50.0,34.0,19.0,0.0,34.0,0.0,8.0,0.0,2.0,0.0,3.0,2.0
complex_NP_island,0.0,2.0,2.0,4.0,4.0,0.0,2.0,1.0,2.0,1.0,7.0,0.0,22.0,8.0,2.0,3.0,0.0,8.0,52.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,7.0,4.0,7.0,0.0,0.0,5.0,0.0,10.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,48.0,0.0,5.0,0.0,1.0,21.0,614.0,2.0,2.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,14.0,1.0,10.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0
existential_there_quantifiers_1,16.0,11.0,22.0,9.0,3.0,5.0,9.0,6.0,7.0,0.0,6.0,7.0,7.0,20.0,14.0,7.0,12.0,0.0,3.0,2.0,6.0,12.0,16.0,9.0,0.0,0.0,0.0,12.0,0.0,3.0,26.0,5.0,8.0,2.0,19.0,1.0,3.0,14.0,13.0,0.0,2.0,5.0,4.0,0.0,3.0,3.0,0.0,2.0,614.0,7.0,3.0,2.0,4.0,24.0,11.0,3.0,0.0,4.0,0.0,3.0,14.0,0.0,12.0,1.0,0.0,9.0,9.0
irregular_past_participle_adjectives,20.0,6.0,3.0,8.0,6.0,21.0,18.0,1.0,5.0,1.0,6.0,3.0,0.0,21.0,1.0,0.0,18.0,1.0,6.0,1.0,6.0,13.0,3.0,12.0,0.0,0.0,1.0,3.0,6.0,2.0,26.0,14.0,2.0,6.0,2.0,11.0,1.0,20.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,24.0,0.0,2.0,7.0,614.0,2.0,4.0,4.0,4.0,14.0,1.0,3.0,0.0,5.0,2.0,19.0,3.0,1.0,2.0,2.0,0.0,1.0
determiner_noun_agreement_irregular_2,16.0,0.0,5.0,66.0,47.0,18.0,14.0,3.0,111.0,90.0,0.0,465.0,0.0,0.0,1.0,13.0,9.0,113.0,0.0,476.0,14.0,17.0,0.0,13.0,71.0,64.0,20.0,0.0,46.0,420.0,0.0,0.0,489.0,0.0,2.0,0.0,438.0,29.0,0.0,209.0,15.0,0.0,429.0,95.0,13.0,2.0,50.0,0.0,3.0,2.0,614.0,63.0,33.0,0.0,0.0,434.0,131.0,3.0,0.0,2.0,0.0,52.0,3.0,1.0,0.0,1.0,42.0
principle_A_reconstruction,10.0,3.0,6.0,19.0,11.0,10.0,7.0,0.0,38.0,24.0,4.0,63.0,6.0,0.0,14.0,8.0,3.0,33.0,1.0,63.0,14.0,3.0,0.0,8.0,145.0,20.0,46.0,3.0,8.0,58.0,8.0,4.0,66.0,6.0,4.0,3.0,65.0,9.0,0.0,35.0,4.0,7.0,58.0,11.0,5.0,0.0,23.0,3.0,2.0,4.0,63.0,614.0,6.0,9.0,2.0,60.0,23.0,15.0,7.0,5.0,11.0,6.0,1.0,3.0,0.0,4.0,9.0
causative,22.0,2.0,1.0,7.0,42.0,16.0,16.0,3.0,18.0,8.0,6.0,39.0,5.0,14.0,3.0,9.0,15.0,6.0,3.0,30.0,10.0,46.0,0.0,9.0,5.0,7.0,9.0,3.0,8.0,33.0,1.0,0.0,35.0,3.0,3.0,7.0,37.0,20.0,0.0,13.0,22.0,0.0,32.0,13.0,11.0,2.0,3.0,3.0,4.0,4.0,33.0,6.0,614.0,2.0,8.0,31.0,13.0,3.0,1.0,9.0,0.0,31.0,10.0,1.0,6.0,8.0,30.0
existential_there_object_raising,31.0,1.0,216.0,2.0,20.0,17.0,35.0,4.0,9.0,5.0,10.0,0.0,0.0,22.0,17.0,14.0,36.0,0.0,0.0,2.0,26.0,27.0,19.0,47.0,2.0,3.0,2.0,13.0,0.0,0.0,78.0,4.0,0.0,0.0,16.0,2.0,0.0,31.0,27.0,5.0,8.0,0.0,0.0,0.0,12.0,3.0,1.0,2.0,24.0,4.0,0.0,9.0,2.0,614.0,1.0,0.0,1.0,2.0,1.0,14.0,28.0,1.0,19.0,0.0,3.0,23.0,16.0
superlative_quantifiers_1,2.0,4.0,1.0,0.0,1.0,5.0,2.0,8.0,3.0,2.0,4.0,1.0,3.0,0.0,5.0,1.0,7.0,2.0,7.0,0.0,6.0,1.0,0.0,6.0,3.0,1.0,4.0,3.0,11.0,1.0,3.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,0.0,1.0,3.0,5.0,1.0,2.0,1.0,14.0,4.0,4.0,11.0,14.0,0.0,2.0,8.0,1.0,614.0,1.0,0.0,8.0,4.0,6.0,0.0,2.0,7.0,2.0,8.0,0.0,1.0
determiner_noun_agreement_2,17.0,0.0,3.0,70.0,55.0,15.0,15.0,0.0,102.0,96.0,0.0,405.0,0.0,0.0,1.0,13.0,9.0,110.0,0.0,452.0,18.0,20.0,0.0,13.0,67.0,70.0,17.0,0.0,45.0,513.0,0.0,0.0,407.0,0.0,4.0,0.0,561.0,25.0,1.0,239.0,15.0,0.0,499.0,99.0,15.0,2.0,50.0,0.0,3.0,1.0,434.0,60.0,31.0,0.0,1.0,614.0,152.0,3.0,0.0,3.0,0.0,54.0,0.0,0.0,0.0,0.0,38.0
tough_vs_raising_1,7.0,0.0,3.0,31.0,33.0,7.0,4.0,0.0,50.0,118.0,2.0,112.0,0.0,0.0,0.0,0.0,9.0,37.0,1.0,145.0,3.0,10.0,0.0,6.0,24.0,100.0,1.0,2.0,48.0,144.0,0.0,2.0,120.0,0.0,2.0,0.0,156.0,6.0,0.0,145.0,6.0,0.0,139.0,120.0,7.0,3.0,34.0,0.0,0.0,3.0,131.0,23.0,13.0,1.0,0.0,152.0,614.0,0.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,1.0,13.0
anaphor_gender_agreement,4.0,2.0,2.0,31.0,2.0,3.0,2.0,2.0,4.0,0.0,1.0,5.0,30.0,14.0,2.0,19.0,0.0,16.0,18.0,2.0,2.0,7.0,0.0,2.0,10.0,0.0,17.0,1.0,30.0,4.0,5.0,1.0,5.0,9.0,0.0,3.0,3.0,4.0,0.0,6.0,7.0,16.0,5.0,3.0,8.0,5.0,19.0,14.0,4.0,0.0,3.0,15.0,3.0,2.0,8.0,3.0,0.0,614.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,2.0,29.0
coordinate_structure_constraint_complex_left_branch,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,7.0,2.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,2.0,9.0,2.0,6.0,0.0,1.0,3.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,7.0,1.0,1.0,4.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,11.0,101.0,4.0,18.0,1.0
principle_A_c_command,18.0,3.0,2.0,2.0,18.0,10.0,9.0,3.0,9.0,2.0,10.0,5.0,6.0,2.0,2.0,6.0,13.0,5.0,12.0,7.0,30.0,17.0,0.0,14.0,14.0,2.0,14.0,7.0,13.0,3.0,4.0,2.0,4.0,7.0,4.0,0.0,1.0,10.0,0.0,4.0,64.0,3.0,3.0,5.0,60.0,0.0,34.0,10.0,3.0,2.0,2.0,5.0,9.0,14.0,6.0,3.0,3.0,5.0,0.0,614.0,4.0,4.0,2.0,4.0,1.0,3.0,57.0
tough_vs_raising_2,13.0,3.0,22.0,0.0,13.0,11.0,16.0,11.0,1.0,0.0,25.0,0.0,0.0,0.0,9.0,6.0,8.0,0.0,1.0,0.0,4.0,2.0,12.0,12.0,0.0,0.0,3.0,23.0,2.0,0.0,43.0,5.0,0.0,2.0,5.0,9.0,0.0,1.0,21.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,19.0,0.0,11.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,614.0,0.0,2.0,2.0,0.0,13.0,0.0
inchoative,9.0,2.0,1.0,4.0,15.0,6.0,4.0,0.0,9.0,68.0,1.0,44.0,2.0,4.0,2.0,0.0,3.0,21.0,3.0,57.0,5.0,9.0,1.0,5.0,9.0,60.0,1.0,0.0,94.0,56.0,4.0,0.0,47.0,0.0,1.0,2.0,59.0,5.0,1.0,53.0,7.0,12.0,57.0,236.0,9.0,0.0,8.0,5.0,0.0,3.0,52.0,6.0,31.0,1.0,2.0,54.0,77.0,1.0,0.0,4.0,0.0,614.0,1.0,6.0,6.0,3.0,16.0
sentential_negation_npi_licensor_present,4.0,6.0,23.0,1.0,14.0,5.0,8.0,1.0,13.0,1.0,3.0,2.0,1.0,0.0,11.0,2.0,19.0,0.0,0.0,1.0,20.0,4.0,21.0,19.0,0.0,1.0,9.0,5.0,0.0,0.0,2.0,5.0,3.0,0.0,19.0,7.0,0.0,18.0,15.0,0.0,3.0,1.0,0.0,1.0,1.0,9.0,0.0,2.0,12.0,1.0,3.0,1.0,10.0,19.0,7.0,0.0,0.0,0.0,11.0,2.0,2.0,1.0,614.0,9.0,1.0,112.0,5.0
left_branch_island_simple_question,1.0,13.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,0.0,12.0,7.0,5.0,1.0,1.0,2.0,13.0,1.0,0.0,2.0,3.0,0.0,3.0,2.0,8.0,7.0,6.0,0.0,2.0,1.0,0.0,111.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,101.0,4.0,2.0,6.0,9.0,614.0,5.0,8.0,0.0
superlative_quantifiers_2,13.0,4.0,5.0,4.0,3.0,10.0,13.0,9.0,0.0,1.0,15.0,0.0,3.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,11.0,2.0,18.0,7.0,0.0,2.0,6.0,16.0,1.0,0.0,20.0,7.0,0.0,1.0,4.0,4.0,0.0,9.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,3.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,1.0,5.0,614.0,5.0,2.0
sentential_negation_npi_scope,17.0,0.0,35.0,1.0,26.0,13.0,13.0,1.0,15.0,1.0,4.0,1.0,0.0,3.0,9.0,11.0,27.0,0.0,0.0,1.0,51.0,9.0,33.0,30.0,0.0,0.0,3.0,14.0,2.0,0.0,8.0,8.0,2.0,0.0,15.0,2.0,0.0,34.0,25.0,4.0,3.0,0.0,0.0,1.0,10.0,9.0,3.0,0.0,9.0,0.0,1.0,4.0,8.0,23.0,0.0,0.0,1.0,2.0,18.0,3.0,13.0,3.0,112.0,8.0,5.0,614.0,8.0
anaphor_number_agreement,73.0,3.0,12.0,9.0,33.0,60.0,66.0,2.0,53.0,11.0,0.0,58.0,0.0,2.0,11.0,26.0,33.0,16.0,1.0,37.0,60.0,58.0,2.0,48.0,3.0,9.0,13.0,1.0,8.0,40.0,6.0,1.0,51.0,0.0,14.0,2.0,32.0,75.0,7.0,8.0,144.0,0.0,44.0,14.0,120.0,2.0,2.0,0.0,9.0,1.0,42.0,9.0,30.0,16.0,1.0,38.0,13.0,29.0,1.0,57.0,0.0,16.0,5.0,0.0,2.0,8.0,614.0
