,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,9.0,0.0,29.0,0.0,12.0,9.0,11.0,3.0,10.0,5.0,3.0,7.0,0.0,8.0,0.0,1.0,5.0,0.0,3.0,8.0,11.0,10.0,14.0,13.0,0.0,0.0,0.0,2.0,2.0,7.0,8.0,1.0,5.0,5.0,1.0,1.0,6.0,9.0,17.0,1.0,110.0,0.0,7.0,9.0,337.0,0.0,1.0,0.0,5.0,1.0,6.0,1.0,8.0,14.0,1.0,6.0,5.0,7.0,2.0,9.0,7.0,12.0,3.0,1.0,4.0,10.0,10.0
animate_subject_trans,12.0,3.0,4.0,6.0,20.0,13.0,6.0,2.0,2.0,6.0,7.0,12.0,2.0,17.0,1.0,8.0,14.0,1.0,1.0,20.0,9.0,5.0,9.0,5.0,0.0,3.0,0.0,6.0,12.0,13.0,3.0,0.0,13.0,1.0,7.0,13.0,14.0,20.0,10.0,8.0,2.0,0.0,16.0,13.0,0.0,337.0,2.0,3.0,5.0,3.0,15.0,1.0,6.0,3.0,9.0,17.0,8.0,21.0,5.0,0.0,5.0,12.0,8.0,6.0,0.0,0.0,2.0
matrix_question_npi_licensor_present,0.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,17.0,16.0,0.0,2.0,0.0,14.0,0.0,6.0,1.0,2.0,1.0,2.0,337.0,35.0,0.0,1.0,0.0,4.0,1.0,0.0,17.0,0.0,1.0,1.0,3.0,12.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0
complex_NP_island,2.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,1.0,4.0,1.0,3.0,10.0,3.0,0.0,5.0,0.0,9.0,13.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,10.0,2.0,6.0,3.0,1.0,9.0,3.0,6.0,18.0,15.0,3.0,0.0,2.0,22.0,0.0,35.0,3.0,4.0,0.0,3.0,35.0,337.0,1.0,6.0,3.0,4.0,0.0,1.0,7.0,3.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0
existential_there_quantifiers_1,20.0,1.0,21.0,3.0,25.0,16.0,28.0,4.0,23.0,3.0,2.0,22.0,1.0,23.0,0.0,5.0,19.0,1.0,1.0,15.0,30.0,16.0,3.0,33.0,0.0,1.0,0.0,4.0,10.0,24.0,35.0,1.0,17.0,5.0,7.0,4.0,21.0,19.0,14.0,2.0,3.0,3.0,23.0,12.0,5.0,5.0,0.0,1.0,337.0,10.0,15.0,0.0,12.0,25.0,1.0,22.0,3.0,2.0,3.0,0.0,9.0,11.0,17.0,2.0,2.0,5.0,9.0
irregular_past_participle_adjectives,28.0,4.0,6.0,4.0,7.0,28.0,30.0,3.0,3.0,5.0,0.0,20.0,4.0,5.0,3.0,1.0,4.0,1.0,2.0,21.0,14.0,0.0,0.0,28.0,1.0,3.0,2.0,2.0,2.0,19.0,14.0,1.0,22.0,4.0,0.0,2.0,20.0,13.0,0.0,4.0,1.0,3.0,18.0,8.0,1.0,3.0,1.0,6.0,10.0,337.0,20.0,1.0,4.0,0.0,2.0,18.0,3.0,5.0,4.0,1.0,3.0,11.0,4.0,3.0,4.0,0.0,8.0
determiner_noun_agreement_irregular_2,89.0,0.0,10.0,14.0,40.0,87.0,73.0,1.0,25.0,66.0,31.0,208.0,0.0,27.0,2.0,18.0,14.0,4.0,7.0,237.0,67.0,37.0,12.0,71.0,0.0,50.0,0.0,32.0,36.0,203.0,27.0,0.0,218.0,22.0,1.0,0.0,238.0,54.0,5.0,6.0,3.0,1.0,198.0,66.0,6.0,15.0,0.0,3.0,15.0,20.0,337.0,1.0,22.0,10.0,2.0,228.0,17.0,8.0,4.0,3.0,27.0,39.0,4.0,16.0,10.0,1.0,32.0
principle_A_reconstruction,1.0,5.0,0.0,7.0,0.0,1.0,1.0,2.0,9.0,2.0,2.0,1.0,21.0,2.0,9.0,3.0,1.0,19.0,9.0,2.0,0.0,0.0,2.0,0.0,84.0,5.0,85.0,5.0,0.0,0.0,1.0,5.0,2.0,38.0,12.0,15.0,1.0,1.0,3.0,1.0,2.0,12.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,337.0,0.0,0.0,8.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,2.0,25.0,1.0,1.0,1.0
causative,13.0,1.0,6.0,7.0,37.0,17.0,15.0,4.0,12.0,16.0,4.0,25.0,2.0,40.0,5.0,10.0,10.0,2.0,1.0,23.0,28.0,23.0,10.0,10.0,0.0,8.0,1.0,5.0,14.0,31.0,8.0,1.0,24.0,10.0,2.0,0.0,30.0,26.0,9.0,5.0,4.0,0.0,30.0,13.0,8.0,6.0,1.0,0.0,12.0,4.0,22.0,0.0,337.0,4.0,3.0,29.0,4.0,1.0,2.0,2.0,13.0,29.0,6.0,7.0,5.0,1.0,12.0
existential_there_object_raising,17.0,0.0,117.0,0.0,25.0,13.0,15.0,5.0,11.0,5.0,11.0,18.0,2.0,16.0,0.0,1.0,11.0,2.0,0.0,12.0,19.0,14.0,26.0,21.0,1.0,1.0,0.0,11.0,6.0,14.0,27.0,1.0,13.0,4.0,4.0,1.0,14.0,13.0,20.0,0.0,8.0,0.0,15.0,7.0,14.0,3.0,0.0,1.0,25.0,0.0,10.0,0.0,4.0,337.0,2.0,13.0,7.0,4.0,5.0,1.0,17.0,6.0,13.0,1.0,5.0,11.0,8.0
superlative_quantifiers_1,0.0,10.0,1.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,1.0,4.0,5.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,1.0,2.0,0.0,1.0,9.0,0.0,2.0,12.0,17.0,1.0,0.0,3.0,8.0,0.0,15.0,0.0,1.0,1.0,9.0,17.0,7.0,1.0,2.0,2.0,8.0,3.0,2.0,337.0,0.0,0.0,7.0,0.0,8.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0
determiner_noun_agreement_2,104.0,0.0,20.0,16.0,54.0,108.0,79.0,5.0,29.0,58.0,22.0,202.0,0.0,38.0,1.0,22.0,18.0,4.0,6.0,216.0,84.0,51.0,25.0,76.0,0.0,43.0,0.0,23.0,45.0,247.0,28.0,1.0,205.0,25.0,0.0,0.0,291.0,57.0,14.0,7.0,2.0,3.0,246.0,70.0,6.0,17.0,0.0,3.0,22.0,18.0,228.0,1.0,29.0,13.0,0.0,337.0,23.0,5.0,4.0,5.0,22.0,48.0,8.0,15.0,3.0,3.0,27.0
tough_vs_raising_1,19.0,1.0,3.0,6.0,17.0,18.0,22.0,7.0,16.0,25.0,8.0,16.0,0.0,17.0,1.0,14.0,12.0,5.0,1.0,16.0,19.0,10.0,11.0,14.0,0.0,15.0,0.0,6.0,9.0,19.0,5.0,2.0,16.0,4.0,0.0,0.0,21.0,20.0,7.0,8.0,7.0,0.0,21.0,20.0,5.0,8.0,1.0,0.0,3.0,3.0,17.0,1.0,4.0,7.0,0.0,23.0,337.0,2.0,5.0,2.0,0.0,18.0,4.0,1.0,3.0,1.0,7.0
anaphor_gender_agreement,17.0,2.0,8.0,19.0,4.0,10.0,13.0,1.0,4.0,2.0,0.0,11.0,3.0,6.0,1.0,3.0,4.0,4.0,1.0,5.0,3.0,11.0,2.0,12.0,4.0,1.0,8.0,2.0,4.0,10.0,2.0,3.0,10.0,2.0,2.0,5.0,5.0,17.0,2.0,6.0,2.0,11.0,11.0,4.0,7.0,21.0,1.0,2.0,2.0,5.0,8.0,6.0,1.0,4.0,7.0,5.0,2.0,337.0,2.0,0.0,2.0,0.0,3.0,2.0,4.0,0.0,33.0
coordinate_structure_constraint_complex_left_branch,2.0,5.0,10.0,1.0,6.0,2.0,2.0,1.0,0.0,6.0,3.0,3.0,0.0,5.0,1.0,3.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0,4.0,1.0,4.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,1.0,2.0,2.0,3.0,0.0,3.0,11.0,2.0,5.0,3.0,0.0,3.0,4.0,4.0,0.0,2.0,5.0,0.0,4.0,5.0,2.0,337.0,3.0,3.0,7.0,1.0,51.0,5.0,0.0,4.0
principle_A_c_command,13.0,4.0,1.0,1.0,3.0,10.0,9.0,1.0,5.0,1.0,4.0,2.0,0.0,5.0,2.0,6.0,1.0,5.0,8.0,4.0,26.0,1.0,4.0,11.0,3.0,0.0,5.0,4.0,3.0,6.0,6.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,9.0,13.0,0.0,6.0,7.0,9.0,0.0,12.0,9.0,0.0,1.0,3.0,5.0,2.0,1.0,8.0,5.0,2.0,0.0,3.0,337.0,5.0,7.0,1.0,2.0,3.0,2.0,25.0
tough_vs_raising_2,35.0,2.0,11.0,7.0,17.0,41.0,33.0,8.0,12.0,11.0,19.0,30.0,2.0,5.0,2.0,12.0,7.0,6.0,5.0,26.0,43.0,30.0,15.0,33.0,0.0,6.0,1.0,22.0,8.0,30.0,44.0,5.0,34.0,13.0,2.0,0.0,21.0,18.0,10.0,0.0,1.0,1.0,29.0,15.0,7.0,5.0,0.0,2.0,9.0,3.0,27.0,0.0,13.0,17.0,0.0,22.0,0.0,2.0,3.0,5.0,337.0,12.0,6.0,7.0,10.0,12.0,12.0
inchoative,42.0,1.0,12.0,6.0,30.0,47.0,41.0,6.0,7.0,21.0,8.0,28.0,1.0,23.0,0.0,25.0,8.0,1.0,0.0,35.0,35.0,38.0,19.0,23.0,2.0,11.0,0.0,9.0,71.0,43.0,33.0,2.0,36.0,7.0,1.0,0.0,47.0,32.0,30.0,9.0,9.0,13.0,42.0,147.0,12.0,12.0,1.0,1.0,11.0,11.0,39.0,1.0,29.0,6.0,1.0,48.0,18.0,0.0,7.0,7.0,12.0,337.0,9.0,7.0,2.0,6.0,15.0
sentential_negation_npi_licensor_present,4.0,1.0,11.0,5.0,11.0,4.0,6.0,4.0,5.0,0.0,5.0,0.0,2.0,8.0,1.0,7.0,3.0,3.0,5.0,2.0,11.0,7.0,13.0,1.0,4.0,0.0,4.0,3.0,7.0,5.0,6.0,4.0,2.0,1.0,16.0,4.0,7.0,12.0,17.0,2.0,4.0,2.0,5.0,9.0,3.0,8.0,0.0,0.0,17.0,4.0,4.0,2.0,6.0,13.0,2.0,8.0,4.0,3.0,1.0,1.0,6.0,9.0,337.0,1.0,0.0,86.0,2.0
left_branch_island_simple_question,5.0,7.0,0.0,6.0,5.0,10.0,4.0,1.0,9.0,15.0,3.0,17.0,6.0,12.0,6.0,4.0,4.0,10.0,3.0,15.0,6.0,2.0,2.0,2.0,16.0,9.0,30.0,4.0,11.0,14.0,6.0,2.0,17.0,45.0,3.0,3.0,15.0,3.0,1.0,0.0,2.0,0.0,17.0,12.0,1.0,6.0,3.0,5.0,2.0,3.0,16.0,25.0,7.0,1.0,2.0,15.0,1.0,2.0,51.0,2.0,7.0,7.0,1.0,337.0,4.0,2.0,3.0
superlative_quantifiers_2,5.0,3.0,1.0,3.0,12.0,6.0,2.0,6.0,5.0,15.0,31.0,3.0,2.0,2.0,2.0,9.0,1.0,9.0,4.0,6.0,1.0,5.0,12.0,2.0,4.0,17.0,2.0,32.0,4.0,3.0,10.0,8.0,3.0,5.0,1.0,3.0,5.0,6.0,8.0,5.0,4.0,3.0,3.0,8.0,4.0,0.0,6.0,1.0,2.0,4.0,10.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,10.0,2.0,0.0,4.0,337.0,2.0,4.0
sentential_negation_npi_scope,2.0,0.0,13.0,0.0,8.0,3.0,4.0,9.0,3.0,2.0,10.0,1.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,8.0,9.0,34.0,0.0,0.0,1.0,1.0,10.0,3.0,1.0,3.0,9.0,4.0,1.0,3.0,0.0,4.0,5.0,23.0,2.0,6.0,1.0,2.0,7.0,10.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,11.0,0.0,3.0,1.0,0.0,0.0,2.0,12.0,6.0,86.0,2.0,2.0,337.0,3.0
anaphor_number_agreement,50.0,0.0,9.0,0.0,8.0,45.0,63.0,3.0,8.0,11.0,4.0,40.0,0.0,17.0,1.0,4.0,5.0,4.0,0.0,25.0,40.0,18.0,7.0,54.0,0.0,7.0,1.0,5.0,7.0,34.0,18.0,1.0,35.0,2.0,1.0,0.0,31.0,36.0,5.0,2.0,11.0,0.0,34.0,18.0,10.0,2.0,1.0,0.0,9.0,8.0,32.0,1.0,12.0,8.0,0.0,27.0,7.0,33.0,4.0,25.0,12.0,15.0,2.0,3.0,4.0,3.0,337.0
