,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
principle_A_domain_3,21.0,0.0,57.0,1.0,33.0,21.0,27.0,15.0,25.0,17.0,14.0,21.0,0.0,35.0,2.0,5.0,15.0,3.0,7.0,23.0,28.0,24.0,38.0,30.0,3.0,12.0,0.0,15.0,15.0,24.0,19.0,4.0,20.0,11.0,6.0,5.0,24.0,28.0,40.0,1.0,235.0,0.0,25.0,24.0,675.0,3.0,10.0,2.0,18.0,7.0,17.0,2.0,19.0,43.0,2.0,22.0,15.0,14.0,5.0,33.0,15.0,34.0,15.0,10.0,15.0,30.0,28.0
animate_subject_trans,36.0,11.0,15.0,24.0,77.0,31.0,18.0,13.0,9.0,17.0,13.0,42.0,10.0,48.0,5.0,29.0,31.0,16.0,4.0,43.0,29.0,25.0,22.0,21.0,6.0,9.0,7.0,9.0,37.0,37.0,17.0,7.0,38.0,6.0,18.0,33.0,47.0,56.0,29.0,23.0,7.0,9.0,37.0,26.0,3.0,675.0,9.0,10.0,25.0,13.0,43.0,6.0,30.0,17.0,19.0,46.0,16.0,52.0,12.0,8.0,17.0,25.0,25.0,17.0,3.0,7.0,13.0
matrix_question_npi_licensor_present,2.0,29.0,5.0,3.0,6.0,1.0,2.0,9.0,2.0,1.0,5.0,1.0,20.0,5.0,2.0,13.0,1.0,23.0,6.0,1.0,0.0,8.0,2.0,5.0,7.0,1.0,23.0,7.0,11.0,3.0,6.0,14.0,0.0,7.0,35.0,42.0,3.0,7.0,1.0,28.0,5.0,21.0,3.0,10.0,10.0,9.0,675.0,77.0,2.0,5.0,1.0,12.0,3.0,6.0,40.0,2.0,6.0,10.0,17.0,26.0,1.0,2.0,1.0,16.0,15.0,2.0,10.0
complex_NP_island,6.0,4.0,1.0,16.0,1.0,7.0,2.0,9.0,5.0,19.0,3.0,9.0,32.0,9.0,6.0,15.0,2.0,25.0,37.0,9.0,2.0,1.0,3.0,6.0,13.0,19.0,24.0,7.0,23.0,9.0,5.0,12.0,10.0,26.0,40.0,37.0,10.0,0.0,4.0,54.0,2.0,75.0,8.0,18.0,2.0,10.0,77.0,675.0,4.0,10.0,10.0,14.0,4.0,4.0,30.0,11.0,5.0,13.0,5.0,25.0,9.0,13.0,11.0,19.0,12.0,4.0,1.0
existential_there_quantifiers_1,55.0,4.0,70.0,8.0,68.0,48.0,81.0,25.0,34.0,9.0,12.0,56.0,7.0,55.0,6.0,16.0,37.0,7.0,4.0,52.0,74.0,46.0,23.0,80.0,2.0,4.0,3.0,15.0,32.0,70.0,96.0,6.0,46.0,13.0,13.0,12.0,56.0,54.0,35.0,8.0,15.0,11.0,68.0,38.0,18.0,25.0,2.0,4.0,675.0,27.0,39.0,5.0,35.0,66.0,4.0,57.0,14.0,15.0,14.0,12.0,31.0,37.0,53.0,7.0,6.0,17.0,36.0
irregular_past_participle_adjectives,72.0,11.0,18.0,14.0,32.0,72.0,81.0,8.0,14.0,14.0,10.0,50.0,15.0,22.0,13.0,14.0,18.0,8.0,5.0,46.0,47.0,9.0,10.0,69.0,4.0,7.0,8.0,11.0,10.0,46.0,37.0,8.0,55.0,5.0,5.0,6.0,41.0,44.0,4.0,12.0,4.0,7.0,45.0,25.0,7.0,13.0,5.0,10.0,27.0,675.0,43.0,7.0,15.0,14.0,4.0,37.0,8.0,16.0,14.0,9.0,9.0,26.0,16.0,8.0,15.0,5.0,28.0
determiner_noun_agreement_irregular_2,196.0,3.0,53.0,38.0,115.0,190.0,171.0,17.0,74.0,131.0,51.0,417.0,5.0,66.0,7.0,57.0,47.0,25.0,14.0,479.0,158.0,93.0,34.0,162.0,7.0,86.0,8.0,53.0,77.0,404.0,70.0,10.0,451.0,38.0,7.0,5.0,492.0,126.0,24.0,20.0,18.0,9.0,403.0,131.0,17.0,43.0,1.0,10.0,39.0,43.0,675.0,11.0,68.0,43.0,4.0,466.0,44.0,25.0,25.0,27.0,68.0,93.0,21.0,30.0,24.0,11.0,76.0
principle_A_reconstruction,6.0,21.0,0.0,19.0,3.0,6.0,9.0,8.0,28.0,9.0,13.0,5.0,43.0,7.0,30.0,15.0,4.0,39.0,36.0,9.0,1.0,5.0,5.0,7.0,166.0,14.0,180.0,18.0,6.0,5.0,7.0,11.0,9.0,72.0,19.0,40.0,8.0,6.0,9.0,12.0,5.0,19.0,5.0,3.0,2.0,6.0,12.0,14.0,5.0,7.0,11.0,675.0,1.0,2.0,24.0,10.0,9.0,12.0,3.0,20.0,5.0,4.0,7.0,60.0,14.0,3.0,3.0
causative,58.0,9.0,26.0,28.0,100.0,71.0,69.0,18.0,32.0,31.0,17.0,82.0,8.0,89.0,14.0,39.0,33.0,8.0,6.0,81.0,75.0,65.0,40.0,42.0,4.0,28.0,4.0,17.0,31.0,80.0,33.0,6.0,75.0,27.0,18.0,6.0,75.0,81.0,33.0,12.0,22.0,9.0,81.0,48.0,19.0,30.0,3.0,4.0,35.0,15.0,68.0,1.0,675.0,23.0,6.0,77.0,13.0,13.0,9.0,15.0,36.0,77.0,20.0,12.0,15.0,8.0,35.0
existential_there_object_raising,63.0,4.0,246.0,2.0,84.0,44.0,61.0,29.0,34.0,22.0,31.0,64.0,5.0,54.0,5.0,8.0,47.0,7.0,4.0,49.0,59.0,55.0,63.0,64.0,3.0,14.0,1.0,26.0,20.0,66.0,78.0,7.0,51.0,14.0,15.0,3.0,57.0,58.0,53.0,2.0,30.0,3.0,69.0,31.0,43.0,17.0,6.0,4.0,66.0,14.0,43.0,2.0,23.0,675.0,5.0,55.0,28.0,15.0,18.0,6.0,50.0,27.0,31.0,12.0,18.0,29.0,28.0
superlative_quantifiers_1,0.0,26.0,5.0,19.0,1.0,1.0,1.0,15.0,5.0,7.0,4.0,3.0,23.0,3.0,17.0,12.0,1.0,29.0,9.0,4.0,0.0,1.0,1.0,0.0,23.0,4.0,30.0,7.0,19.0,2.0,1.0,18.0,3.0,8.0,40.0,42.0,3.0,0.0,7.0,27.0,2.0,31.0,2.0,8.0,2.0,19.0,40.0,30.0,4.0,4.0,4.0,24.0,6.0,5.0,675.0,3.0,3.0,16.0,0.0,28.0,1.0,5.0,6.0,6.0,16.0,2.0,1.0
determiner_noun_agreement_2,226.0,3.0,71.0,36.0,137.0,226.0,197.0,26.0,78.0,126.0,42.0,405.0,4.0,92.0,6.0,59.0,56.0,24.0,13.0,452.0,196.0,111.0,55.0,180.0,5.0,83.0,8.0,48.0,94.0,486.0,78.0,11.0,427.0,39.0,8.0,7.0,594.0,143.0,39.0,20.0,20.0,16.0,487.0,146.0,22.0,46.0,2.0,11.0,57.0,37.0,466.0,10.0,77.0,55.0,3.0,675.0,58.0,22.0,22.0,31.0,61.0,117.0,24.0,24.0,21.0,13.0,79.0
tough_vs_raising_1,38.0,3.0,26.0,16.0,51.0,42.0,55.0,25.0,41.0,60.0,15.0,45.0,2.0,34.0,5.0,23.0,45.0,14.0,8.0,45.0,35.0,24.0,20.0,42.0,3.0,42.0,3.0,17.0,33.0,49.0,13.0,13.0,48.0,12.0,3.0,5.0,56.0,45.0,23.0,18.0,24.0,3.0,47.0,49.0,15.0,16.0,6.0,5.0,14.0,8.0,44.0,9.0,13.0,28.0,3.0,58.0,675.0,11.0,21.0,14.0,0.0,54.0,16.0,8.0,14.0,12.0,26.0
anaphor_gender_agreement,49.0,6.0,15.0,53.0,22.0,38.0,38.0,14.0,14.0,14.0,9.0,28.0,10.0,23.0,10.0,12.0,13.0,16.0,13.0,20.0,23.0,31.0,9.0,33.0,10.0,13.0,19.0,8.0,16.0,26.0,10.0,7.0,26.0,8.0,19.0,15.0,24.0,54.0,8.0,15.0,6.0,24.0,31.0,25.0,14.0,52.0,10.0,13.0,15.0,16.0,25.0,12.0,13.0,15.0,16.0,22.0,11.0,675.0,5.0,5.0,6.0,14.0,12.0,4.0,15.0,6.0,80.0
coordinate_structure_constraint_complex_left_branch,14.0,17.0,26.0,3.0,17.0,11.0,14.0,9.0,9.0,21.0,14.0,21.0,1.0,15.0,7.0,6.0,10.0,7.0,7.0,26.0,23.0,18.0,16.0,15.0,2.0,18.0,8.0,11.0,9.0,18.0,15.0,12.0,20.0,6.0,3.0,3.0,20.0,12.0,6.0,9.0,5.0,9.0,17.0,26.0,5.0,12.0,17.0,5.0,14.0,14.0,25.0,3.0,9.0,18.0,0.0,22.0,21.0,5.0,675.0,8.0,12.0,18.0,6.0,158.0,9.0,4.0,15.0
principle_A_c_command,45.0,8.0,8.0,7.0,17.0,44.0,44.0,5.0,17.0,12.0,17.0,26.0,4.0,20.0,6.0,21.0,13.0,18.0,12.0,23.0,73.0,16.0,20.0,44.0,15.0,5.0,13.0,18.0,23.0,30.0,26.0,4.0,32.0,13.0,16.0,16.0,32.0,15.0,12.0,23.0,58.0,8.0,32.0,32.0,33.0,8.0,26.0,25.0,12.0,9.0,27.0,20.0,15.0,6.0,28.0,31.0,14.0,5.0,8.0,675.0,19.0,44.0,10.0,15.0,17.0,14.0,87.0
tough_vs_raising_2,80.0,14.0,41.0,19.0,43.0,78.0,74.0,24.0,26.0,35.0,38.0,80.0,8.0,31.0,9.0,22.0,18.0,17.0,12.0,69.0,93.0,65.0,47.0,86.0,2.0,23.0,4.0,45.0,32.0,75.0,107.0,16.0,78.0,30.0,8.0,2.0,65.0,51.0,30.0,2.0,17.0,4.0,80.0,60.0,15.0,17.0,1.0,9.0,31.0,9.0,68.0,5.0,36.0,50.0,1.0,61.0,0.0,6.0,12.0,19.0,675.0,47.0,24.0,25.0,27.0,34.0,28.0
inchoative,101.0,6.0,40.0,22.0,72.0,109.0,103.0,22.0,22.0,57.0,19.0,87.0,5.0,60.0,7.0,63.0,20.0,12.0,6.0,84.0,98.0,64.0,58.0,76.0,7.0,34.0,3.0,28.0,147.0,110.0,63.0,8.0,91.0,15.0,18.0,5.0,114.0,86.0,59.0,28.0,27.0,30.0,110.0,320.0,34.0,25.0,2.0,13.0,37.0,26.0,93.0,4.0,77.0,27.0,5.0,117.0,54.0,14.0,18.0,44.0,47.0,675.0,34.0,16.0,8.0,17.0,47.0
sentential_negation_npi_licensor_present,19.0,7.0,35.0,19.0,38.0,19.0,23.0,23.0,15.0,9.0,14.0,21.0,10.0,41.0,8.0,27.0,18.0,13.0,10.0,20.0,34.0,28.0,48.0,17.0,10.0,5.0,23.0,13.0,22.0,22.0,23.0,12.0,14.0,10.0,45.0,11.0,24.0,39.0,52.0,18.0,17.0,7.0,21.0,31.0,15.0,25.0,1.0,11.0,53.0,16.0,21.0,7.0,20.0,31.0,6.0,24.0,16.0,12.0,6.0,10.0,24.0,34.0,675.0,7.0,3.0,187.0,12.0
left_branch_island_simple_question,23.0,27.0,5.0,12.0,18.0,24.0,13.0,8.0,28.0,28.0,11.0,30.0,15.0,27.0,14.0,11.0,7.0,19.0,27.0,28.0,22.0,8.0,10.0,18.0,35.0,21.0,64.0,14.0,18.0,23.0,13.0,8.0,29.0,102.0,10.0,8.0,25.0,12.0,5.0,7.0,5.0,2.0,23.0,28.0,10.0,17.0,16.0,19.0,7.0,8.0,30.0,60.0,12.0,12.0,6.0,24.0,8.0,4.0,158.0,15.0,25.0,16.0,7.0,675.0,12.0,5.0,11.0
superlative_quantifiers_2,32.0,10.0,10.0,15.0,34.0,28.0,17.0,24.0,12.0,36.0,66.0,18.0,10.0,12.0,4.0,30.0,10.0,28.0,12.0,24.0,18.0,19.0,28.0,10.0,14.0,40.0,14.0,62.0,11.0,19.0,15.0,23.0,22.0,20.0,4.0,12.0,24.0,22.0,24.0,12.0,12.0,11.0,22.0,16.0,15.0,3.0,15.0,12.0,6.0,15.0,24.0,14.0,15.0,18.0,16.0,21.0,14.0,15.0,9.0,17.0,27.0,8.0,3.0,12.0,675.0,6.0,11.0
sentential_negation_npi_scope,14.0,4.0,35.0,4.0,23.0,15.0,10.0,26.0,11.0,7.0,21.0,11.0,0.0,8.0,10.0,11.0,9.0,3.0,6.0,9.0,33.0,24.0,69.0,12.0,3.0,3.0,3.0,18.0,14.0,11.0,11.0,18.0,12.0,8.0,19.0,3.0,13.0,20.0,50.0,4.0,21.0,4.0,10.0,14.0,30.0,7.0,2.0,4.0,17.0,5.0,11.0,3.0,8.0,29.0,2.0,13.0,12.0,6.0,4.0,14.0,34.0,17.0,187.0,5.0,6.0,675.0,15.0
anaphor_number_agreement,130.0,1.0,38.0,5.0,39.0,119.0,149.0,14.0,47.0,25.0,16.0,103.0,1.0,57.0,1.0,20.0,25.0,15.0,4.0,79.0,116.0,56.0,14.0,130.0,1.0,16.0,3.0,21.0,25.0,89.0,55.0,5.0,106.0,7.0,10.0,3.0,84.0,97.0,14.0,7.0,40.0,3.0,91.0,45.0,28.0,13.0,10.0,1.0,36.0,28.0,76.0,3.0,35.0,28.0,1.0,79.0,26.0,80.0,15.0,87.0,28.0,47.0,12.0,11.0,11.0,15.0,675.0
