,irregular_plural_subject_verb_agreement_2,left_branch_island_echo_question,expletive_it_object_raising,animate_subject_passive,transitive,regular_plural_subject_verb_agreement_2,irregular_plural_subject_verb_agreement_1,wh_questions_subject_gap,passive_2,wh_vs_that_with_gap,npi_present_1,determiner_noun_agreement_with_adj_irregular_1,principle_A_domain_1,principle_A_case_1,only_npi_scope,irregular_past_participle_verbs,passive_1,ellipsis_n_bar_1,wh_island,determiner_noun_agreement_irregular_1,distractor_agreement_relative_clause,principle_A_case_2,wh_vs_that_no_gap_long_distance,distractor_agreement_relational_noun,sentential_subject_island,wh_vs_that_with_gap_long_distance,wh_questions_object_gap,npi_present_2,drop_argument,determiner_noun_agreement_with_adjective_1,existential_there_subject_raising,wh_questions_subject_gap_long_distance,determiner_noun_agreement_with_adj_irregular_2,coordinate_structure_constraint_object_extraction,only_npi_licensor_present,existential_there_quantifiers_2,determiner_noun_agreement_1,regular_plural_subject_verb_agreement_1,wh_vs_that_no_gap,ellipsis_n_bar_2,principle_A_domain_2,adjunct_island,determiner_noun_agreement_with_adj_2,intransitive,principle_A_domain_3,animate_subject_trans,matrix_question_npi_licensor_present,complex_NP_island,existential_there_quantifiers_1,irregular_past_participle_adjectives,determiner_noun_agreement_irregular_2,principle_A_reconstruction,causative,existential_there_object_raising,superlative_quantifiers_1,determiner_noun_agreement_2,tough_vs_raising_1,anaphor_gender_agreement,coordinate_structure_constraint_complex_left_branch,principle_A_c_command,tough_vs_raising_2,inchoative,sentential_negation_npi_licensor_present,left_branch_island_simple_question,superlative_quantifiers_2,sentential_negation_npi_scope,anaphor_number_agreement
intransitive,15.0,9.0,0.0,34.0,31.0,13.0,12.0,1.0,29.0,203.0,2.0,155.0,9.0,15.0,8.0,3.0,7.0,84.0,17.0,181.0,5.0,20.0,0.0,20.0,34.0,156.0,6.0,2.0,380.0,179.0,2.0,1.0,159.0,14.0,7.0,5.0,186.0,13.0,0.0,192.0,29.0,29.0,177.0,1228.0,18.0,11.0,56.0,21.0,0.0,15.0,175.0,24.0,36.0,1.0,7.0,188.0,202.0,19.0,2.0,17.0,2.0,534.0,6.0,16.0,4.0,6.0,25.0
principle_A_domain_3,77.0,0.0,24.0,8.0,38.0,53.0,48.0,11.0,28.0,13.0,2.0,48.0,1.0,11.0,4.0,36.0,14.0,28.0,2.0,41.0,57.0,64.0,21.0,29.0,17.0,22.0,11.0,2.0,14.0,43.0,18.0,6.0,43.0,0.0,10.0,6.0,37.0,42.0,21.0,18.0,577.0,0.0,46.0,18.0,1228.0,11.0,14.0,0.0,10.0,11.0,38.0,13.0,35.0,32.0,6.0,41.0,19.0,24.0,10.0,144.0,15.0,23.0,13.0,9.0,0.0,26.0,245.0
animate_subject_trans,54.0,17.0,12.0,17.0,20.0,57.0,44.0,12.0,11.0,7.0,13.0,11.0,6.0,19.0,12.0,14.0,32.0,1.0,6.0,8.0,31.0,37.0,15.0,38.0,4.0,8.0,3.0,11.0,10.0,10.0,9.0,10.0,14.0,5.0,34.0,22.0,7.0,79.0,7.0,10.0,5.0,5.0,9.0,11.0,11.0,1228.0,2.0,5.0,19.0,55.0,15.0,7.0,17.0,15.0,25.0,7.0,21.0,23.0,10.0,4.0,1.0,5.0,17.0,8.0,13.0,20.0,17.0
matrix_question_npi_licensor_present,2.0,14.0,2.0,63.0,21.0,1.0,3.0,10.0,67.0,54.0,4.0,113.0,63.0,6.0,1.0,14.0,8.0,84.0,60.0,134.0,3.0,7.0,0.0,1.0,106.0,48.0,44.0,4.0,53.0,121.0,2.0,6.0,113.0,18.0,0.0,1.0,134.0,8.0,0.0,153.0,19.0,16.0,118.0,56.0,14.0,2.0,1228.0,66.0,2.0,0.0,125.0,60.0,6.0,2.0,11.0,131.0,90.0,42.0,2.0,75.0,3.0,29.0,1.0,20.0,0.0,4.0,12.0
complex_NP_island,4.0,14.0,4.0,19.0,18.0,3.0,5.0,12.0,10.0,6.0,21.0,0.0,49.0,24.0,8.0,17.0,7.0,30.0,143.0,0.0,0.0,12.0,11.0,3.0,19.0,7.0,31.0,19.0,22.0,0.0,1.0,21.0,0.0,55.0,9.0,14.0,0.0,11.0,13.0,14.0,2.0,143.0,0.0,21.0,0.0,5.0,66.0,1228.0,17.0,10.0,0.0,14.0,5.0,5.0,18.0,0.0,2.0,40.0,10.0,31.0,2.0,11.0,6.0,16.0,7.0,0.0,1.0
existential_there_quantifiers_1,49.0,25.0,62.0,20.0,26.0,36.0,31.0,24.0,17.0,1.0,32.0,16.0,30.0,61.0,26.0,41.0,45.0,3.0,8.0,8.0,20.0,32.0,43.0,30.0,0.0,1.0,16.0,43.0,0.0,12.0,77.0,20.0,17.0,11.0,37.0,13.0,8.0,42.0,43.0,5.0,7.0,21.0,11.0,0.0,10.0,19.0,2.0,17.0,1228.0,49.0,14.0,7.0,13.0,75.0,29.0,8.0,3.0,10.0,4.0,11.0,45.0,4.0,35.0,5.0,6.0,35.0,26.0
irregular_past_participle_adjectives,64.0,22.0,21.0,15.0,16.0,68.0,61.0,14.0,12.0,14.0,21.0,12.0,5.0,53.0,17.0,4.0,44.0,4.0,13.0,14.0,33.0,54.0,31.0,49.0,2.0,3.0,4.0,31.0,15.0,6.0,57.0,33.0,18.0,26.0,20.0,27.0,2.0,74.0,14.0,1.0,11.0,9.0,6.0,15.0,11.0,55.0,0.0,10.0,49.0,1228.0,15.0,11.0,15.0,20.0,29.0,2.0,11.0,11.0,9.0,13.0,45.0,24.0,5.0,10.0,16.0,2.0,9.0
determiner_noun_agreement_irregular_2,71.0,0.0,24.0,155.0,116.0,62.0,48.0,8.0,226.0,153.0,0.0,886.0,0.0,1.0,7.0,37.0,53.0,215.0,0.0,904.0,63.0,54.0,9.0,52.0,160.0,112.0,56.0,3.0,100.0,834.0,6.0,6.0,962.0,0.0,12.0,6.0,866.0,72.0,12.0,390.0,51.0,0.0,817.0,175.0,38.0,15.0,125.0,0.0,14.0,15.0,1228.0,148.0,83.0,12.0,2.0,864.0,244.0,17.0,10.0,15.0,4.0,123.0,24.0,11.0,5.0,29.0,111.0
principle_A_reconstruction,24.0,5.0,27.0,49.0,27.0,22.0,24.0,8.0,78.0,57.0,11.0,146.0,15.0,1.0,35.0,26.0,19.0,66.0,12.0,146.0,43.0,15.0,10.0,34.0,343.0,51.0,95.0,10.0,22.0,145.0,18.0,13.0,152.0,16.0,14.0,17.0,148.0,30.0,10.0,83.0,10.0,27.0,142.0,24.0,13.0,7.0,60.0,14.0,7.0,11.0,148.0,1228.0,22.0,17.0,13.0,145.0,82.0,25.0,14.0,20.0,23.0,27.0,13.0,10.0,9.0,30.0,30.0
causative,76.0,3.0,10.0,19.0,106.0,68.0,71.0,13.0,53.0,21.0,28.0,87.0,19.0,35.0,17.0,30.0,47.0,23.0,10.0,86.0,51.0,111.0,7.0,60.0,16.0,20.0,26.0,18.0,15.0,84.0,13.0,14.0,89.0,4.0,9.0,15.0,71.0,82.0,10.0,32.0,52.0,5.0,89.0,36.0,35.0,17.0,6.0,5.0,13.0,15.0,83.0,22.0,1228.0,12.0,12.0,76.0,32.0,9.0,5.0,31.0,6.0,74.0,23.0,12.0,19.0,27.0,78.0
existential_there_object_raising,94.0,7.0,513.0,8.0,47.0,68.0,89.0,24.0,25.0,8.0,36.0,13.0,3.0,49.0,43.0,41.0,96.0,1.0,1.0,10.0,86.0,55.0,67.0,115.0,11.0,7.0,13.0,49.0,3.0,8.0,170.0,26.0,13.0,3.0,27.0,15.0,7.0,84.0,84.0,8.0,29.0,1.0,10.0,1.0,32.0,15.0,2.0,5.0,75.0,20.0,12.0,17.0,12.0,1228.0,20.0,12.0,2.0,7.0,10.0,31.0,60.0,7.0,46.0,7.0,11.0,74.0,32.0
superlative_quantifiers_1,17.0,18.0,10.0,9.0,15.0,20.0,11.0,19.0,10.0,19.0,31.0,2.0,15.0,11.0,15.0,7.0,24.0,7.0,18.0,1.0,20.0,10.0,5.0,25.0,14.0,14.0,23.0,36.0,29.0,2.0,12.0,7.0,2.0,21.0,19.0,7.0,2.0,10.0,2.0,1.0,6.0,22.0,2.0,7.0,6.0,25.0,11.0,18.0,29.0,29.0,2.0,13.0,12.0,20.0,1228.0,2.0,5.0,26.0,13.0,18.0,11.0,5.0,23.0,20.0,15.0,7.0,7.0
determiner_noun_agreement_2,54.0,0.0,21.0,151.0,115.0,55.0,40.0,6.0,220.0,163.0,0.0,781.0,0.0,1.0,8.0,36.0,48.0,210.0,0.0,884.0,65.0,42.0,8.0,41.0,170.0,121.0,48.0,0.0,105.0,1002.0,6.0,5.0,807.0,0.0,14.0,3.0,1115.0,64.0,7.0,441.0,56.0,0.0,983.0,188.0,41.0,7.0,131.0,0.0,8.0,2.0,864.0,145.0,76.0,12.0,2.0,1228.0,256.0,19.0,9.0,19.0,3.0,126.0,23.0,10.0,4.0,30.0,108.0
tough_vs_raising_1,19.0,1.0,5.0,73.0,51.0,16.0,12.0,0.0,106.0,227.0,7.0,214.0,1.0,2.0,7.0,11.0,30.0,83.0,2.0,257.0,14.0,21.0,1.0,19.0,74.0,188.0,13.0,6.0,96.0,255.0,1.0,7.0,220.0,2.0,9.0,10.0,265.0,19.0,0.0,259.0,17.0,0.0,247.0,202.0,19.0,21.0,90.0,2.0,3.0,11.0,244.0,82.0,32.0,2.0,5.0,256.0,1228.0,4.0,3.0,14.0,0.0,140.0,2.0,8.0,3.0,6.0,41.0
anaphor_gender_agreement,26.0,19.0,8.0,58.0,11.0,27.0,25.0,14.0,13.0,5.0,8.0,22.0,60.0,28.0,13.0,54.0,13.0,50.0,36.0,10.0,18.0,29.0,5.0,18.0,28.0,5.0,38.0,5.0,57.0,20.0,11.0,6.0,21.0,25.0,5.0,21.0,19.0,32.0,4.0,28.0,17.0,52.0,21.0,19.0,24.0,23.0,42.0,40.0,10.0,11.0,17.0,25.0,9.0,7.0,26.0,19.0,4.0,1228.0,10.0,17.0,7.0,8.0,6.0,19.0,2.0,6.0,92.0
coordinate_structure_constraint_complex_left_branch,6.0,17.0,19.0,26.0,10.0,4.0,7.0,16.0,10.0,17.0,18.0,9.0,7.0,12.0,13.0,7.0,10.0,0.0,20.0,7.0,19.0,10.0,12.0,16.0,6.0,16.0,8.0,12.0,6.0,6.0,25.0,6.0,9.0,35.0,11.0,15.0,9.0,9.0,21.0,4.0,8.0,29.0,5.0,2.0,10.0,10.0,2.0,10.0,4.0,9.0,10.0,14.0,5.0,10.0,13.0,9.0,3.0,10.0,1228.0,0.0,13.0,2.0,30.0,257.0,14.0,39.0,6.0
principle_A_c_command,51.0,18.0,13.0,17.0,49.0,32.0,36.0,19.0,44.0,6.0,26.0,20.0,21.0,12.0,14.0,25.0,44.0,21.0,43.0,14.0,96.0,49.0,12.0,61.0,45.0,5.0,36.0,22.0,33.0,22.0,22.0,11.0,19.0,20.0,21.0,9.0,16.0,27.0,14.0,27.0,160.0,18.0,24.0,17.0,144.0,4.0,75.0,31.0,11.0,13.0,15.0,20.0,31.0,31.0,18.0,19.0,14.0,17.0,0.0,1228.0,18.0,8.0,7.0,13.0,4.0,14.0,134.0
tough_vs_raising_2,47.0,10.0,59.0,6.0,33.0,41.0,38.0,27.0,6.0,1.0,41.0,8.0,6.0,16.0,25.0,34.0,34.0,2.0,7.0,3.0,32.0,16.0,59.0,45.0,0.0,3.0,8.0,43.0,3.0,3.0,131.0,29.0,5.0,7.0,27.0,27.0,4.0,22.0,77.0,4.0,20.0,2.0,3.0,2.0,15.0,1.0,3.0,2.0,45.0,45.0,4.0,23.0,6.0,60.0,11.0,3.0,0.0,7.0,13.0,18.0,1228.0,8.0,24.0,8.0,8.0,45.0,6.0
inchoative,14.0,15.0,2.0,24.0,30.0,15.0,12.0,4.0,19.0,138.0,14.0,107.0,6.0,13.0,13.0,3.0,7.0,53.0,9.0,129.0,9.0,25.0,3.0,19.0,25.0,110.0,7.0,11.0,243.0,122.0,13.0,0.0,109.0,8.0,27.0,13.0,128.0,16.0,3.0,121.0,33.0,19.0,118.0,534.0,23.0,5.0,29.0,11.0,4.0,24.0,123.0,27.0,74.0,7.0,5.0,126.0,140.0,8.0,2.0,8.0,8.0,1228.0,15.0,18.0,11.0,10.0,34.0
sentential_negation_npi_licensor_present,28.0,22.0,55.0,14.0,31.0,24.0,38.0,12.0,35.0,8.0,7.0,22.0,5.0,7.0,40.0,16.0,56.0,5.0,6.0,19.0,66.0,13.0,42.0,60.0,1.0,6.0,17.0,10.0,8.0,14.0,14.0,16.0,25.0,6.0,55.0,14.0,22.0,52.0,35.0,3.0,11.0,4.0,14.0,6.0,13.0,17.0,1.0,6.0,35.0,5.0,24.0,13.0,23.0,46.0,23.0,23.0,2.0,6.0,30.0,7.0,24.0,15.0,1228.0,26.0,3.0,241.0,20.0
left_branch_island_simple_question,6.0,50.0,3.0,28.0,10.0,6.0,8.0,12.0,8.0,18.0,15.0,10.0,36.0,22.0,12.0,17.0,8.0,10.0,57.0,8.0,5.0,13.0,6.0,5.0,15.0,13.0,15.0,17.0,23.0,9.0,7.0,8.0,10.0,258.0,3.0,13.0,9.0,9.0,9.0,16.0,7.0,6.0,9.0,16.0,9.0,8.0,20.0,16.0,5.0,10.0,11.0,10.0,12.0,7.0,20.0,10.0,8.0,19.0,257.0,13.0,8.0,18.0,26.0,1228.0,12.0,16.0,3.0
superlative_quantifiers_2,22.0,15.0,22.0,15.0,19.0,15.0,18.0,28.0,9.0,3.0,30.0,5.0,7.0,8.0,5.0,26.0,24.0,3.0,6.0,3.0,36.0,14.0,51.0,21.0,3.0,8.0,23.0,25.0,2.0,3.0,44.0,25.0,9.0,9.0,12.0,18.0,3.0,27.0,51.0,6.0,1.0,7.0,4.0,4.0,0.0,13.0,0.0,7.0,6.0,16.0,5.0,9.0,19.0,11.0,15.0,4.0,3.0,2.0,14.0,4.0,8.0,11.0,3.0,12.0,1228.0,11.0,9.0
sentential_negation_npi_scope,54.0,1.0,119.0,15.0,46.0,41.0,48.0,16.0,52.0,2.0,12.0,27.0,1.0,12.0,39.0,33.0,73.0,3.0,2.0,18.0,139.0,26.0,85.0,86.0,4.0,1.0,15.0,21.0,8.0,26.0,47.0,25.0,29.0,1.0,42.0,15.0,36.0,77.0,59.0,13.0,15.0,0.0,21.0,6.0,26.0,20.0,4.0,0.0,35.0,2.0,29.0,30.0,27.0,74.0,7.0,30.0,6.0,6.0,39.0,14.0,45.0,10.0,241.0,16.0,11.0,1228.0,39.0
anaphor_number_agreement,170.0,5.0,38.0,26.0,85.0,132.0,140.0,8.0,115.0,23.0,5.0,147.0,1.0,17.0,33.0,69.0,78.0,45.0,3.0,104.0,150.0,125.0,22.0,129.0,16.0,21.0,28.0,3.0,15.0,116.0,30.0,3.0,139.0,0.0,25.0,14.0,107.0,168.0,25.0,36.0,296.0,0.0,121.0,25.0,245.0,17.0,12.0,1.0,26.0,9.0,111.0,30.0,78.0,32.0,7.0,108.0,41.0,92.0,6.0,134.0,6.0,34.0,20.0,3.0,9.0,39.0,1228.0
